time	in/out	protocol	payload-size	total-size
1970-01-01 01:00:00.000000	out	udp:data	32	74
1970-01-01 01:00:00.000000	in	udp:data	515	557
1970-01-01 01:00:00.026316	out	udp:data	46	88
1970-01-01 01:00:00.052632	out	udp:data	45	87
1970-01-01 01:00:00.078947	out	udp:data	41	83
1970-01-01 01:00:00.090909	in	udp:data	516	558
1970-01-01 01:00:00.105263	out	udp:data	42	84
1970-01-01 01:00:00.131579	out	udp:data	35	77
1970-01-01 01:00:00.157895	out	udp:data	40	82
1970-01-01 01:00:00.181818	in	udp:data	401	443
1970-01-01 01:00:00.184211	out	udp:data	42	84
1970-01-01 01:00:00.210526	out	udp:data	36	78
1970-01-01 01:00:00.236842	out	udp:data	45	87
1970-01-01 01:00:00.263158	out	udp:data	42	84
1970-01-01 01:00:00.272727	in	udp:data	640	682
1970-01-01 01:00:00.289474	out	udp:data	54	96
1970-01-01 01:00:00.315789	out	udp:data	35	77
1970-01-01 01:00:00.342105	out	udp:data	44	86
1970-01-01 01:00:00.363636	in	udp:data	557	599
1970-01-01 01:00:00.368421	out	udp:data	43	85
1970-01-01 01:00:00.394737	out	udp:data	40	82
1970-01-01 01:00:00.421053	out	udp:data	39	81
1970-01-01 01:00:00.447368	out	udp:data	39	81
1970-01-01 01:00:00.454545	in	udp:data	566	608
1970-01-01 01:00:00.473684	out	udp:data	54	96
1970-01-01 01:00:00.500000	out	udp:data	52	94
1970-01-01 01:00:00.526316	out	udp:data	66	108
1970-01-01 01:00:00.545455	in	udp:data	558	600
1970-01-01 01:00:00.552632	out	udp:data	50	92
1970-01-01 01:00:00.578947	out	udp:data	48	90
1970-01-01 01:00:00.605263	out	udp:data	36	78
1970-01-01 01:00:00.631579	out	udp:data	51	93
1970-01-01 01:00:00.636364	in	udp:data	615	657
1970-01-01 01:00:00.657895	out	udp:data	52	94
1970-01-01 01:00:00.684211	out	udp:data	36	78
1970-01-01 01:00:00.710526	out	udp:data	48	90
1970-01-01 01:00:00.727273	in	udp:data	478	520
1970-01-01 01:00:00.736842	out	udp:data	42	84
1970-01-01 01:00:00.763158	out	udp:data	45	87
1970-01-01 01:00:00.789474	out	udp:data	46	88
1970-01-01 01:00:00.815789	out	udp:data	29	71
1970-01-01 01:00:00.818182	in	udp:data	495	537
1970-01-01 01:00:00.842105	out	udp:data	39	81
1970-01-01 01:00:00.868421	out	udp:data	42	84
1970-01-01 01:00:00.894737	out	udp:data	34	76
1970-01-01 01:00:00.909091	in	udp:data	514	556
1970-01-01 01:00:00.921053	out	udp:data	40	82
1970-01-01 01:00:00.947368	out	udp:data	32	74
1970-01-01 01:00:00.973684	out	udp:data	44	86
1970-01-01 01:00:01.000000	out	udp:data	42	84
1970-01-01 01:00:01.000000	in	udp:data	514	556
1970-01-01 01:00:01.027778	out	udp:data	49	91
1970-01-01 01:00:01.055556	out	udp:data	46	88
1970-01-01 01:00:01.083333	out	udp:data	42	84
1970-01-01 01:00:01.111111	out	udp:data	52	94
1970-01-01 01:00:01.125000	in	udp:data	531	573
1970-01-01 01:00:01.138889	out	udp:data	46	88
1970-01-01 01:00:01.166667	out	udp:data	57	99
1970-01-01 01:00:01.194444	out	udp:data	44	86
1970-01-01 01:00:01.222222	out	udp:data	31	73
1970-01-01 01:00:01.250000	out	udp:data	36	78
1970-01-01 01:00:01.250000	in	udp:data	617	659
1970-01-01 01:00:01.277778	out	udp:data	44	86
1970-01-01 01:00:01.305556	out	udp:data	57	99
1970-01-01 01:00:01.333333	out	udp:data	50	92
1970-01-01 01:00:01.361111	out	udp:data	41	83
1970-01-01 01:00:01.375000	in	udp:data	479	521
1970-01-01 01:00:01.388889	out	udp:data	49	91
1970-01-01 01:00:01.416667	out	udp:data	54	96
1970-01-01 01:00:01.444444	out	udp:data	33	75
1970-01-01 01:00:01.472222	out	udp:data	42	84
1970-01-01 01:00:01.500000	out	udp:data	35	77
1970-01-01 01:00:01.500000	in	udp:data	466	508
1970-01-01 01:00:01.527778	out	udp:data	64	106
1970-01-01 01:00:01.555556	out	udp:data	40	82
1970-01-01 01:00:01.583333	out	udp:data	43	85
1970-01-01 01:00:01.611111	out	udp:data	41	83
1970-01-01 01:00:01.625000	in	udp:data	466	508
1970-01-01 01:00:01.638889	out	udp:data	40	82
1970-01-01 01:00:01.666667	out	udp:data	48	90
1970-01-01 01:00:01.694444	out	udp:data	42	84
1970-01-01 01:00:01.722222	out	udp:data	52	94
1970-01-01 01:00:01.750000	out	udp:data	41	83
1970-01-01 01:00:01.750000	in	udp:data	531	573
1970-01-01 01:00:01.777778	out	udp:data	42	84
1970-01-01 01:00:01.805556	out	udp:data	42	84
1970-01-01 01:00:01.833333	out	udp:data	37	79
1970-01-01 01:00:01.861111	out	udp:data	48	90
1970-01-01 01:00:01.875000	in	udp:data	551	593
1970-01-01 01:00:01.888889	out	udp:data	31	73
1970-01-01 01:00:01.916667	out	udp:data	41	83
1970-01-01 01:00:01.944444	out	udp:data	44	86
1970-01-01 01:00:01.972222	out	udp:data	49	91
1970-01-01 01:00:02.000000	out	udp:data	58	100
1970-01-01 01:00:02.000000	in	udp:data	586	628
1970-01-01 01:00:02.030303	out	udp:data	34	76
1970-01-01 01:00:02.060606	out	udp:data	42	84
1970-01-01 01:00:02.090909	out	udp:data	47	89
1970-01-01 01:00:02.111111	in	udp:data	535	577
1970-01-01 01:00:02.121212	out	udp:data	54	96
1970-01-01 01:00:02.151515	out	udp:data	50	92
1970-01-01 01:00:02.181818	out	udp:data	45	87
1970-01-01 01:00:02.212121	out	udp:data	48	90
1970-01-01 01:00:02.222222	in	udp:data	567	609
1970-01-01 01:00:02.242424	out	udp:data	36	78
1970-01-01 01:00:02.272727	out	udp:data	44	86
1970-01-01 01:00:02.303030	out	udp:data	36	78
1970-01-01 01:00:02.333333	out	udp:data	40	82
1970-01-01 01:00:02.333333	in	udp:data	464	506
1970-01-01 01:00:02.363636	out	udp:data	35	77
1970-01-01 01:00:02.393939	out	udp:data	32	74
1970-01-01 01:00:02.424242	out	udp:data	57	99
1970-01-01 01:00:02.444444	in	udp:data	616	658
1970-01-01 01:00:02.454545	out	udp:data	38	80
1970-01-01 01:00:02.484848	out	udp:data	50	92
1970-01-01 01:00:02.515152	out	udp:data	45	87
1970-01-01 01:00:02.545455	out	udp:data	55	97
1970-01-01 01:00:02.555556	in	udp:data	533	575
1970-01-01 01:00:02.575758	out	udp:data	55	97
1970-01-01 01:00:02.606061	out	udp:data	42	84
1970-01-01 01:00:02.636364	out	udp:data	41	83
1970-01-01 01:00:02.666667	in	udp:data	448	490
1970-01-01 01:00:02.666667	out	udp:data	37	79
1970-01-01 01:00:02.696970	out	udp:data	41	83
1970-01-01 01:00:02.727273	out	udp:data	48	90
1970-01-01 01:00:02.757576	out	udp:data	38	80
1970-01-01 01:00:02.777778	in	udp:data	562	604
1970-01-01 01:00:02.787879	out	udp:data	40	82
1970-01-01 01:00:02.818182	out	udp:data	38	80
1970-01-01 01:00:02.848485	out	udp:data	38	80
1970-01-01 01:00:02.878788	out	udp:data	50	92
1970-01-01 01:00:02.888889	in	udp:data	646	688
1970-01-01 01:00:02.909091	out	udp:data	46	88
1970-01-01 01:00:02.939394	out	udp:data	32	74
1970-01-01 01:00:02.969697	out	udp:data	47	89
1970-01-01 01:00:03.000000	out	udp:data	38	80
1970-01-01 01:00:03.000000	in	udp:data	461	503
1970-01-01 01:00:03.025641	out	udp:data	44	86
1970-01-01 01:00:03.051282	out	udp:data	38	80
1970-01-01 01:00:03.076923	out	udp:data	57	99
1970-01-01 01:00:03.100000	in	udp:data	574	616
1970-01-01 01:00:03.102564	out	udp:data	56	98
1970-01-01 01:00:03.128205	out	udp:data	51	93
1970-01-01 01:00:03.153846	out	udp:data	41	83
1970-01-01 01:00:03.179487	out	udp:data	46	88
1970-01-01 01:00:03.200000	in	udp:data	588	630
1970-01-01 01:00:03.205128	out	udp:data	49	91
1970-01-01 01:00:03.230769	out	udp:data	63	105
1970-01-01 01:00:03.256410	out	udp:data	42	84
1970-01-01 01:00:03.282051	out	udp:data	49	91
1970-01-01 01:00:03.300000	in	udp:data	549	591
1970-01-01 01:00:03.307692	out	udp:data	48	90
1970-01-01 01:00:03.333333	out	udp:data	53	95
1970-01-01 01:00:03.358974	out	udp:data	61	103
1970-01-01 01:00:03.384615	out	udp:data	40	82
1970-01-01 01:00:03.400000	in	udp:data	557	599
1970-01-01 01:00:03.410256	out	udp:data	45	87
1970-01-01 01:00:03.435897	out	udp:data	46	88
1970-01-01 01:00:03.461538	out	udp:data	29	71
1970-01-01 01:00:03.487179	out	udp:data	42	84
1970-01-01 01:00:03.500000	in	udp:data	490	532
1970-01-01 01:00:03.512821	out	udp:data	32	74
1970-01-01 01:00:03.538462	out	udp:data	39	81
1970-01-01 01:00:03.564103	out	udp:data	44	86
1970-01-01 01:00:03.589744	out	udp:data	38	80
1970-01-01 01:00:03.600000	in	udp:data	567	609
1970-01-01 01:00:03.615385	out	udp:data	49	91
1970-01-01 01:00:03.641026	out	udp:data	54	96
1970-01-01 01:00:03.666667	out	udp:data	53	95
1970-01-01 01:00:03.692308	out	udp:data	25	67
1970-01-01 01:00:03.700000	in	udp:data	580	622
1970-01-01 01:00:03.717949	out	udp:data	42	84
1970-01-01 01:00:03.743590	out	udp:data	39	81
1970-01-01 01:00:03.769231	out	udp:data	35	77
1970-01-01 01:00:03.794872	out	udp:data	40	82
1970-01-01 01:00:03.800000	in	udp:data	471	513
1970-01-01 01:00:03.820513	out	udp:data	47	89
1970-01-01 01:00:03.846154	out	udp:data	33	75
1970-01-01 01:00:03.871795	out	udp:data	55	97
1970-01-01 01:00:03.897436	out	udp:data	46	88
1970-01-01 01:00:03.900000	in	udp:data	513	555
1970-01-01 01:00:03.923077	out	udp:data	56	98
1970-01-01 01:00:03.948718	out	udp:data	50	92
1970-01-01 01:00:03.974359	out	udp:data	46	88
1970-01-01 01:00:04.000000	out	udp:data	31	73
1970-01-01 01:00:04.000000	in	udp:data	585	627
1970-01-01 01:00:04.032258	out	udp:data	59	101
1970-01-01 01:00:04.064516	out	udp:data	27	69
1970-01-01 01:00:04.096774	out	udp:data	33	75
1970-01-01 01:00:04.111111	in	udp:data	500	542
1970-01-01 01:00:04.129032	out	udp:data	55	97
1970-01-01 01:00:04.161290	out	udp:data	53	95
1970-01-01 01:00:04.193548	out	udp:data	44	86
1970-01-01 01:00:04.222222	in	udp:data	569	611
1970-01-01 01:00:04.225806	out	udp:data	41	83
1970-01-01 01:00:04.258065	out	udp:data	44	86
1970-01-01 01:00:04.290323	out	udp:data	44	86
1970-01-01 01:00:04.322581	out	udp:data	46	88
1970-01-01 01:00:04.333333	in	udp:data	506	548
1970-01-01 01:00:04.354839	out	udp:data	66	108
1970-01-01 01:00:04.387097	out	udp:data	52	94
1970-01-01 01:00:04.419355	out	udp:data	47	89
1970-01-01 01:00:04.444444	in	udp:data	589	631
1970-01-01 01:00:04.451613	out	udp:data	42	84
1970-01-01 01:00:04.483871	out	udp:data	53	95
1970-01-01 01:00:04.516129	out	udp:data	35	77
1970-01-01 01:00:04.548387	out	udp:data	45	87
1970-01-01 01:00:04.555556	in	udp:data	489	531
1970-01-01 01:00:04.580645	out	udp:data	45	87
1970-01-01 01:00:04.612903	out	udp:data	44	86
1970-01-01 01:00:04.645161	out	udp:data	41	83
1970-01-01 01:00:04.666667	in	udp:data	520	562
1970-01-01 01:00:04.677419	out	udp:data	47	89
1970-01-01 01:00:04.709677	out	udp:data	49	91
1970-01-01 01:00:04.741935	out	udp:data	36	78
1970-01-01 01:00:04.774194	out	udp:data	49	91
1970-01-01 01:00:04.777778	in	udp:data	574	616
1970-01-01 01:00:04.806452	out	udp:data	43	85
1970-01-01 01:00:04.838710	out	udp:data	45	87
1970-01-01 01:00:04.870968	out	udp:data	44	86
1970-01-01 01:00:04.888889	in	udp:data	504	546
1970-01-01 01:00:04.903226	out	udp:data	36	78
1970-01-01 01:00:04.935484	out	udp:data	52	94
1970-01-01 01:00:04.967742	out	udp:data	35	77
1970-01-01 01:00:05.000000	out	udp:data	41	83
1970-01-01 01:00:05.000000	in	udp:data	573	615
1970-01-01 01:00:05.032258	out	udp:data	34	76
1970-01-01 01:00:05.064516	out	udp:data	46	88
1970-01-01 01:00:05.096774	out	udp:data	44	86
1970-01-01 01:00:05.100000	in	udp:data	521	563
1970-01-01 01:00:05.129032	out	udp:data	48	90
1970-01-01 01:00:05.161290	out	udp:data	49	91
1970-01-01 01:00:05.193548	out	udp:data	37	79
1970-01-01 01:00:05.200000	in	udp:data	515	557
1970-01-01 01:00:05.225806	out	udp:data	48	90
1970-01-01 01:00:05.258065	out	udp:data	45	87
1970-01-01 01:00:05.290323	out	udp:data	43	85
1970-01-01 01:00:05.300000	in	udp:data	485	527
1970-01-01 01:00:05.322581	out	udp:data	30	72
1970-01-01 01:00:05.354839	out	udp:data	34	76
1970-01-01 01:00:05.387097	out	udp:data	50	92
1970-01-01 01:00:05.400000	in	udp:data	557	599
1970-01-01 01:00:05.419355	out	udp:data	50	92
1970-01-01 01:00:05.451613	out	udp:data	47	89
1970-01-01 01:00:05.483871	out	udp:data	42	84
1970-01-01 01:00:05.500000	in	udp:data	408	450
1970-01-01 01:00:05.516129	out	udp:data	48	90
1970-01-01 01:00:05.548387	out	udp:data	39	81
1970-01-01 01:00:05.580645	out	udp:data	41	83
