time	in/out	protocol	payload-size	total-size
1970-01-01 01:00:00.000000	out	udp:data	49	91
1970-01-01 01:00:00.000000	in	udp:data	506	548
1970-01-01 01:00:00.038462	out	udp:data	42	84
1970-01-01 01:00:00.076923	out	udp:data	49	91
1970-01-01 01:00:00.100000	in	udp:data	525	567
1970-01-01 01:00:00.115385	out	udp:data	52	94
1970-01-01 01:00:00.153846	out	udp:data	47	89
1970-01-01 01:00:00.192308	out	udp:data	49	91
1970-01-01 01:00:00.200000	in	udp:data	625	667
1970-01-01 01:00:00.230769	out	udp:data	48	90
1970-01-01 01:00:00.269231	out	udp:data	49	91
1970-01-01 01:00:00.300000	in	udp:data	619	661
1970-01-01 01:00:00.307692	out	udp:data	45	87
1970-01-01 01:00:00.346154	out	udp:data	41	83
1970-01-01 01:00:00.384615	out	udp:data	32	74
1970-01-01 01:00:00.400000	in	udp:data	714	756
1970-01-01 01:00:00.423077	out	udp:data	62	104
1970-01-01 01:00:00.461538	out	udp:data	49	91
1970-01-01 01:00:00.500000	out	udp:data	44	86
1970-01-01 01:00:00.500000	in	udp:data	529	571
1970-01-01 01:00:00.538462	out	udp:data	44	86
1970-01-01 01:00:00.576923	out	udp:data	47	89
1970-01-01 01:00:00.600000	in	udp:data	501	543
1970-01-01 01:00:00.615385	out	udp:data	39	81
1970-01-01 01:00:00.653846	out	udp:data	30	72
1970-01-01 01:00:00.692308	out	udp:data	50	92
1970-01-01 01:00:00.700000	in	udp:data	581	623
1970-01-01 01:00:00.730769	out	udp:data	50	92
1970-01-01 01:00:00.769231	out	udp:data	39	81
1970-01-01 01:00:00.800000	in	udp:data	628	670
1970-01-01 01:00:00.807692	out	udp:data	59	101
1970-01-01 01:00:00.846154	out	udp:data	24	66
1970-01-01 01:00:00.884615	out	udp:data	48	90
1970-01-01 01:00:00.900000	in	udp:data	476	518
1970-01-01 01:00:00.923077	out	udp:data	56	98
1970-01-01 01:00:00.961538	out	udp:data	52	94
1970-01-01 01:00:01.000000	out	udp:data	46	88
1970-01-01 01:00:01.000000	in	udp:data	567	609
1970-01-01 01:00:01.033333	out	udp:data	48	90
1970-01-01 01:00:01.066667	out	udp:data	39	81
1970-01-01 01:00:01.100000	out	udp:data	26	68
1970-01-01 01:00:01.100000	in	udp:data	581	623
1970-01-01 01:00:01.133333	out	udp:data	49	91
