time-point	#client-msg	#server-msg	client-bytes	server-bytes	avg-client-bytes	avg-server-bytes
1970-01-01 01:00:00	29	6	1211	3294	41.00	549.00
1970-01-01 01:00:01	35	12	1553	6532	44.00	544.00
1970-01-01 01:00:02	36	11	1689	6158	46.00	559.00
1970-01-01 01:00:03	45	8	2005	4318	44.00	539.00
1970-01-01 01:00:04	35	8	1564	4195	44.00	524.00
1970-01-01 01:00:05	30	10	1351	5366	45.00	536.00
1970-01-01 01:00:06	38	10	1696	5281	44.00	528.00
1970-01-01 01:00:07	36	11	1559	5340	43.00	485.00
1970-01-01 01:00:08	41	11	1758	5534	42.00	503.00
1970-01-01 01:00:09	32	10	1307	5022	40.00	502.00
1970-01-01 01:00:10	28	11	1227	5784	43.00	525.00
1970-01-01 01:00:11	35	7	1567	3572	44.00	510.00
1970-01-01 01:00:12	35	12	1463	6151	41.00	512.00
1970-01-01 01:00:13	34	9	1462	4345	43.00	482.00
1970-01-01 01:00:14	42	10	1899	4922	45.00	492.00
1970-01-01 01:00:15	32	9	1342	4575	41.00	508.00
1970-01-01 01:00:16	28	9	1284	4308	45.00	478.00
1970-01-01 01:00:17	29	9	1305	4597	45.00	510.00
1970-01-01 01:00:18	30	9	1223	4541	40.00	504.00
1970-01-01 01:00:19	38	13	1576	6095	41.00	468.00
1970-01-01 01:00:20	33	8	1385	3692	41.00	461.00
1970-01-01 01:00:21	41	8	1669	3265	40.00	408.00
1970-01-01 01:00:22	34	12	1540	5425	45.00	452.00
1970-01-01 01:00:23	46	11	1934	5113	42.00	464.00
1970-01-01 01:00:24	33	14	1408	6476	42.00	462.00
1970-01-01 01:00:25	39	9	1737	4129	44.00	458.00
1970-01-01 01:00:26	38	14	1630	5846	42.00	417.00
1970-01-01 01:00:27	37	11	1528	4837	41.00	439.00
1970-01-01 01:00:28	38	10	1594	4585	41.00	458.00
1970-01-01 01:00:29	36	15	1576	6832	43.00	455.00
1970-01-01 01:00:30	43	9	1847	4073	42.00	452.00
1970-01-01 01:00:31	37	11	1579	4947	42.00	449.00
