0	5.0	3.0
1	5.0	3.0
2	5.0	3.0
3	5.0	3.0
4	5.0	3.0
5	5.0	3.0
6	5.0	3.0
7	5.0	3.0
8	5.0	3.0
9	5.0	3.0
10	5.0	3.0
11	5.0	3.0
12	5.0	3.0
13	5.0	3.0
14	5.0	3.0
15	5.0	3.0
16	5.0	3.0
17	5.0	3.0
18	6.0	3.0
19	6.0	3.0
20	6.0	3.0
21	6.0	3.0
22	6.0	3.0
23	6.0	3.0
24	6.0	3.0
25	6.0	3.0
26	6.0	3.0
27	6.0	3.0
28	6.0	3.0
29	6.0	3.0
30	6.0	3.0
31	6.0	3.0
32	6.0	3.0
33	6.0	3.0
34	6.0	3.0
35	6.0	3.0
36	6.0	3.0
37	6.0	3.0
38	6.0	3.0
39	6.0	3.0
40	6.0	3.0
41	6.0	3.0
42	6.0	3.0
43	6.0	3.0
44	6.0	3.0
45	6.0	3.0
46	6.0	3.0
47	6.0	3.0
48	6.0	3.0
49	6.0	4.0
50	6.0	4.0
51	6.0	4.0
52	6.0	4.0
53	6.0	4.0
54	6.0	4.0
55	6.0	4.0
56	6.0	4.0
57	6.0	4.0
58	6.0	4.0
59	6.0	4.0
60	6.0	4.0
61	6.0	4.0
62	6.0	4.0
63	6.0	4.0
64	6.0	4.0
65	6.0	4.0
66	6.0	4.0
67	6.0	4.0
68	6.0	4.0
69	6.0	4.0
70	6.0	4.0
71	6.0	4.0
72	6.0	4.0
73	6.0	4.0
74	6.0	4.0
75	6.0	4.0
76	6.0	4.0
77	6.0	4.0
78	6.0	4.0
79	6.0	4.0
80	6.0	4.0
81	6.0	4.0
82	6.0	4.0
83	6.0	4.0
84	6.0	4.0
85	6.0	4.0
86	6.0	4.0
87	6.0	4.0
88	6.0	4.0
89	6.0	4.0
90	6.0	4.0
91	6.0	4.0
92	6.0	4.0
93	6.0	4.0
94	6.0	4.0
95	6.0	4.0
96	6.0	4.0
97	6.0	4.0
98	6.0	4.0
99	6.0	4.0
100	6.0	4.0
101	6.0	4.0
102	6.0	4.0
103	6.0	4.0
104	6.0	4.0
105	6.0	4.0
106	6.0	4.0
107	6.0	4.0
108	6.0	4.0
109	6.0	4.0
110	6.0	4.0
111	6.0	4.0
112	6.0	4.0
113	6.0	4.0
114	6.0	4.0
115	6.0	4.0
116	6.0	5.0
117	6.0	5.0
118	6.0	5.0
119	6.0	5.0
120	6.0	5.0
121	6.0	5.0
122	6.0	5.0
123	6.0	5.0
124	6.0	5.0
125	6.0	5.0
126	6.0	5.0
127	6.0	5.0
128	6.0	5.0
129	6.0	5.0
130	6.0	5.0
131	6.0	5.0
132	6.0	5.0
133	6.0	5.0
134	6.0	5.0
135	6.0	5.0
136	6.0	5.0
137	6.0	5.0
138	6.0	5.0
139	6.0	5.0
140	6.0	5.0
141	6.0	5.0
142	6.0	5.0
143	6.0	5.0
144	6.0	5.0
145	6.0	5.0
146	6.0	5.0
147	6.0	5.0
148	6.0	5.0
149	6.0	5.0
150	6.0	5.0
151	6.0	5.0
152	6.0	5.0
153	6.0	5.0
154	6.0	5.0
155	6.0	5.0
156	6.0	5.0
157	6.0	5.0
158	6.0	5.0
159	6.0	5.0
160	6.0	5.0
161	6.0	5.0
162	6.0	5.0
163	6.0	5.0
164	6.0	5.0
165	6.0	5.0
166	6.0	5.0
167	6.0	5.0
168	6.0	5.0
169	7.0	5.0
170	7.0	5.0
171	7.0	5.0
172	7.0	5.0
173	7.0	5.0
174	7.0	6.0
175	7.0	6.0
176	7.0	6.0
177	7.0	6.0
178	7.0	6.0
179	7.0	6.0
180	7.0	6.0
181	7.0	6.0
182	7.0	6.0
183	7.0	6.0
184	7.0	6.0
185	7.0	6.0
186	7.0	6.0
187	7.0	6.0
188	7.0	6.0
189	7.0	6.0
190	7.0	6.0
191	7.0	6.0
192	7.0	6.0
193	7.0	6.0
194	7.0	6.0
195	7.0	6.0
196	7.0	6.0
197	7.0	6.0
198	7.0	6.0
199	7.0	6.0
200	7.0	6.0
201	7.0	6.0
202	7.0	6.0
203	7.0	6.0
204	7.0	6.0
205	7.0	6.0
206	7.0	6.0
207	7.0	6.0
208	7.0	6.0
209	7.0	6.0
210	7.0	6.0
211	7.0	6.0
212	7.0	6.0
213	7.0	6.0
214	7.0	6.0
215	7.0	6.0
216	7.0	6.0
217	7.0	6.0
218	7.0	6.0
219	7.0	6.0
220	7.0	6.0
221	7.0	6.0
222	7.0	6.0
223	7.0	6.0
