time	in/out	protocol	payload-size	total-size
1970-01-01 01:00:00.000000	out	udp:data	54	96
1970-01-01 01:00:00.000000	in	udp:data	562	604
1970-01-01 01:00:00.026316	out	udp:data	43	85
1970-01-01 01:00:00.052632	out	udp:data	46	88
1970-01-01 01:00:00.078947	out	udp:data	35	77
1970-01-01 01:00:00.090909	in	udp:data	667	709
1970-01-01 01:00:00.105263	out	udp:data	40	82
1970-01-01 01:00:00.131579	out	udp:data	36	78
1970-01-01 01:00:00.157895	out	udp:data	33	75
1970-01-01 01:00:00.181818	in	udp:data	527	569
1970-01-01 01:00:00.184211	out	udp:data	42	84
1970-01-01 01:00:00.210526	out	udp:data	40	82
1970-01-01 01:00:00.236842	out	udp:data	47	89
1970-01-01 01:00:00.263158	out	udp:data	41	83
1970-01-01 01:00:00.272727	in	udp:data	560	602
1970-01-01 01:00:00.289474	out	udp:data	27	69
1970-01-01 01:00:00.315789	out	udp:data	41	83
1970-01-01 01:00:00.342105	out	udp:data	58	100
1970-01-01 01:00:00.363636	in	udp:data	494	536
1970-01-01 01:00:00.368421	out	udp:data	38	80
1970-01-01 01:00:00.394737	out	udp:data	41	83
1970-01-01 01:00:00.421053	out	udp:data	47	89
1970-01-01 01:00:00.447368	out	udp:data	40	82
1970-01-01 01:00:00.454545	in	udp:data	683	725
1970-01-01 01:00:00.473684	out	udp:data	51	93
1970-01-01 01:00:00.500000	out	udp:data	36	78
1970-01-01 01:00:00.526316	out	udp:data	44	86
1970-01-01 01:00:00.545455	in	udp:data	650	692
1970-01-01 01:00:00.552632	out	udp:data	44	86
1970-01-01 01:00:00.578947	out	udp:data	33	75
1970-01-01 01:00:00.605263	out	udp:data	37	79
1970-01-01 01:00:00.631579	out	udp:data	53	95
1970-01-01 01:00:00.636364	in	udp:data	474	516
1970-01-01 01:00:00.657895	out	udp:data	43	85
1970-01-01 01:00:00.684211	out	udp:data	56	98
1970-01-01 01:00:00.710526	out	udp:data	48	90
1970-01-01 01:00:00.727273	in	udp:data	494	536
1970-01-01 01:00:00.736842	out	udp:data	46	88
1970-01-01 01:00:00.763158	out	udp:data	36	78
1970-01-01 01:00:00.789474	out	udp:data	42	84
1970-01-01 01:00:00.815789	out	udp:data	37	79
1970-01-01 01:00:00.818182	in	udp:data	580	622
1970-01-01 01:00:00.842105	out	udp:data	44	86
1970-01-01 01:00:00.868421	out	udp:data	52	94
1970-01-01 01:00:00.894737	out	udp:data	48	90
1970-01-01 01:00:00.909091	in	udp:data	593	635
1970-01-01 01:00:00.921053	out	udp:data	41	83
1970-01-01 01:00:00.947368	out	udp:data	42	84
1970-01-01 01:00:00.973684	out	udp:data	43	85
1970-01-01 01:00:01.000000	out	udp:data	37	79
1970-01-01 01:00:01.000000	in	udp:data	580	622
1970-01-01 01:00:01.032258	out	udp:data	47	89
1970-01-01 01:00:01.064516	out	udp:data	49	91
1970-01-01 01:00:01.090909	in	udp:data	589	631
1970-01-01 01:00:01.096774	out	udp:data	41	83
1970-01-01 01:00:01.129032	out	udp:data	37	79
1970-01-01 01:00:01.161290	out	udp:data	35	77
1970-01-01 01:00:01.181818	in	udp:data	556	598
1970-01-01 01:00:01.193548	out	udp:data	28	70
1970-01-01 01:00:01.225806	out	udp:data	46	88
1970-01-01 01:00:01.258065	out	udp:data	46	88
1970-01-01 01:00:01.272727	in	udp:data	543	585
1970-01-01 01:00:01.290323	out	udp:data	40	82
1970-01-01 01:00:01.322581	out	udp:data	53	95
1970-01-01 01:00:01.354839	out	udp:data	38	80
1970-01-01 01:00:01.363636	in	udp:data	559	601
1970-01-01 01:00:01.387097	out	udp:data	46	88
1970-01-01 01:00:01.419355	out	udp:data	31	73
1970-01-01 01:00:01.451613	out	udp:data	38	80
1970-01-01 01:00:01.454545	in	udp:data	624	666
1970-01-01 01:00:01.483871	out	udp:data	37	79
1970-01-01 01:00:01.516129	out	udp:data	42	84
1970-01-01 01:00:01.545455	in	udp:data	548	590
1970-01-01 01:00:01.548387	out	udp:data	54	96
1970-01-01 01:00:01.580645	out	udp:data	51	93
1970-01-01 01:00:01.612903	out	udp:data	35	77
1970-01-01 01:00:01.636364	in	udp:data	594	636
1970-01-01 01:00:01.645161	out	udp:data	48	90
1970-01-01 01:00:01.677419	out	udp:data	42	84
1970-01-01 01:00:01.709677	out	udp:data	32	74
1970-01-01 01:00:01.727273	in	udp:data	634	676
1970-01-01 01:00:01.741935	out	udp:data	57	99
1970-01-01 01:00:01.774194	out	udp:data	40	82
1970-01-01 01:00:01.806452	out	udp:data	36	78
1970-01-01 01:00:01.818182	in	udp:data	619	661
1970-01-01 01:00:01.838710	out	udp:data	32	74
1970-01-01 01:00:01.870968	out	udp:data	40	82
1970-01-01 01:00:01.903226	out	udp:data	45	87
1970-01-01 01:00:01.909091	in	udp:data	557	599
1970-01-01 01:00:01.935484	out	udp:data	35	77
1970-01-01 01:00:01.967742	out	udp:data	48	90
1970-01-01 01:00:02.000000	out	udp:data	43	85
1970-01-01 01:00:02.000000	in	udp:data	481	523
1970-01-01 01:00:02.025000	out	udp:data	27	69
1970-01-01 01:00:02.050000	out	udp:data	50	92
1970-01-01 01:00:02.075000	out	udp:data	52	94
1970-01-01 01:00:02.100000	out	udp:data	45	87
1970-01-01 01:00:02.125000	out	udp:data	48	90
1970-01-01 01:00:02.125000	in	udp:data	559	601
1970-01-01 01:00:02.150000	out	udp:data	39	81
1970-01-01 01:00:02.175000	out	udp:data	38	80
1970-01-01 01:00:02.200000	out	udp:data	39	81
1970-01-01 01:00:02.225000	out	udp:data	45	87
1970-01-01 01:00:02.250000	out	udp:data	30	72
1970-01-01 01:00:02.250000	in	udp:data	702	744
1970-01-01 01:00:02.275000	out	udp:data	47	89
1970-01-01 01:00:02.300000	out	udp:data	34	76
1970-01-01 01:00:02.325000	out	udp:data	31	73
1970-01-01 01:00:02.350000	out	udp:data	48	90
1970-01-01 01:00:02.375000	out	udp:data	53	95
1970-01-01 01:00:02.375000	in	udp:data	574	616
1970-01-01 01:00:02.400000	out	udp:data	49	91
1970-01-01 01:00:02.425000	out	udp:data	40	82
1970-01-01 01:00:02.450000	out	udp:data	42	84
1970-01-01 01:00:02.475000	out	udp:data	24	66
1970-01-01 01:00:02.500000	out	udp:data	48	90
1970-01-01 01:00:02.500000	in	udp:data	554	596
1970-01-01 01:00:02.525000	out	udp:data	55	97
1970-01-01 01:00:02.550000	out	udp:data	43	85
1970-01-01 01:00:02.575000	out	udp:data	41	83
1970-01-01 01:00:02.600000	out	udp:data	47	89
1970-01-01 01:00:02.625000	out	udp:data	41	83
1970-01-01 01:00:02.625000	in	udp:data	492	534
1970-01-01 01:00:02.650000	out	udp:data	40	82
1970-01-01 01:00:02.675000	out	udp:data	43	85
1970-01-01 01:00:02.700000	out	udp:data	40	82
1970-01-01 01:00:02.725000	out	udp:data	51	93
1970-01-01 01:00:02.750000	out	udp:data	29	71
1970-01-01 01:00:02.750000	in	udp:data	623	665
1970-01-01 01:00:02.775000	out	udp:data	32	74
1970-01-01 01:00:02.800000	out	udp:data	44	86
1970-01-01 01:00:02.825000	out	udp:data	41	83
1970-01-01 01:00:02.850000	out	udp:data	42	84
1970-01-01 01:00:02.875000	out	udp:data	39	81
1970-01-01 01:00:02.875000	in	udp:data	551	593
1970-01-01 01:00:02.900000	out	udp:data	50	92
1970-01-01 01:00:02.925000	out	udp:data	45	87
1970-01-01 01:00:02.950000	out	udp:data	45	87
1970-01-01 01:00:02.975000	out	udp:data	52	94
1970-01-01 01:00:03.000000	out	udp:data	51	93
1970-01-01 01:00:03.000000	in	udp:data	551	593
1970-01-01 01:00:03.035714	out	udp:data	50	92
1970-01-01 01:00:03.071429	out	udp:data	39	81
1970-01-01 01:00:03.100000	in	udp:data	539	581
1970-01-01 01:00:03.107143	out	udp:data	20	62
1970-01-01 01:00:03.142857	out	udp:data	37	79
1970-01-01 01:00:03.178571	out	udp:data	33	75
1970-01-01 01:00:03.200000	in	udp:data	595	637
1970-01-01 01:00:03.214286	out	udp:data	48	90
1970-01-01 01:00:03.250000	out	udp:data	31	73
1970-01-01 01:00:03.285714	out	udp:data	38	80
1970-01-01 01:00:03.300000	in	udp:data	490	532
1970-01-01 01:00:03.321429	out	udp:data	39	81
1970-01-01 01:00:03.357143	out	udp:data	58	100
1970-01-01 01:00:03.392857	out	udp:data	49	91
1970-01-01 01:00:03.400000	in	udp:data	519	561
1970-01-01 01:00:03.428571	out	udp:data	30	72
1970-01-01 01:00:03.464286	out	udp:data	36	78
1970-01-01 01:00:03.500000	out	udp:data	42	84
1970-01-01 01:00:03.500000	in	udp:data	622	664
1970-01-01 01:00:03.535714	out	udp:data	53	95
1970-01-01 01:00:03.571429	out	udp:data	48	90
1970-01-01 01:00:03.600000	in	udp:data	574	616
1970-01-01 01:00:03.607143	out	udp:data	37	79
1970-01-01 01:00:03.642857	out	udp:data	39	81
1970-01-01 01:00:03.678571	out	udp:data	49	91
1970-01-01 01:00:03.700000	in	udp:data	609	651
1970-01-01 01:00:03.714286	out	udp:data	45	87
1970-01-01 01:00:03.750000	out	udp:data	48	90
1970-01-01 01:00:03.785714	out	udp:data	45	87
1970-01-01 01:00:03.800000	in	udp:data	527	569
1970-01-01 01:00:03.821429	out	udp:data	50	92
1970-01-01 01:00:03.857143	out	udp:data	41	83
1970-01-01 01:00:03.892857	out	udp:data	37	79
1970-01-01 01:00:03.900000	in	udp:data	519	561
1970-01-01 01:00:03.928571	out	udp:data	21	63
1970-01-01 01:00:03.964286	out	udp:data	36	78
1970-01-01 01:00:04.000000	out	udp:data	49	91
1970-01-01 01:00:04.000000	in	udp:data	595	637
1970-01-01 01:00:04.026316	out	udp:data	50	92
1970-01-01 01:00:04.052632	out	udp:data	27	69
1970-01-01 01:00:04.078947	out	udp:data	35	77
1970-01-01 01:00:04.105263	out	udp:data	54	96
1970-01-01 01:00:04.111111	in	udp:data	649	691
1970-01-01 01:00:04.131579	out	udp:data	59	101
1970-01-01 01:00:04.157895	out	udp:data	45	87
1970-01-01 01:00:04.184211	out	udp:data	52	94
1970-01-01 01:00:04.210526	out	udp:data	38	80
1970-01-01 01:00:04.222222	in	udp:data	592	634
1970-01-01 01:00:04.236842	out	udp:data	39	81
1970-01-01 01:00:04.263158	out	udp:data	42	84
1970-01-01 01:00:04.289474	out	udp:data	53	95
1970-01-01 01:00:04.315789	out	udp:data	35	77
1970-01-01 01:00:04.333333	in	udp:data	508	550
1970-01-01 01:00:04.342105	out	udp:data	47	89
1970-01-01 01:00:04.368421	out	udp:data	50	92
1970-01-01 01:00:04.394737	out	udp:data	48	90
1970-01-01 01:00:04.421053	out	udp:data	39	81
1970-01-01 01:00:04.444444	in	udp:data	544	586
1970-01-01 01:00:04.447368	out	udp:data	47	89
1970-01-01 01:00:04.473684	out	udp:data	50	92
1970-01-01 01:00:04.500000	out	udp:data	50	92
