time	in/out	protocol	payload-size	total-size
1970-01-01 01:00:00.000000	out	udp:data	48	90
1970-01-01 01:00:00.000000	in	udp:data	543	585
1970-01-01 01:00:00.027027	out	udp:data	39	81
1970-01-01 01:00:00.054054	out	udp:data	38	80
1970-01-01 01:00:00.081081	out	udp:data	43	85
1970-01-01 01:00:00.108108	out	udp:data	40	82
1970-01-01 01:00:00.125000	in	udp:data	463	505
1970-01-01 01:00:00.135135	out	udp:data	44	86
1970-01-01 01:00:00.162162	out	udp:data	52	94
1970-01-01 01:00:00.189189	out	udp:data	41	83
1970-01-01 01:00:00.216216	out	udp:data	35	77
1970-01-01 01:00:00.243243	out	udp:data	44	86
1970-01-01 01:00:00.250000	in	udp:data	625	667
1970-01-01 01:00:00.270270	out	udp:data	44	86
1970-01-01 01:00:00.297297	out	udp:data	29	71
1970-01-01 01:00:00.324324	out	udp:data	40	82
1970-01-01 01:00:00.351351	out	udp:data	25	67
1970-01-01 01:00:00.375000	in	udp:data	525	567
1970-01-01 01:00:00.378378	out	udp:data	36	78
1970-01-01 01:00:00.405405	out	udp:data	44	86
1970-01-01 01:00:00.432432	out	udp:data	45	87
1970-01-01 01:00:00.459459	out	udp:data	45	87
1970-01-01 01:00:00.486486	out	udp:data	24	66
1970-01-01 01:00:00.500000	in	udp:data	494	536
1970-01-01 01:00:00.513514	out	udp:data	31	73
1970-01-01 01:00:00.540541	out	udp:data	42	84
1970-01-01 01:00:00.567568	out	udp:data	38	80
1970-01-01 01:00:00.594595	out	udp:data	39	81
1970-01-01 01:00:00.621622	out	udp:data	33	75
1970-01-01 01:00:00.625000	in	udp:data	414	456
1970-01-01 01:00:00.648649	out	udp:data	49	91
1970-01-01 01:00:00.675676	out	udp:data	37	79
1970-01-01 01:00:00.702703	out	udp:data	41	83
1970-01-01 01:00:00.729730	out	udp:data	44	86
1970-01-01 01:00:00.750000	in	udp:data	546	588
1970-01-01 01:00:00.756757	out	udp:data	41	83
1970-01-01 01:00:00.783784	out	udp:data	46	88
1970-01-01 01:00:00.810811	out	udp:data	35	77
1970-01-01 01:00:00.837838	out	udp:data	32	74
1970-01-01 01:00:00.864865	out	udp:data	34	76
1970-01-01 01:00:00.875000	in	udp:data	603	645
1970-01-01 01:00:00.891892	out	udp:data	40	82
1970-01-01 01:00:00.918919	out	udp:data	44	86
1970-01-01 01:00:00.945946	out	udp:data	48	90
1970-01-01 01:00:00.972973	out	udp:data	45	87
1970-01-01 01:00:01.000000	out	udp:data	48	90
1970-01-01 01:00:01.000000	in	udp:data	617	659
1970-01-01 01:00:01.024390	out	udp:data	37	79
1970-01-01 01:00:01.048780	out	udp:data	52	94
1970-01-01 01:00:01.073171	out	udp:data	51	93
1970-01-01 01:00:01.097561	out	udp:data	42	84
1970-01-01 01:00:01.100000	in	udp:data	520	562
1970-01-01 01:00:01.121951	out	udp:data	51	93
1970-01-01 01:00:01.146341	out	udp:data	49	91
1970-01-01 01:00:01.170732	out	udp:data	50	92
1970-01-01 01:00:01.195122	out	udp:data	57	99
1970-01-01 01:00:01.200000	in	udp:data	562	604
1970-01-01 01:00:01.219512	out	udp:data	54	96
1970-01-01 01:00:01.243902	out	udp:data	56	98
1970-01-01 01:00:01.268293	out	udp:data	30	72
1970-01-01 01:00:01.292683	out	udp:data	48	90
1970-01-01 01:00:01.300000	in	udp:data	456	498
1970-01-01 01:00:01.317073	out	udp:data	36	78
1970-01-01 01:00:01.341463	out	udp:data	39	81
1970-01-01 01:00:01.365854	out	udp:data	42	84
1970-01-01 01:00:01.390244	out	udp:data	48	90
1970-01-01 01:00:01.400000	in	udp:data	537	579
1970-01-01 01:00:01.414634	out	udp:data	60	102
1970-01-01 01:00:01.439024	out	udp:data	45	87
1970-01-01 01:00:01.463415	out	udp:data	41	83
1970-01-01 01:00:01.487805	out	udp:data	47	89
1970-01-01 01:00:01.500000	in	udp:data	428	470
1970-01-01 01:00:01.512195	out	udp:data	35	77
1970-01-01 01:00:01.536585	out	udp:data	38	80
1970-01-01 01:00:01.560976	out	udp:data	42	84
1970-01-01 01:00:01.585366	out	udp:data	50	92
1970-01-01 01:00:01.600000	in	udp:data	571	613
1970-01-01 01:00:01.609756	out	udp:data	35	77
1970-01-01 01:00:01.634146	out	udp:data	42	84
1970-01-01 01:00:01.658537	out	udp:data	34	76
1970-01-01 01:00:01.682927	out	udp:data	44	86
1970-01-01 01:00:01.700000	in	udp:data	537	579
1970-01-01 01:00:01.707317	out	udp:data	65	107
1970-01-01 01:00:01.731707	out	udp:data	46	88
1970-01-01 01:00:01.756098	out	udp:data	46	88
1970-01-01 01:00:01.780488	out	udp:data	50	92
1970-01-01 01:00:01.800000	in	udp:data	553	595
1970-01-01 01:00:01.804878	out	udp:data	43	85
1970-01-01 01:00:01.829268	out	udp:data	29	71
1970-01-01 01:00:01.853659	out	udp:data	48	90
1970-01-01 01:00:01.878049	out	udp:data	52	94
1970-01-01 01:00:01.900000	in	udp:data	615	657
1970-01-01 01:00:01.902439	out	udp:data	47	89
1970-01-01 01:00:01.926829	out	udp:data	43	85
1970-01-01 01:00:01.951220	out	udp:data	50	92
1970-01-01 01:00:01.975610	out	udp:data	40	82
1970-01-01 01:00:02.000000	out	udp:data	64	106
1970-01-01 01:00:02.000000	in	udp:data	436	478
1970-01-01 01:00:02.026316	out	udp:data	38	80
1970-01-01 01:00:02.052632	out	udp:data	44	86
1970-01-01 01:00:02.078947	out	udp:data	41	83
1970-01-01 01:00:02.105263	out	udp:data	35	77
1970-01-01 01:00:02.111111	in	udp:data	591	633
1970-01-01 01:00:02.131579	out	udp:data	49	91
1970-01-01 01:00:02.157895	out	udp:data	47	89
1970-01-01 01:00:02.184211	out	udp:data	49	91
1970-01-01 01:00:02.210526	out	udp:data	39	81
1970-01-01 01:00:02.222222	in	udp:data	613	655
1970-01-01 01:00:02.236842	out	udp:data	37	79
1970-01-01 01:00:02.263158	out	udp:data	27	69
1970-01-01 01:00:02.289474	out	udp:data	44	86
1970-01-01 01:00:02.315789	out	udp:data	38	80
1970-01-01 01:00:02.333333	in	udp:data	578	620
1970-01-01 01:00:02.342105	out	udp:data	39	81
1970-01-01 01:00:02.368421	out	udp:data	54	96
1970-01-01 01:00:02.394737	out	udp:data	47	89
1970-01-01 01:00:02.421053	out	udp:data	54	96
1970-01-01 01:00:02.444444	in	udp:data	527	569
1970-01-01 01:00:02.447368	out	udp:data	36	78
1970-01-01 01:00:02.473684	out	udp:data	30	72
1970-01-01 01:00:02.500000	out	udp:data	41	83
1970-01-01 01:00:02.526316	out	udp:data	54	96
1970-01-01 01:00:02.552632	out	udp:data	48	90
1970-01-01 01:00:02.555556	in	udp:data	620	662
1970-01-01 01:00:02.578947	out	udp:data	47	89
1970-01-01 01:00:02.605263	out	udp:data	46	88
1970-01-01 01:00:02.631579	out	udp:data	40	82
1970-01-01 01:00:02.657895	out	udp:data	41	83
1970-01-01 01:00:02.666667	in	udp:data	565	607
1970-01-01 01:00:02.684211	out	udp:data	48	90
1970-01-01 01:00:02.710526	out	udp:data	44	86
1970-01-01 01:00:02.736842	out	udp:data	48	90
1970-01-01 01:00:02.763158	out	udp:data	48	90
1970-01-01 01:00:02.777778	in	udp:data	651	693
1970-01-01 01:00:02.789474	out	udp:data	35	77
1970-01-01 01:00:02.815789	out	udp:data	36	78
1970-01-01 01:00:02.842105	out	udp:data	51	93
1970-01-01 01:00:02.868421	out	udp:data	54	96
1970-01-01 01:00:02.888889	in	udp:data	616	658
1970-01-01 01:00:02.894737	out	udp:data	34	76
1970-01-01 01:00:02.921053	out	udp:data	51	93
1970-01-01 01:00:02.947368	out	udp:data	42	84
1970-01-01 01:00:02.973684	out	udp:data	37	79
1970-01-01 01:00:03.000000	out	udp:data	45	87
1970-01-01 01:00:03.000000	in	udp:data	561	603
1970-01-01 01:00:03.022727	out	udp:data	47	89
1970-01-01 01:00:03.045455	out	udp:data	46	88
1970-01-01 01:00:03.068182	out	udp:data	57	99
1970-01-01 01:00:03.090909	out	udp:data	49	91
1970-01-01 01:00:03.113636	out	udp:data	49	91
1970-01-01 01:00:03.125000	in	udp:data	518	560
1970-01-01 01:00:03.136364	out	udp:data	50	92
1970-01-01 01:00:03.159091	out	udp:data	43	85
1970-01-01 01:00:03.181818	out	udp:data	47	89
1970-01-01 01:00:03.204545	out	udp:data	54	96
1970-01-01 01:00:03.227273	out	udp:data	40	82
1970-01-01 01:00:03.250000	out	udp:data	45	87
1970-01-01 01:00:03.250000	in	udp:data	494	536
1970-01-01 01:00:03.272727	out	udp:data	29	71
1970-01-01 01:00:03.295455	out	udp:data	44	86
1970-01-01 01:00:03.318182	out	udp:data	42	84
1970-01-01 01:00:03.340909	out	udp:data	45	87
1970-01-01 01:00:03.363636	out	udp:data	57	99
1970-01-01 01:00:03.375000	in	udp:data	542	584
1970-01-01 01:00:03.386364	out	udp:data	45	87
1970-01-01 01:00:03.409091	out	udp:data	40	82
1970-01-01 01:00:03.431818	out	udp:data	36	78
1970-01-01 01:00:03.454545	out	udp:data	51	93
1970-01-01 01:00:03.477273	out	udp:data	42	84
1970-01-01 01:00:03.500000	out	udp:data	59	101
1970-01-01 01:00:03.500000	in	udp:data	684	726
1970-01-01 01:00:03.522727	out	udp:data	39	81
1970-01-01 01:00:03.545455	out	udp:data	52	94
1970-01-01 01:00:03.568182	out	udp:data	33	75
1970-01-01 01:00:03.590909	out	udp:data	52	94
1970-01-01 01:00:03.613636	out	udp:data	47	89
1970-01-01 01:00:03.625000	in	udp:data	396	438
1970-01-01 01:00:03.636364	out	udp:data	33	75
1970-01-01 01:00:03.659091	out	udp:data	49	91
1970-01-01 01:00:03.681818	out	udp:data	25	67
1970-01-01 01:00:03.704545	out	udp:data	52	94
1970-01-01 01:00:03.727273	out	udp:data	43	85
1970-01-01 01:00:03.750000	out	udp:data	39	81
1970-01-01 01:00:03.750000	in	udp:data	618	660
1970-01-01 01:00:03.772727	out	udp:data	44	86
