time	in/out	protocol	payload-size	total-size
1970-01-01 01:00:00.000000	out	udp:data	33	75
1970-01-01 01:00:00.000000	in	udp:data	550	592
1970-01-01 01:00:00.027778	out	udp:data	49	91
1970-01-01 01:00:00.055556	out	udp:data	48	90
1970-01-01 01:00:00.083333	out	udp:data	28	70
1970-01-01 01:00:00.100000	in	udp:data	536	578
1970-01-01 01:00:00.111111	out	udp:data	28	70
1970-01-01 01:00:00.138889	out	udp:data	50	92
1970-01-01 01:00:00.166667	out	udp:data	30	72
1970-01-01 01:00:00.194444	out	udp:data	47	89
1970-01-01 01:00:00.200000	in	udp:data	510	552
1970-01-01 01:00:00.222222	out	udp:data	38	80
1970-01-01 01:00:00.250000	out	udp:data	55	97
1970-01-01 01:00:00.277778	out	udp:data	54	96
1970-01-01 01:00:00.300000	in	udp:data	500	542
1970-01-01 01:00:00.305556	out	udp:data	39	81
1970-01-01 01:00:00.333333	out	udp:data	32	74
1970-01-01 01:00:00.361111	out	udp:data	44	86
1970-01-01 01:00:00.388889	out	udp:data	44	86
1970-01-01 01:00:00.400000	in	udp:data	536	578
1970-01-01 01:00:00.416667	out	udp:data	39	81
1970-01-01 01:00:00.444444	out	udp:data	42	84
1970-01-01 01:00:00.472222	out	udp:data	45	87
1970-01-01 01:00:00.500000	out	udp:data	61	103
1970-01-01 01:00:00.500000	in	udp:data	543	585
1970-01-01 01:00:00.527778	out	udp:data	52	94
1970-01-01 01:00:00.555556	out	udp:data	41	83
1970-01-01 01:00:00.583333	out	udp:data	42	84
1970-01-01 01:00:00.600000	in	udp:data	717	759
1970-01-01 01:00:00.611111	out	udp:data	34	76
1970-01-01 01:00:00.638889	out	udp:data	45	87
1970-01-01 01:00:00.666667	out	udp:data	46	88
1970-01-01 01:00:00.694444	out	udp:data	48	90
1970-01-01 01:00:00.700000	in	udp:data	523	565
1970-01-01 01:00:00.722222	out	udp:data	52	94
1970-01-01 01:00:00.750000	out	udp:data	47	89
1970-01-01 01:00:00.777778	out	udp:data	49	91
1970-01-01 01:00:00.800000	in	udp:data	524	566
1970-01-01 01:00:00.805556	out	udp:data	48	90
1970-01-01 01:00:00.833333	out	udp:data	38	80
1970-01-01 01:00:00.861111	out	udp:data	39	81
1970-01-01 01:00:00.888889	out	udp:data	46	88
1970-01-01 01:00:00.900000	in	udp:data	575	617
1970-01-01 01:00:00.916667	out	udp:data	45	87
1970-01-01 01:00:00.944444	out	udp:data	41	83
1970-01-01 01:00:00.972222	out	udp:data	50	92
1970-01-01 01:00:01.000000	out	udp:data	29	71
1970-01-01 01:00:01.000000	in	udp:data	405	447
1970-01-01 01:00:01.027778	out	udp:data	42	84
1970-01-01 01:00:01.055556	out	udp:data	42	84
1970-01-01 01:00:01.083333	out	udp:data	32	74
1970-01-01 01:00:01.100000	in	udp:data	571	613
1970-01-01 01:00:01.111111	out	udp:data	37	79
1970-01-01 01:00:01.138889	out	udp:data	37	79
1970-01-01 01:00:01.166667	out	udp:data	44	86
1970-01-01 01:00:01.194444	out	udp:data	49	91
1970-01-01 01:00:01.200000	in	udp:data	516	558
1970-01-01 01:00:01.222222	out	udp:data	53	95
1970-01-01 01:00:01.250000	out	udp:data	38	80
1970-01-01 01:00:01.277778	out	udp:data	34	76
1970-01-01 01:00:01.300000	in	udp:data	579	621
1970-01-01 01:00:01.305556	out	udp:data	60	102
1970-01-01 01:00:01.333333	out	udp:data	34	76
1970-01-01 01:00:01.361111	out	udp:data	45	87
1970-01-01 01:00:01.388889	out	udp:data	53	95
1970-01-01 01:00:01.400000	in	udp:data	413	455
1970-01-01 01:00:01.416667	out	udp:data	28	70
1970-01-01 01:00:01.444444	out	udp:data	45	87
1970-01-01 01:00:01.472222	out	udp:data	45	87
1970-01-01 01:00:01.500000	out	udp:data	50	92
1970-01-01 01:00:01.500000	in	udp:data	527	569
1970-01-01 01:00:01.527778	out	udp:data	38	80
1970-01-01 01:00:01.555556	out	udp:data	48	90
1970-01-01 01:00:01.583333	out	udp:data	44	86
1970-01-01 01:00:01.600000	in	udp:data	478	520
1970-01-01 01:00:01.611111	out	udp:data	57	99
1970-01-01 01:00:01.638889	out	udp:data	53	95
1970-01-01 01:00:01.666667	out	udp:data	34	76
1970-01-01 01:00:01.694444	out	udp:data	42	84
1970-01-01 01:00:01.700000	in	udp:data	437	479
1970-01-01 01:00:01.722222	out	udp:data	64	106
1970-01-01 01:00:01.750000	out	udp:data	42	84
1970-01-01 01:00:01.777778	out	udp:data	43	85
1970-01-01 01:00:01.800000	in	udp:data	587	629
1970-01-01 01:00:01.805556	out	udp:data	37	79
1970-01-01 01:00:01.833333	out	udp:data	38	80
1970-01-01 01:00:01.861111	out	udp:data	45	87
