time-point	#client-msg	#server-msg	client-bytes	server-bytes	avg-client-bytes	avg-server-bytes
1970-01-01 01:00:00	33	11	1444	5977	43.00	543.00
1970-01-01 01:00:01	38	12	1622	6544	42.00	545.00
1970-01-01 01:00:02	32	8	1394	4852	43.00	606.00
1970-01-01 01:00:03	34	11	1468	5888	43.00	535.00
1970-01-01 01:00:04	40	10	1724	5507	43.00	550.00
1970-01-01 01:00:05	27	10	1110	5052	41.00	505.00
1970-01-01 01:00:06	37	9	1582	4955	42.00	550.00
1970-01-01 01:00:07	40	9	1814	4577	45.00	508.00
1970-01-01 01:00:08	43	9	1815	4677	42.00	519.00
1970-01-01 01:00:09	40	10	1712	5188	42.00	518.00
1970-01-01 01:00:10	45	10	1962	5408	43.00	540.00
1970-01-01 01:00:11	31	12	1388	5932	44.00	494.00
1970-01-01 01:00:12	41	10	1797	4865	43.00	486.00
1970-01-01 01:00:13	32	10	1362	5026	42.00	502.00
1970-01-01 01:00:14	43	8	1902	3968	44.00	496.00
1970-01-01 01:00:15	35	9	1495	4410	42.00	490.00
1970-01-01 01:00:16	32	9	1459	4120	45.00	457.00
1970-01-01 01:00:17	38	11	1663	5305	43.00	482.00
1970-01-01 01:00:18	33	10	1489	4766	45.00	476.00
1970-01-01 01:00:19	43	8	1943	3889	45.00	486.00
1970-01-01 01:00:20	35	11	1510	5171	43.00	470.00
1970-01-01 01:00:21	31	10	1273	4440	41.00	444.00
1970-01-01 01:00:22	35	11	1559	4930	44.00	448.00
1970-01-01 01:00:23	32	13	1423	5790	44.00	445.00
1970-01-01 01:00:24	40	13	1771	6316	44.00	485.00
1970-01-01 01:00:25	40	10	1679	4632	41.00	463.00
1970-01-01 01:00:26	30	11	1324	4775	44.00	434.00
1970-01-01 01:00:27	30	11	1339	4771	44.00	433.00
1970-01-01 01:00:28	40	11	1713	4893	42.00	444.00
1970-01-01 01:00:29	35	10	1497	4751	42.00	475.00
1970-01-01 01:00:30	35	12	1488	5570	42.00	464.00
1970-01-01 01:00:31	30	9	1285	4016	42.00	446.00
1970-01-01 01:00:32	38	11	1677	4555	44.00	414.00
1970-01-01 01:00:33	36	11	1612	4464	44.00	405.00
1970-01-01 01:00:34	35	11	1568	4566	44.00	415.00
1970-01-01 01:00:35	43	13	1836	5259	42.00	404.00
1970-01-01 01:00:36	34	9	1515	3725	44.00	413.00
1970-01-01 01:00:37	32	11	1320	4387	41.00	398.00
1970-01-01 01:00:38	37	11	1649	4353	44.00	395.00
1970-01-01 01:00:39	40	12	1667	4933	41.00	411.00
1970-01-01 01:00:40	29	10	1237	3798	42.00	379.00
1970-01-01 01:00:41	36	10	1556	3988	43.00	398.00
1970-01-01 01:00:42	40	9	1715	3112	42.00	345.00
1970-01-01 01:00:43	34	10	1473	4029	43.00	402.00
1970-01-01 01:00:44	32	6	1424	2166	44.00	361.00
1970-01-01 01:00:45	37	12	1615	4370	43.00	364.00
1970-01-01 01:00:46	34	12	1432	4363	42.00	363.00
1970-01-01 01:00:47	45	12	1959	4661	43.00	388.00
1970-01-01 01:00:48	38	11	1790	4040	47.00	367.00
1970-01-01 01:00:49	36	14	1559	5125	43.00	366.00
1970-01-01 01:00:50	37	13	1583	4847	42.00	372.00
1970-01-01 01:00:51	35	11	1548	4298	44.00	390.00
1970-01-01 01:00:52	34	10	1466	3503	43.00	350.00
1970-01-01 01:00:53	35	11	1548	3652	44.00	332.00
1970-01-01 01:00:54	40	10	1710	3145	42.00	314.00
1970-01-01 01:00:55	31	12	1324	4026	42.00	335.00
1970-01-01 01:00:56	28	11	1185	4005	42.00	364.00
1970-01-01 01:00:57	37	14	1508	4524	40.00	323.00
1970-01-01 01:00:58	31	11	1445	3353	46.00	304.00
1970-01-01 01:00:59	29	15	1237	4828	42.00	321.00
1970-01-01 01:01:00	39	11	1619	3897	41.00	354.00
1970-01-01 01:01:01	32	12	1362	3643	42.00	303.00
1970-01-01 01:01:02	32	13	1442	4339	45.00	333.00
1970-01-01 01:01:03	32	12	1375	3505	42.00	292.00
1970-01-01 01:01:04	29	10	1191	3064	41.00	306.00
1970-01-01 01:01:05	40	10	1672	2758	41.00	275.00
1970-01-01 01:01:06	32	11	1482	2723	46.00	247.00
1970-01-01 01:01:07	37	11	1542	3147	41.00	286.00
1970-01-01 01:01:08	34	14	1507	3682	44.00	263.00
1970-01-01 01:01:09	37	13	1609	3628	43.00	279.00
1970-01-01 01:01:10	37	12	1589	3038	42.00	253.00
1970-01-01 01:01:11	26	14	1115	3259	42.00	232.00
1970-01-01 01:01:12	35	13	1465	3968	41.00	305.00
1970-01-01 01:01:13	32	12	1321	3475	41.00	289.00
1970-01-01 01:01:14	32	13	1292	3198	40.00	246.00
1970-01-01 01:01:15	44	11	1948	3079	44.00	279.00
1970-01-01 01:01:16	35	16	1611	4283	46.00	267.00
1970-01-01 01:01:17	42	14	1893	3244	45.00	231.00
1970-01-01 01:01:18	31	12	1330	3124	42.00	260.00
1970-01-01 01:01:19	30	15	1329	3903	44.00	260.00
1970-01-01 01:01:20	34	13	1452	3335	42.00	256.00
1970-01-01 01:01:21	39	11	1719	2742	44.00	249.00
1970-01-01 01:01:22	37	15	1523	3266	41.00	217.00
1970-01-01 01:01:23	43	13	1759	2816	40.00	216.00
1970-01-01 01:01:24	39	11	1741	2438	44.00	221.00
1970-01-01 01:01:25	39	14	1596	2873	40.00	205.00
1970-01-01 01:01:26	34	11	1435	2519	42.00	229.00
1970-01-01 01:01:27	50	12	2312	2769	46.00	230.00
1970-01-01 01:01:28	38	10	1706	2267	44.00	226.00
1970-01-01 01:01:29	38	14	1664	2772	43.00	198.00
1970-01-01 01:01:30	30	14	1325	3329	44.00	237.00
1970-01-01 01:01:31	35	15	1471	2948	42.00	196.00
1970-01-01 01:01:32	41	14	1818	2701	44.00	192.00
1970-01-01 01:01:33	39	14	1754	2593	44.00	185.00
1970-01-01 01:01:34	38	16	1625	3075	42.00	192.00
1970-01-01 01:01:35	37	12	1668	2094	45.00	174.00
1970-01-01 01:01:36	40	15	1753	2837	43.00	189.00
1970-01-01 01:01:37	39	13	1730	2559	44.00	196.00
1970-01-01 01:01:38	39	14	1726	2574	44.00	183.00
1970-01-01 01:01:39	33	19	1413	3448	42.00	181.00
1970-01-01 01:01:40	33	12	1485	1796	45.00	149.00
1970-01-01 01:01:41	43	18	1858	3022	43.00	167.00
1970-01-01 01:01:42	31	13	1350	1758	43.00	135.00
1970-01-01 01:01:43	39	12	1667	1676	42.00	139.00
1970-01-01 01:01:44	40	13	1686	1879	42.00	144.00
1970-01-01 01:01:45	35	14	1558	1845	44.00	131.00
1970-01-01 01:01:46	34	14	1544	1823	45.00	130.00
1970-01-01 01:01:47	39	12	1672	1723	42.00	143.00
1970-01-01 01:01:48	34	16	1496	1905	44.00	119.00
1970-01-01 01:01:49	33	15	1425	1466	43.00	97.00
1970-01-01 01:01:50	31	15	1326	1739	42.00	115.00
1970-01-01 01:01:51	36	16	1495	2128	41.00	133.00
1970-01-01 01:01:52	28	14	1276	1968	45.00	140.00
1970-01-01 01:01:53	29	14	1291	1521	44.00	108.00
1970-01-01 01:01:54	29	15	1282	1696	44.00	113.00
1970-01-01 01:01:55	32	16	1392	1595	43.00	99.00
1970-01-01 01:01:56	27	15	1214	1368	44.00	91.00
1970-01-01 01:01:57	40	13	1744	955	43.00	73.00
1970-01-01 01:01:58	36	16	1559	1728	43.00	108.00
1970-01-01 01:01:59	40	14	1702	1084	42.00	77.00
1970-01-01 01:02:00	37	13	1668	1454	45.00	111.00
1970-01-01 01:02:01	33	17	1477	1143	44.00	67.00
1970-01-01 01:02:02	33	17	1501	1316	45.00	77.00
1970-01-01 01:02:03	41	15	1805	1310	44.00	87.00
1970-01-01 01:02:04	34	14	1548	1052	45.00	75.00
1970-01-01 01:02:05	46	15	1925	1097	41.00	73.00
1970-01-01 01:02:06	33	16	1428	1273	43.00	79.00
1970-01-01 01:02:07	32	16	1451	1518	45.00	94.00
1970-01-01 01:02:08	31	18	1385	1451	44.00	80.00
1970-01-01 01:02:09	34	12	1417	1176	41.00	98.00
1970-01-01 01:02:10	33	15	1472	1369	44.00	91.00
1970-01-01 01:02:11	35	15	1454	1474	41.00	98.00
1970-01-01 01:02:12	26	14	1178	1079	45.00	77.00
1970-01-01 01:02:13	37	15	1668	1346	45.00	89.00
1970-01-01 01:02:14	38	16	1609	1566	42.00	97.00
1970-01-01 01:02:15	40	13	1674	1168	41.00	89.00
1970-01-01 01:02:16	22	14	947	1023	43.00	73.00
1970-01-01 01:02:17	39	17	1643	1650	42.00	97.00
1970-01-01 01:02:18	35	17	1456	1431	41.00	84.00
1970-01-01 01:02:19	36	15	1488	1083	41.00	72.00
1970-01-01 01:02:20	28	16	1129	1417	40.00	88.00
1970-01-01 01:02:21	42	16	1870	979	44.00	61.00
1970-01-01 01:02:22	43	15	1921	1254	44.00	83.00
1970-01-01 01:02:23	42	18	1794	1282	42.00	71.00
1970-01-01 01:02:24	36	15	1498	1038	41.00	69.00
1970-01-01 01:02:25	39	15	1700	1118	43.00	74.00
1970-01-01 01:02:26	41	17	1773	1283	43.00	75.00
1970-01-01 01:02:27	41	16	1797	1722	43.00	107.00
1970-01-01 01:02:28	35	14	1520	1235	43.00	88.00
1970-01-01 01:02:29	41	17	1743	1467	42.00	86.00
1970-01-01 01:02:30	34	14	1429	1014	42.00	72.00
1970-01-01 01:02:31	35	17	1504	4246	42.00	249.00
1970-01-01 01:02:32	30	19	1212	5370	40.00	282.00
1970-01-01 01:02:33	29	16	1225	4265	42.00	266.00
1970-01-01 01:02:34	31	14	1340	3605	43.00	257.00
1970-01-01 01:02:35	34	14	1469	3418	43.00	244.00
1970-01-01 01:02:36	31	15	1305	3804	42.00	253.00
1970-01-01 01:02:37	38	14	706	3849	18.00	274.00
1970-01-01 01:02:38	44	16	829	4098	18.00	256.00
1970-01-01 01:02:39	34	18	629	4326	18.00	240.00
1970-01-01 01:02:40	30	19	567	5063	18.00	266.00
1970-01-01 01:02:41	36	17	655	1203	18.00	70.00
1970-01-01 01:02:42	35	17	681	1449	19.00	85.00
1970-01-01 01:02:43	38	17	719	1429	18.00	84.00
1970-01-01 01:02:44	28	18	530	1482	18.00	82.00
1970-01-01 01:02:45	32	18	614	1293	19.00	71.00
