time-point	#client-msg	#server-msg	client-bytes	server-bytes	avg-client-bytes	avg-server-bytes
1970-01-01 01:00:00	38	11	1626	5855	42.00	532.00
1970-01-01 01:00:01	36	8	1595	4155	44.00	519.00
1970-01-01 01:00:02	33	9	1439	4957	43.00	550.00
1970-01-01 01:00:03	39	10	1761	5350	45.00	535.00
1970-01-01 01:00:04	31	9	1383	4836	44.00	537.00
1970-01-01 01:00:05	31	10	1326	5110	42.00	511.00
1970-01-01 01:00:06	36	8	1545	3896	42.00	487.00
1970-01-01 01:00:07	28	12	1225	6043	43.00	503.00
1970-01-01 01:00:08	36	9	1663	4623	46.00	513.00
1970-01-01 01:00:09	36	8	1572	4103	43.00	512.00
1970-01-01 01:00:10	35	11	1517	5938	43.00	539.00
1970-01-01 01:00:11	40	8	1772	4181	44.00	522.00
1970-01-01 01:00:12	36	10	1443	5126	40.00	512.00
1970-01-01 01:00:13	36	13	1541	6534	42.00	502.00
1970-01-01 01:00:14	28	11	1188	5296	42.00	481.00
1970-01-01 01:00:15	28	9	1222	4352	43.00	483.00
1970-01-01 01:00:16	37	11	1635	5253	44.00	477.00
1970-01-01 01:00:17	39	9	1715	4471	43.00	496.00
1970-01-01 01:00:18	42	9	1909	4391	45.00	487.00
1970-01-01 01:00:19	33	11	1459	5057	44.00	459.00
1970-01-01 01:00:20	35	8	1545	3612	44.00	451.00
1970-01-01 01:00:21	33	12	1444	5834	43.00	486.00
1970-01-01 01:00:22	33	10	1437	4836	43.00	483.00
1970-01-01 01:00:23	36	14	1531	6071	42.00	433.00
1970-01-01 01:00:24	34	11	1443	5233	42.00	475.00
1970-01-01 01:00:25	30	12	1273	5603	42.00	466.00
1970-01-01 01:00:26	40	13	1722	5811	43.00	447.00
1970-01-01 01:00:27	36	10	1571	4225	43.00	422.00
1970-01-01 01:00:28	31	10	1326	4487	42.00	448.00
1970-01-01 01:00:29	43	9	1953	3940	45.00	437.00
1970-01-01 01:00:30	32	12	1375	5267	42.00	438.00
1970-01-01 01:00:31	32	10	1439	4175	44.00	417.00
1970-01-01 01:00:32	33	14	1371	5704	41.00	407.00
1970-01-01 01:00:33	43	13	1958	5175	45.00	398.00
1970-01-01 01:00:34	32	9	1376	4047	43.00	449.00
1970-01-01 01:00:35	42	10	1840	3936	43.00	393.00
1970-01-01 01:00:36	37	11	1680	4566	45.00	415.00
1970-01-01 01:00:37	32	11	1339	4533	41.00	412.00
1970-01-01 01:00:38	26	12	1146	4651	44.00	387.00
1970-01-01 01:00:39	36	8	1582	3025	43.00	378.00
1970-01-01 01:00:40	34	17	1449	6921	42.00	407.00
1970-01-01 01:00:41	45	11	1987	4524	44.00	411.00
1970-01-01 01:00:42	32	12	1489	4797	46.00	399.00
1970-01-01 01:00:43	40	11	1722	4335	43.00	394.00
1970-01-01 01:00:44	33	11	1399	3885	42.00	353.00
1970-01-01 01:00:45	41	12	1850	4723	45.00	393.00
1970-01-01 01:00:46	39	11	1707	4207	43.00	382.00
1970-01-01 01:00:47	40	14	1789	4868	44.00	347.00
1970-01-01 01:00:48	34	11	1503	4037	44.00	367.00
1970-01-01 01:00:49	40	12	1718	4256	42.00	354.00
1970-01-01 01:00:50	39	11	1727	3903	44.00	354.00
1970-01-01 01:00:51	30	11	1304	3859	43.00	350.00
1970-01-01 01:00:52	37	14	1605	5040	43.00	360.00
1970-01-01 01:00:53	33	13	1448	4622	43.00	355.00
1970-01-01 01:00:54	39	11	1695	3942	43.00	358.00
1970-01-01 01:00:55	34	10	1522	3550	44.00	355.00
1970-01-01 01:00:56	37	15	1609	4982	43.00	332.00
1970-01-01 01:00:57	41	16	1757	5502	42.00	343.00
1970-01-01 01:00:58	25	12	1087	3983	43.00	331.00
1970-01-01 01:00:59	36	10	1580	3204	43.00	320.00
1970-01-01 01:01:00	41	13	1828	4006	44.00	308.00
1970-01-01 01:01:01	36	9	1570	2858	43.00	317.00
1970-01-01 01:01:02	37	13	1670	3961	45.00	304.00
1970-01-01 01:01:03	35	14	1532	3976	43.00	284.00
1970-01-01 01:01:04	38	13	1644	3994	43.00	307.00
1970-01-01 01:01:05	37	11	1559	3267	42.00	297.00
1970-01-01 01:01:06	32	12	1359	3738	42.00	311.00
1970-01-01 01:01:07	31	10	1295	2879	41.00	287.00
1970-01-01 01:01:08	37	13	1662	3698	44.00	284.00
1970-01-01 01:01:09	32	12	1350	3538	42.00	294.00
1970-01-01 01:01:10	42	14	1712	3991	40.00	285.00
1970-01-01 01:01:11	36	13	1643	3767	45.00	289.00
1970-01-01 01:01:12	34	14	1478	4085	43.00	291.00
1970-01-01 01:01:13	45	15	2055	3881	45.00	258.00
1970-01-01 01:01:14	32	11	1406	3263	43.00	296.00
1970-01-01 01:01:15	34	13	1414	3531	41.00	271.00
1970-01-01 01:01:16	39	14	1656	3806	42.00	271.00
1970-01-01 01:01:17	29	14	1258	3285	43.00	234.00
1970-01-01 01:01:18	31	12	1347	3244	43.00	270.00
1970-01-01 01:01:19	34	11	1469	2564	43.00	233.00
1970-01-01 01:01:20	34	12	1488	2731	43.00	227.00
1970-01-01 01:01:21	34	13	1473	3041	43.00	233.00
1970-01-01 01:01:22	35	13	1563	3017	44.00	232.00
1970-01-01 01:01:23	32	14	1383	3335	43.00	238.00
1970-01-01 01:01:24	38	9	1690	1978	44.00	219.00
1970-01-01 01:01:25	32	13	1379	2916	43.00	224.00
1970-01-01 01:01:26	42	12	1811	2540	43.00	211.00
1970-01-01 01:01:27	33	10	1483	2006	44.00	200.00
1970-01-01 01:01:28	32	15	1374	3257	42.00	217.00
1970-01-01 01:01:29	37	15	1534	3229	41.00	215.00
1970-01-01 01:01:30	36	12	1462	2497	40.00	208.00
1970-01-01 01:01:31	37	13	1596	2701	43.00	207.00
1970-01-01 01:01:32	37	17	1572	3163	42.00	186.00
1970-01-01 01:01:33	33	15	1382	2677	41.00	178.00
1970-01-01 01:01:34	40	15	1646	3097	41.00	206.00
1970-01-01 01:01:35	38	14	699	2591	18.00	185.00
1970-01-01 01:01:36	38	14	738	2646	19.00	189.00
1970-01-01 01:01:37	38	13	690	2376	18.00	182.00
1970-01-01 01:01:38	34	17	635	3052	18.00	179.00
1970-01-01 01:01:39	34	12	667	1800	19.00	150.00
1970-01-01 01:01:40	39	14	737	2543	18.00	181.00
1970-01-01 01:01:41	34	12	637	1917	18.00	159.00
1970-01-01 01:01:42	33	14	632	1879	19.00	134.00
1970-01-01 01:01:43	38	14	682	1819	17.00	129.00
1970-01-01 01:01:44	34	16	613	2423	18.00	151.00
1970-01-01 01:01:45	35	15	659	2189	18.00	145.00
1970-01-01 01:01:46	39	18	700	2696	17.00	149.00
1970-01-01 01:01:47	34	17	641	2637	18.00	155.00
1970-01-01 01:01:48	29	12	544	1076	18.00	89.00
1970-01-01 01:01:49	37	14	693	1735	18.00	123.00
1970-01-01 01:01:50	40	16	730	2374	18.00	148.00
1970-01-01 01:01:51	34	15	645	1668	18.00	111.00
1970-01-01 01:01:52	43	13	804	1648	18.00	126.00
1970-01-01 01:01:53	34	15	640	2021	18.00	134.00
1970-01-01 01:01:54	45	13	839	1616	18.00	124.00
1970-01-01 01:01:55	40	11	720	960	18.00	87.00
1970-01-01 01:01:56	35	12	682	1332	19.00	111.00
1970-01-01 01:01:57	40	12	778	981	19.00	81.00
1970-01-01 01:01:58	39	16	725	1544	18.00	96.00
1970-01-01 01:01:59	41	16	750	1672	18.00	104.00
1970-01-01 01:02:00	37	14	714	1556	19.00	111.00
1970-01-01 01:02:01	40	14	752	1332	18.00	95.00
1970-01-01 01:02:02	34	13	654	929	19.00	71.00
1970-01-01 01:02:03	33	16	612	1702	18.00	106.00
1970-01-01 01:02:04	37	17	719	1005	19.00	59.00
1970-01-01 01:02:05	45	16	875	1329	19.00	83.00
1970-01-01 01:02:06	31	15	586	1191	18.00	79.00
1970-01-01 01:02:07	43	12	801	929	18.00	77.00
1970-01-01 01:02:08	35	17	657	1407	18.00	82.00
1970-01-01 01:02:09	40	19	762	1494	19.00	78.00
1970-01-01 01:02:10	34	15	637	1180	18.00	78.00
1970-01-01 01:02:11	36	12	680	1079	18.00	89.00
1970-01-01 01:02:12	43	16	825	1389	19.00	86.00
1970-01-01 01:02:13	31	14	564	1019	18.00	72.00
1970-01-01 01:02:14	38	18	699	1691	18.00	93.00
1970-01-01 01:02:15	37	13	694	966	18.00	74.00
1970-01-01 01:02:16	35	14	657	946	18.00	67.00
1970-01-01 01:02:17	40	15	754	1128	18.00	75.00
1970-01-01 01:02:18	37	15	693	1397	18.00	93.00
1970-01-01 01:02:19	35	16	673	1457	19.00	91.00
1970-01-01 01:02:20	33	17	635	1350	19.00	79.00
1970-01-01 01:02:21	36	15	647	1065	17.00	71.00
1970-01-01 01:02:22	38	14	711	1041	18.00	74.00
1970-01-01 01:02:23	26	20	481	1753	18.00	87.00
1970-01-01 01:02:24	31	18	577	1173	18.00	65.00
1970-01-01 01:02:25	30	15	569	1178	18.00	78.00
1970-01-01 01:02:26	38	15	720	1004	18.00	66.00
1970-01-01 01:02:27	42	19	808	1705	19.00	89.00
1970-01-01 01:02:28	33	13	622	1184	18.00	91.00
1970-01-01 01:02:29	35	13	663	1168	18.00	89.00
1970-01-01 01:02:30	36	16	661	1251	18.00	78.00
1970-01-01 01:02:31	35	15	645	1367	18.00	91.00
1970-01-01 01:02:32	34	16	642	1394	18.00	87.00
1970-01-01 01:02:33	40	17	756	1573	18.00	92.00
1970-01-01 01:02:34	33	20	618	1672	18.00	83.00
1970-01-01 01:02:35	35	17	663	1481	18.00	87.00
1970-01-01 01:02:36	35	17	672	1637	19.00	96.00
1970-01-01 01:02:37	27	16	524	1240	19.00	77.00
1970-01-01 01:02:38	36	17	675	1280	18.00	75.00
1970-01-01 01:02:39	38	15	722	1265	19.00	84.00
1970-01-01 01:02:40	39	18	770	1772	19.00	98.00
1970-01-01 01:02:41	35	16	650	1444	18.00	90.00
1970-01-01 01:02:42	35	15	679	1298	19.00	86.00
1970-01-01 01:02:43	29	19	539	1823	18.00	95.00
1970-01-01 01:02:44	36	16	677	1356	18.00	84.00
1970-01-01 01:02:45	32	15	633	1135	19.00	75.00
1970-01-01 01:02:46	37	16	685	1211	18.00	75.00
1970-01-01 01:02:47	39	18	773	1584	19.00	88.00
1970-01-01 01:02:48	40	17	759	1452	18.00	85.00
1970-01-01 01:02:49	39	15	728	1386	18.00	92.00
1970-01-01 01:02:50	33	19	628	1630	19.00	85.00
1970-01-01 01:02:51	31	16	582	1635	18.00	102.00
1970-01-01 01:02:52	42	16	803	1287	19.00	80.00
1970-01-01 01:02:53	30	18	582	1274	19.00	70.00
1970-01-01 01:02:54	26	17	503	1355	19.00	79.00
1970-01-01 01:02:55	35	20	657	1485	18.00	74.00
1970-01-01 01:02:56	40	18	723	1534	18.00	85.00
1970-01-01 01:02:57	32	19	586	1449	18.00	76.00
1970-01-01 01:02:58	46	18	859	1317	18.00	73.00
1970-01-01 01:02:59	39	15	736	1137	18.00	75.00
1970-01-01 01:03:00	37	19	709	1532	19.00	80.00
1970-01-01 01:03:01	34	17	625	1403	18.00	82.00
1970-01-01 01:03:02	39	20	741	1509	19.00	75.00
1970-01-01 01:03:03	29	17	539	1171	18.00	68.00
1970-01-01 01:03:04	39	18	738	1500	18.00	83.00
1970-01-01 01:03:05	26	18	492	1692	18.00	94.00
1970-01-01 01:03:06	29	19	537	1574	18.00	82.00
1970-01-01 01:03:07	34	17	650	1364	19.00	80.00
1970-01-01 01:03:08	35	18	652	1478	18.00	82.00
1970-01-01 01:03:09	37	19	712	1610	19.00	84.00
1970-01-01 01:03:10	30	19	562	1601	18.00	84.00
1970-01-01 01:03:11	35	18	678	1371	19.00	76.00
1970-01-01 01:03:12	34	20	620	1377	18.00	68.00
1970-01-01 01:03:13	32	17	602	1385	18.00	81.00
1970-01-01 01:03:14	37	18	689	1480	18.00	82.00
1970-01-01 01:03:15	29	18	520	1679	17.00	93.00
1970-01-01 01:03:16	37	15	686	1022	18.00	68.00
1970-01-01 01:03:17	36	18	669	1292	18.00	71.00
1970-01-01 01:03:18	40	19	779	1766	19.00	92.00
1970-01-01 01:03:19	35	18	622	1735	17.00	96.00
1970-01-01 01:03:20	42	19	793	1614	18.00	84.00
1970-01-01 01:03:21	35	16	637	1402	18.00	87.00
1970-01-01 01:03:22	36	17	666	1505	18.00	88.00
1970-01-01 01:03:23	33	18	627	1635	19.00	90.00
1970-01-01 01:03:24	34	16	633	1119	18.00	69.00
1970-01-01 01:03:25	28	17	528	1575	18.00	92.00
1970-01-01 01:03:26	35	16	666	1259	19.00	78.00
1970-01-01 01:03:27	40	19	750	1391	18.00	73.00
1970-01-01 01:03:28	47	20	867	1638	18.00	81.00
1970-01-01 01:03:29	41	16	766	1346	18.00	84.00
1970-01-01 01:03:30	42	19	799	1732	19.00	91.00
1970-01-01 01:03:31	33	18	621	1724	18.00	95.00
1970-01-01 01:03:32	31	18	617	1346	19.00	74.00
1970-01-01 01:03:33	44	19	850	1560	19.00	82.00
1970-01-01 01:03:34	43	18	793	1496	18.00	83.00
1970-01-01 01:03:35	39	17	734	1698	18.00	99.00
1970-01-01 01:03:36	31	23	590	2055	19.00	89.00
1970-01-01 01:03:37	38	18	726	1491	19.00	82.00
1970-01-01 01:03:38	39	20	714	1514	18.00	75.00
1970-01-01 01:03:39	33	19	632	1549	19.00	81.00
1970-01-01 01:03:40	32	16	628	1250	19.00	78.00
1970-01-01 01:03:41	40	20	769	1697	19.00	84.00
1970-01-01 01:03:42	29	19	545	1417	18.00	74.00
1970-01-01 01:03:43	31	22	594	1506	19.00	68.00
1970-01-01 01:03:44	37	17	697	1488	18.00	87.00
1970-01-01 01:03:45	40	17	753	1277	18.00	75.00
1970-01-01 01:03:46	40	21	754	1624	18.00	77.00
1970-01-01 01:03:47	37	19	729	1475	19.00	77.00
1970-01-01 01:03:48	38	22	718	1605	18.00	72.00
1970-01-01 01:03:49	36	21	679	1809	18.00	86.00
1970-01-01 01:03:50	31	21	573	1796	18.00	85.00
1970-01-01 01:03:51	35	17	640	1272	18.00	74.00
1970-01-01 01:03:52	30	18	576	1432	19.00	79.00
1970-01-01 01:03:53	35	21	661	1872	18.00	89.00
1970-01-01 01:03:54	32	19	607	1352	18.00	71.00
1970-01-01 01:03:55	33	18	629	1441	19.00	80.00
1970-01-01 01:03:56	33	19	648	1449	19.00	76.00
1970-01-01 01:03:57	32	18	585	1316	18.00	73.00
1970-01-01 01:03:58	40	20	762	1621	19.00	81.00
1970-01-01 01:03:59	34	20	634	1531	18.00	76.00
1970-01-01 01:04:00	35	18	669	1553	19.00	86.00
1970-01-01 01:04:01	43	17	849	1324	19.00	77.00
1970-01-01 01:04:02	40	18	753	1308	18.00	72.00
1970-01-01 01:04:03	35	20	668	1432	19.00	71.00
1970-01-01 01:04:04	34	18	635	1481	18.00	82.00
1970-01-01 01:04:05	37	20	712	1482	19.00	74.00
1970-01-01 01:04:06	32	18	578	1371	18.00	76.00
1970-01-01 01:04:07	37	19	701	1535	18.00	80.00
1970-01-01 01:04:08	46	21	862	1791	18.00	85.00
1970-01-01 01:04:09	29	21	532	1946	18.00	92.00
1970-01-01 01:04:10	37	20	701	1730	18.00	86.00
1970-01-01 01:04:11	32	19	598	1404	18.00	73.00
1970-01-01 01:04:12	27	19	516	1565	19.00	82.00
1970-01-01 01:04:13	39	18	737	1153	18.00	64.00
1970-01-01 01:04:14	31	19	588	1484	18.00	78.00
1970-01-01 01:04:15	39	18	735	1257	18.00	69.00
1970-01-01 01:04:16	30	20	566	5322	18.00	266.00
1970-01-01 01:04:17	35	18	687	4639	19.00	257.00
1970-01-01 01:04:18	34	21	657	5463	19.00	260.00
1970-01-01 01:04:19	28	18	539	5186	19.00	288.00
1970-01-01 01:04:20	33	21	614	5232	18.00	249.00
1970-01-01 01:04:21	34	19	617	1390	18.00	73.00
1970-01-01 01:04:22	36	19	680	1611	18.00	84.00
1970-01-01 01:04:23	36	19	648	1270	18.00	66.00
1970-01-01 01:04:24	35	19	679	1508	19.00	79.00
1970-01-01 01:04:25	34	19	658	1561	19.00	82.00
1970-01-01 01:04:26	34	19	642	1391	18.00	73.00
1970-01-01 01:04:27	37	19	720	1713	19.00	90.00
1970-01-01 01:04:28	35	19	644	1807	18.00	95.00
1970-01-01 01:04:29	31	19	567	1663	18.00	87.00
1970-01-01 01:04:30	29	19	561	1338	19.00	70.00
1970-01-01 01:04:31	28	19	524	1499	18.00	78.00
1970-01-01 01:04:32	34	19	656	1507	19.00	79.00
1970-01-01 01:04:33	42	19	788	1635	18.00	86.00
1970-01-01 01:04:34	39	19	764	1320	19.00	69.00
1970-01-01 01:04:35	36	19	684	1710	19.00	90.00
1970-01-01 01:04:36	35	19	676	1807	19.00	95.00
1970-01-01 01:04:37	33	19	641	1529	19.00	80.00
1970-01-01 01:04:38	34	19	631	1302	18.00	68.00
1970-01-01 01:04:39	38	19	709	1570	18.00	82.00
1970-01-01 01:04:40	41	19	788	1498	19.00	78.00
1970-01-01 01:04:41	34	19	633	1662	18.00	87.00
1970-01-01 01:04:42	43	19	817	1383	19.00	72.00
1970-01-01 01:04:43	43	19	822	1589	19.00	83.00
1970-01-01 01:04:44	40	19	758	1365	18.00	71.00
1970-01-01 01:04:45	44	19	865	1618	19.00	85.00
1970-01-01 01:04:46	36	19	696	1370	19.00	72.00
1970-01-01 01:04:47	39	19	743	1666	19.00	87.00
1970-01-01 01:04:48	35	19	654	1425	18.00	75.00
1970-01-01 01:04:49	29	19	528	1753	18.00	92.00
1970-01-01 01:04:50	33	19	649	1657	19.00	87.00
1970-01-01 01:04:51	38	19	689	1389	18.00	73.00
1970-01-01 01:04:52	27	19	522	1469	19.00	77.00
1970-01-01 01:04:53	23	19	423	1597	18.00	84.00
1970-01-01 01:04:54	32	19	601	1905	18.00	100.00
1970-01-01 01:04:55	25	19	480	1796	19.00	94.00
1970-01-01 01:04:56	31	19	611	1456	19.00	76.00
1970-01-01 01:04:57	40	19	780	1509	19.00	79.00
1970-01-01 01:04:58	32	19	619	1734	19.00	91.00
1970-01-01 01:04:59	38	19	741	1289	19.00	67.00
1970-01-01 01:05:00	48	19	888	1634	18.00	86.00
1970-01-01 01:05:01	33	19	633	1496	19.00	78.00
1970-01-01 01:05:02	39	19	754	1326	19.00	69.00
1970-01-01 01:05:03	42	19	804	1792	19.00	94.00
1970-01-01 01:05:04	31	19	607	1436	19.00	75.00
1970-01-01 01:05:05	35	19	641	1517	18.00	79.00
1970-01-01 01:05:06	43	19	803	1760	18.00	92.00
1970-01-01 01:05:07	30	19	563	1623	18.00	85.00
1970-01-01 01:05:08	39	19	743	1771	19.00	93.00
1970-01-01 01:05:09	36	19	695	1490	19.00	78.00
1970-01-01 01:05:10	30	19	558	1531	18.00	80.00
1970-01-01 01:05:11	27	19	517	1613	19.00	84.00
1970-01-01 01:05:12	35	19	670	1441	19.00	75.00
1970-01-01 01:05:13	32	19	613	1574	19.00	82.00
1970-01-01 01:05:14	34	19	630	1475	18.00	77.00
1970-01-01 01:05:15	37	19	698	1703	18.00	89.00
1970-01-01 01:05:16	38	19	725	1634	19.00	86.00
1970-01-01 01:05:17	40	19	769	1720	19.00	90.00
1970-01-01 01:05:18	38	18	697	1681	18.00	93.00
1970-01-01 01:05:19	40	18	740	1588	18.00	88.00
1970-01-01 01:05:20	33	19	650	1395	19.00	73.00
1970-01-01 01:05:21	38	19	717	1670	18.00	87.00
1970-01-01 01:05:22	33	19	650	1415	19.00	74.00
1970-01-01 01:05:23	31	19	555	1475	17.00	77.00
1970-01-01 01:05:24	39	19	758	1417	19.00	74.00
1970-01-01 01:05:25	33	19	607	1636	18.00	86.00
1970-01-01 01:05:26	26	19	476	1492	18.00	78.00
1970-01-01 01:05:27	39	19	704	1436	18.00	75.00
1970-01-01 01:05:28	36	19	689	1491	19.00	78.00
1970-01-01 01:05:29	34	19	659	1481	19.00	77.00
1970-01-01 01:05:30	39	19	703	1529	18.00	80.00
1970-01-01 01:05:31	37	19	678	1520	18.00	80.00
1970-01-01 01:05:32	29	19	545	1559	18.00	82.00
1970-01-01 01:05:33	40	19	743	1183	18.00	62.00
1970-01-01 01:05:34	42	19	777	1548	18.00	81.00
1970-01-01 01:05:35	40	19	746	1235	18.00	65.00
1970-01-01 01:05:36	35	18	659	1480	18.00	82.00
1970-01-01 01:05:37	39	20	735	1528	18.00	76.00
1970-01-01 01:05:38	39	22	770	1984	19.00	90.00
1970-01-01 01:05:39	39	19	723	1349	18.00	71.00
1970-01-01 01:05:40	41	19	782	1470	19.00	77.00
1970-01-01 01:05:41	42	19	818	1529	19.00	80.00
1970-01-01 01:05:42	35	19	632	1667	18.00	87.00
1970-01-01 01:05:43	36	19	645	1541	17.00	81.00
1970-01-01 01:05:44	40	19	760	1668	19.00	87.00
1970-01-01 01:05:45	35	19	667	1715	19.00	90.00
1970-01-01 01:05:46	44	19	811	1395	18.00	73.00
1970-01-01 01:05:47	38	19	689	1772	18.00	93.00
1970-01-01 01:05:48	44	19	840	1467	19.00	77.00
1970-01-01 01:05:49	38	19	711	1491	18.00	78.00
1970-01-01 01:05:50	42	19	784	1458	18.00	76.00
1970-01-01 01:05:51	37	19	689	1280	18.00	67.00
1970-01-01 01:05:52	34	19	631	1739	18.00	91.00
1970-01-01 01:05:53	43	19	820	1589	19.00	83.00
1970-01-01 01:05:54	35	19	672	1385	19.00	72.00
1970-01-01 01:05:55	48	19	910	1884	18.00	99.00
1970-01-01 01:05:56	29	19	564	1762	19.00	92.00
1970-01-01 01:05:57	36	19	670	1487	18.00	78.00
1970-01-01 01:05:58	28	19	540	1813	19.00	95.00
1970-01-01 01:05:59	36	19	657	1529	18.00	80.00
1970-01-01 01:06:00	37	19	730	1534	19.00	80.00
1970-01-01 01:06:01	37	19	698	1669	18.00	87.00
1970-01-01 01:06:02	33	19	650	1326	19.00	69.00
1970-01-01 01:06:03	36	19	667	1705	18.00	89.00
1970-01-01 01:06:04	43	19	826	1640	19.00	86.00
1970-01-01 01:06:05	33	19	616	1631	18.00	85.00
1970-01-01 01:06:06	32	19	580	1536	18.00	80.00
1970-01-01 01:06:07	27	19	498	1319	18.00	69.00
1970-01-01 01:06:08	30	19	585	1401	19.00	73.00
1970-01-01 01:06:09	32	19	596	1647	18.00	86.00
1970-01-01 01:06:10	29	18	529	1483	18.00	82.00
1970-01-01 01:06:11	32	21	610	1686	19.00	80.00
1970-01-01 01:06:12	42	19	765	1537	18.00	80.00
1970-01-01 01:06:13	34	19	663	1552	19.00	81.00
1970-01-01 01:06:14	32	19	576	1640	18.00	86.00
1970-01-01 01:06:15	39	19	724	1464	18.00	77.00
1970-01-01 01:06:16	32	19	594	1639	18.00	86.00
1970-01-01 01:06:17	36	19	665	1462	18.00	76.00
1970-01-01 01:06:18	42	19	795	1303	18.00	68.00
1970-01-01 01:06:19	36	17	672	1687	18.00	99.00
1970-01-01 01:06:20	31	19	596	1596	19.00	84.00
1970-01-01 01:06:21	33	19	632	1610	19.00	84.00
1970-01-01 01:06:22	33	19	623	1693	18.00	89.00
1970-01-01 01:06:23	39	19	740	1626	18.00	85.00
1970-01-01 01:06:24	31	19	599	1683	19.00	88.00
1970-01-01 01:06:25	37	19	682	1933	18.00	101.00
1970-01-01 01:06:26	37	19	719	1496	19.00	78.00
1970-01-01 01:06:27	37	19	686	1578	18.00	83.00
1970-01-01 01:06:28	36	19	687	1499	19.00	78.00
1970-01-01 01:06:29	43	19	774	1415	18.00	74.00
1970-01-01 01:06:30	28	19	521	1435	18.00	75.00
1970-01-01 01:06:31	42	19	781	1576	18.00	82.00
1970-01-01 01:06:32	28	19	533	1597	19.00	84.00
1970-01-01 01:06:33	33	19	617	1526	18.00	80.00
1970-01-01 01:06:34	31	19	580	1801	18.00	94.00
1970-01-01 01:06:35	32	19	589	1397	18.00	73.00
1970-01-01 01:06:36	42	19	787	1646	18.00	86.00
1970-01-01 01:06:37	39	19	740	1441	18.00	75.00
1970-01-01 01:06:38	41	19	799	1244	19.00	65.00
1970-01-01 01:06:39	37	19	705	1537	19.00	80.00
1970-01-01 01:06:40	31	19	616	1556	19.00	81.00
1970-01-01 01:06:41	36	19	685	1662	19.00	87.00
