1970-01-01 01:00:00	0	0	100		alive	34	12	1513	6792	44.00	566.00
1970-01-01 01:00:01	1	1	100		alive	32	10	1492	5197	46.00	519.00
1970-01-01 01:00:02	2	2	100		alive	35	9	1549	4909	44.00	545.00
1970-01-01 01:00:03	3	3	100		alive	43	9	1867	5009	43.00	556.00
1970-01-01 01:00:04	4	4	100		alive	40	12	1693	6447	42.00	537.00
1970-01-01 01:00:05	5	5	100		alive	37	9	1610	4970	43.00	552.00
1970-01-01 01:00:06	6	6	100		alive	31	11	1333	5798	43.00	527.00
1970-01-01 01:00:07	7	7	100		alive	31	9	1381	4792	44.00	532.00
1970-01-01 01:00:08	8	8	100		alive	36	10	1560	5444	43.00	544.00
1970-01-01 01:00:09	9	9	100		alive	26	9	1144	4771	44.00	530.00
1970-01-01 01:00:10	10	10	100		alive	34	12	1445	6446	42.00	537.00
1970-01-01 01:00:11	11	11	100		alive	43	11	1787	5857	41.00	532.00
1970-01-01 01:00:12	12	12	100		alive	40	12	1765	5961	44.00	496.00
1970-01-01 01:00:13	13	13	100		alive	37	8	1652	3730	44.00	466.00
1970-01-01 01:00:14	14	14	100		alive	34	12	1464	5819	43.00	484.00
1970-01-01 01:00:15	15	15	100		alive	36	11	1627	5189	45.00	471.00
1970-01-01 01:00:16	16	16	100		alive	40	11	1648	5214	41.00	474.00
1970-01-01 01:00:17	17	17	100		alive	39	10	1639	5010	42.00	501.00
1970-01-01 01:00:18	18	18	100		alive	43	11	1786	5323	41.00	483.00
1970-01-01 01:00:19	19	19	100		alive	38	12	1638	5697	43.00	474.00
1970-01-01 01:00:20	20	20	100		alive	38	12	1655	5781	43.00	481.00
1970-01-01 01:00:21	21	21	100		alive	34	12	1461	5586	42.00	465.00
1970-01-01 01:00:22	22	22	100		alive	37	12	1603	5596	43.00	466.00
1970-01-01 01:00:23	23	23	100		alive	36	13	1552	5644	43.00	434.00
1970-01-01 01:00:24	24	24	100		alive	39	12	1692	5745	43.00	478.00
1970-01-01 01:00:25	25	25	100		alive	38	9	1614	4075	42.00	452.00
1970-01-01 01:00:26	26	26	100		alive	30	15	1276	7138	42.00	475.00
1970-01-01 01:00:27	27	27	100		alive	42	11	1827	5176	43.00	470.00
1970-01-01 01:00:28	28	28	100		alive	34	11	1371	5122	40.00	465.00
1970-01-01 01:00:29	29	29	100		alive	33	10	1331	4559	40.00	455.00
1970-01-01 01:00:30	30	30	100		alive	36	12	1610	5163	44.00	430.00
1970-01-01 01:00:31	31	31	99		alive	29	11	1273	4886	43.00	444.00
1970-01-01 01:00:32	32	32	99		alive	34	10	1528	4184	44.00	418.00
1970-01-01 01:00:33	33	33	99		alive	35	9	1516	3954	43.00	439.00
1970-01-01 01:00:34	34	34	99		alive	32	11	1393	4576	43.00	416.00
1970-01-01 01:00:35	35	35	99		alive	38	10	1647	3960	43.00	396.00
1970-01-01 01:00:36	36	36	99		alive	31	12	1339	5332	43.00	444.00
1970-01-01 01:00:37	37	37	99		alive	43	11	1995	4527	46.00	411.00
1970-01-01 01:00:38	38	38	99		alive	32	13	1395	4776	43.00	367.00
1970-01-01 01:00:39	39	39	99		alive	36	11	1580	4319	43.00	392.00
1970-01-01 01:00:40	40	40	99		alive	32	13	1439	4877	44.00	375.00
1970-01-01 01:00:41	41	41	99		alive	36	11	1590	4250	44.00	386.00
1970-01-01 01:00:42	42	42	99		alive	36	14	1553	5217	43.00	372.00
1970-01-01 01:00:43	43	43	99		alive	41	12	1773	4659	43.00	388.00
1970-01-01 01:00:44	44	44	99		alive	36	14	1541	5157	42.00	368.00
1970-01-01 01:00:45	45	45	98		alive	33	12	1452	4604	44.00	383.00
1970-01-01 01:00:46	46	46	98		alive	37	11	1579	4365	42.00	396.00
1970-01-01 01:00:47	47	47	97		alive	35	13	640	4679	18.00	359.00
1970-01-01 01:00:48	48	48	97		dead	33	10	614	3759	18.00	375.00
1970-01-01 01:00:49	49	49	96		dead	33	13	611	4274	18.00	328.00
1970-01-01 01:00:50	50	50	96		dead	35	11	646	3791	18.00	344.00
1970-01-01 01:00:51	51	51	96		dead	37	11	693	3590	18.00	326.00
1970-01-01 01:00:52	52	52	95		dead	36	8	677	2851	18.00	356.00
1970-01-01 01:00:53	53	53	94		dead	36	10	699	3326	19.00	332.00
1970-01-01 01:00:54	54	54	94		dead	38	14	717	4649	18.00	332.00
1970-01-01 01:00:55	55	55	94		dead	32	12	579	4148	18.00	345.00
1970-01-01 01:00:56	56	56	94		dead	28	12	523	4160	18.00	346.00
1970-01-01 01:00:57	57	57	94		dead	34	15	654	4779	19.00	318.00
1970-01-01 01:00:58	58	58	94		dead	32	13	579	4358	18.00	335.00
1970-01-01 01:00:59	59	59	94		dead	32	14	600	4648	18.00	332.00
1970-01-01 01:01:00	60	60	93		dead	39	11	730	3500	18.00	318.00
1970-01-01 01:01:01	61	61	93		dead	38	12	704	3800	18.00	316.00
1970-01-01 01:01:02	62	62	93		dead	39	14	770	4493	19.00	320.00
1970-01-01 01:01:03	63	63	93		dead	37	12	701	3965	18.00	330.00
1970-01-01 01:01:04	64	64	93		dead	31	12	604	3805	19.00	317.00
1970-01-01 01:01:05	65	65	93		dead	35	15	678	4702	19.00	313.00
1970-01-01 01:01:06	66	66	93		dead	33	12	637	3663	19.00	305.00
1970-01-01 01:01:07	67	67	93		dead	31	14	587	4085	18.00	291.00
1970-01-01 01:01:08	68	68	93		dead	34	16	617	4882	18.00	305.00
1970-01-01 01:01:09	69	69	93		dead	41	14	762	4104	18.00	293.00
1970-01-01 01:01:10	70	70	92		dead	38	15	732	3951	19.00	263.00
1970-01-01 01:01:11	71	71	92		dead	34	12	638	3485	18.00	290.00
1970-01-01 01:01:12	72	72	91		dead	40	12	755	3383	18.00	281.00
1970-01-01 01:01:13	73	73	91		dead	26	10	506	2837	19.00	283.00
1970-01-01 01:01:14	74	74	91		dead	32	15	593	4227	18.00	281.00
1970-01-01 01:01:15	75	75	91		dead	30	13	553	3109	18.00	239.00
1970-01-01 01:01:16	76	76	90		dead	41	14	788	3276	19.00	234.00
1970-01-01 01:01:17	77	77	90		dead	36	13	689	3110	19.00	239.00
1970-01-01 01:01:18	78	78	90		dead	32	11	593	2538	18.00	230.00
1970-01-01 01:01:19	79	79	89		dead	36	12	673	2889	18.00	240.00
1970-01-01 01:01:20	80	80	89		dead	32	13	610	3116	19.00	239.00
1970-01-01 01:01:21	81	81	88		dead	34	14	656	3188	19.00	227.00
1970-01-01 01:01:22	82	82	88		dead	34	16	624	3684	18.00	230.00
1970-01-01 01:01:23	83	83	88		dead	34	14	644	3334	18.00	238.00
1970-01-01 01:01:24	84	84	88		dead	36	14	684	2894	19.00	206.00
1970-01-01 01:01:25	85	85	88		dead	29	15	545	3382	18.00	225.00
1970-01-01 01:01:26	86	86	88		dead	32	14	637	3069	19.00	219.00
1970-01-01 01:01:27	87	87	88		dead	35	16	660	3777	18.00	236.00
1970-01-01 01:01:28	88	88	88		dead	37	14	682	3139	18.00	224.00
1970-01-01 01:01:29	89	89	84		dead	32	12	618	2775	19.00	231.00
1970-01-01 01:01:30	90	90	84		dead	33	15	638	2763	19.00	184.00
1970-01-01 01:01:31	91	91	84		dead	37	14	681	2709	18.00	193.00
1970-01-01 01:01:32	92	92	84		dead	37	15	692	3170	18.00	211.00
1970-01-01 01:01:33	93	93	84		dead	44	15	825	2865	18.00	191.00
1970-01-01 01:01:34	94	94	84		dead	37	14	720	3076	19.00	219.00
1970-01-01 01:01:35	95	95	83		dead	40	14	755	2336	18.00	166.00
1970-01-01 01:01:36	96	96	83		dead	37	15	717	2574	19.00	171.00
1970-01-01 01:01:37	97	97	83		dead	38	16	695	3348	18.00	209.00
1970-01-01 01:01:38	98	98	83		dead	41	16	778	3222	18.00	201.00
1970-01-01 01:01:39	99	99	82		dead	35	14	684	2685	19.00	191.00
1970-01-01 01:01:40	100	100	82		dead	36	14	658	2261	18.00	161.00
1970-01-01 01:01:41	101	101	82		dead	35	14	632	2333	18.00	166.00
1970-01-01 01:01:42	102	102	82		dead	33	14	626	2451	18.00	175.00
1970-01-01 01:01:43	103	103	82		dead	36	13	699	1642	19.00	126.00
1970-01-01 01:01:44	104	104	82		dead	38	14	694	2080	18.00	148.00
1970-01-01 01:01:45	105	105	81		dead	29	14	557	1957	19.00	139.00
1970-01-01 01:01:46	106	106	81		dead	32	14	598	1975	18.00	141.00
1970-01-01 01:01:47	107	107	81		dead	32	16	618	2141	19.00	133.00
1970-01-01 01:01:48	108	108	81		dead	28	15	503	1920	17.00	128.00
1970-01-01 01:01:49	109	109	81		dead	40	12	744	1321	18.00	110.00
1970-01-01 01:01:50	110	110	81		dead	29	14	571	1554	19.00	111.00
1970-01-01 01:01:51	111	111	81		dead	34	15	626	1760	18.00	117.00
1970-01-01 01:01:52	112	112	81		dead	29	15	569	1765	19.00	117.00
