time	in/out	protocol	payload-size	total-size
1970-01-01 01:00:00.000000	out	udp:data	54	96
1970-01-01 01:00:00.000000	in	udp:data	578	620
1970-01-01 01:00:00.025641	out	udp:data	43	85
1970-01-01 01:00:00.051282	out	udp:data	59	101
1970-01-01 01:00:00.076923	out	udp:data	40	82
1970-01-01 01:00:00.102564	out	udp:data	43	85
1970-01-01 01:00:00.111111	in	udp:data	535	577
1970-01-01 01:00:00.128205	out	udp:data	51	93
1970-01-01 01:00:00.153846	out	udp:data	44	86
1970-01-01 01:00:00.179487	out	udp:data	41	83
1970-01-01 01:00:00.205128	out	udp:data	24	66
1970-01-01 01:00:00.222222	in	udp:data	539	581
1970-01-01 01:00:00.230769	out	udp:data	51	93
1970-01-01 01:00:00.256410	out	udp:data	49	91
1970-01-01 01:00:00.282051	out	udp:data	40	82
1970-01-01 01:00:00.307692	out	udp:data	41	83
1970-01-01 01:00:00.333333	out	udp:data	36	78
1970-01-01 01:00:00.333333	in	udp:data	565	607
1970-01-01 01:00:00.358974	out	udp:data	40	82
1970-01-01 01:00:00.384615	out	udp:data	45	87
1970-01-01 01:00:00.410256	out	udp:data	47	89
1970-01-01 01:00:00.435897	out	udp:data	54	96
1970-01-01 01:00:00.444444	in	udp:data	438	480
1970-01-01 01:00:00.461538	out	udp:data	60	102
1970-01-01 01:00:00.487179	out	udp:data	40	82
1970-01-01 01:00:00.512821	out	udp:data	47	89
1970-01-01 01:00:00.538462	out	udp:data	51	93
1970-01-01 01:00:00.555556	in	udp:data	521	563
1970-01-01 01:00:00.564103	out	udp:data	45	87
1970-01-01 01:00:00.589744	out	udp:data	42	84
1970-01-01 01:00:00.615385	out	udp:data	51	93
1970-01-01 01:00:00.641026	out	udp:data	46	88
1970-01-01 01:00:00.666667	out	udp:data	38	80
1970-01-01 01:00:00.666667	in	udp:data	524	566
1970-01-01 01:00:00.692308	out	udp:data	45	87
1970-01-01 01:00:00.717949	out	udp:data	42	84
1970-01-01 01:00:00.743590	out	udp:data	54	96
1970-01-01 01:00:00.769231	out	udp:data	53	95
1970-01-01 01:00:00.777778	in	udp:data	664	706
1970-01-01 01:00:00.794872	out	udp:data	55	97
1970-01-01 01:00:00.820513	out	udp:data	39	81
1970-01-01 01:00:00.846154	out	udp:data	50	92
1970-01-01 01:00:00.871795	out	udp:data	41	83
1970-01-01 01:00:00.888889	in	udp:data	597	639
1970-01-01 01:00:00.897436	out	udp:data	45	87
1970-01-01 01:00:00.923077	out	udp:data	41	83
1970-01-01 01:00:00.948718	out	udp:data	45	87
1970-01-01 01:00:00.974359	out	udp:data	40	82
1970-01-01 01:00:01.000000	out	udp:data	52	94
1970-01-01 01:00:01.000000	in	udp:data	492	534
1970-01-01 01:00:01.029412	out	udp:data	49	91
1970-01-01 01:00:01.058824	out	udp:data	43	85
1970-01-01 01:00:01.088235	out	udp:data	48	90
1970-01-01 01:00:01.090909	in	udp:data	545	587
1970-01-01 01:00:01.117647	out	udp:data	45	87
1970-01-01 01:00:01.147059	out	udp:data	47	89
1970-01-01 01:00:01.176471	out	udp:data	51	93
1970-01-01 01:00:01.181818	in	udp:data	667	709
1970-01-01 01:00:01.205882	out	udp:data	35	77
1970-01-01 01:00:01.235294	out	udp:data	45	87
1970-01-01 01:00:01.264706	out	udp:data	31	73
1970-01-01 01:00:01.272727	in	udp:data	618	660
1970-01-01 01:00:01.294118	out	udp:data	39	81
1970-01-01 01:00:01.323529	out	udp:data	49	91
1970-01-01 01:00:01.352941	out	udp:data	36	78
1970-01-01 01:00:01.363636	in	udp:data	595	637
1970-01-01 01:00:01.382353	out	udp:data	48	90
1970-01-01 01:00:01.411765	out	udp:data	43	85
1970-01-01 01:00:01.441176	out	udp:data	50	92
1970-01-01 01:00:01.454545	in	udp:data	456	498
1970-01-01 01:00:01.470588	out	udp:data	48	90
1970-01-01 01:00:01.500000	out	udp:data	41	83
1970-01-01 01:00:01.529412	out	udp:data	37	79
