time	in/out	protocol	payload-size	total-size
1970-01-01 01:00:00.000000	out	udp:data	45	87
1970-01-01 01:00:00.000000	in	udp:data	499	541
1970-01-01 01:00:00.033333	out	udp:data	41	83
1970-01-01 01:00:00.066667	out	udp:data	40	82
1970-01-01 01:00:00.100000	out	udp:data	43	85
1970-01-01 01:00:00.100000	in	udp:data	582	624
1970-01-01 01:00:00.133333	out	udp:data	50	92
1970-01-01 01:00:00.166667	out	udp:data	50	92
1970-01-01 01:00:00.200000	out	udp:data	57	99
1970-01-01 01:00:00.200000	in	udp:data	618	660
1970-01-01 01:00:00.233333	out	udp:data	49	91
1970-01-01 01:00:00.266667	out	udp:data	47	89
1970-01-01 01:00:00.300000	out	udp:data	54	96
1970-01-01 01:00:00.300000	in	udp:data	448	490
1970-01-01 01:00:00.333333	out	udp:data	41	83
1970-01-01 01:00:00.366667	out	udp:data	38	80
1970-01-01 01:00:00.400000	out	udp:data	47	89
1970-01-01 01:00:00.400000	in	udp:data	419	461
1970-01-01 01:00:00.433333	out	udp:data	44	86
1970-01-01 01:00:00.466667	out	udp:data	30	72
1970-01-01 01:00:00.500000	out	udp:data	47	89
1970-01-01 01:00:00.500000	in	udp:data	524	566
1970-01-01 01:00:00.533333	out	udp:data	33	75
1970-01-01 01:00:00.566667	out	udp:data	45	87
1970-01-01 01:00:00.600000	out	udp:data	28	70
1970-01-01 01:00:00.600000	in	udp:data	591	633
1970-01-01 01:00:00.633333	out	udp:data	53	95
1970-01-01 01:00:00.666667	out	udp:data	43	85
1970-01-01 01:00:00.700000	out	udp:data	47	89
1970-01-01 01:00:00.700000	in	udp:data	471	513
1970-01-01 01:00:00.733333	out	udp:data	44	86
1970-01-01 01:00:00.766667	out	udp:data	49	91
1970-01-01 01:00:00.800000	out	udp:data	42	84
1970-01-01 01:00:00.800000	in	udp:data	594	636
1970-01-01 01:00:00.833333	out	udp:data	46	88
1970-01-01 01:00:00.866667	out	udp:data	37	79
1970-01-01 01:00:00.900000	out	udp:data	53	95
1970-01-01 01:00:00.900000	in	udp:data	520	562
1970-01-01 01:00:00.933333	out	udp:data	40	82
1970-01-01 01:00:00.966667	out	udp:data	42	84
1970-01-01 01:00:01.000000	out	udp:data	29	71
1970-01-01 01:00:01.000000	in	udp:data	553	595
1970-01-01 01:00:01.022727	out	udp:data	50	92
1970-01-01 01:00:01.045455	out	udp:data	33	75
1970-01-01 01:00:01.068182	out	udp:data	42	84
1970-01-01 01:00:01.090909	out	udp:data	48	90
1970-01-01 01:00:01.113636	out	udp:data	47	89
1970-01-01 01:00:01.125000	in	udp:data	651	693
1970-01-01 01:00:01.136364	out	udp:data	34	76
1970-01-01 01:00:01.159091	out	udp:data	36	78
1970-01-01 01:00:01.181818	out	udp:data	32	74
1970-01-01 01:00:01.204545	out	udp:data	34	76
1970-01-01 01:00:01.227273	out	udp:data	38	80
1970-01-01 01:00:01.250000	out	udp:data	39	81
1970-01-01 01:00:01.250000	in	udp:data	532	574
1970-01-01 01:00:01.272727	out	udp:data	51	93
1970-01-01 01:00:01.295455	out	udp:data	45	87
1970-01-01 01:00:01.318182	out	udp:data	42	84
1970-01-01 01:00:01.340909	out	udp:data	44	86
1970-01-01 01:00:01.363636	out	udp:data	40	82
1970-01-01 01:00:01.375000	in	udp:data	554	596
1970-01-01 01:00:01.386364	out	udp:data	55	97
1970-01-01 01:00:01.409091	out	udp:data	56	98
1970-01-01 01:00:01.431818	out	udp:data	45	87
1970-01-01 01:00:01.454545	out	udp:data	36	78
1970-01-01 01:00:01.477273	out	udp:data	29	71
1970-01-01 01:00:01.500000	out	udp:data	49	91
1970-01-01 01:00:01.500000	in	udp:data	605	647
1970-01-01 01:00:01.522727	out	udp:data	34	76
1970-01-01 01:00:01.545455	out	udp:data	48	90
1970-01-01 01:00:01.568182	out	udp:data	36	78
1970-01-01 01:00:01.590909	out	udp:data	54	96
1970-01-01 01:00:01.613636	out	udp:data	50	92
1970-01-01 01:00:01.625000	in	udp:data	563	605
1970-01-01 01:00:01.636364	out	udp:data	44	86
1970-01-01 01:00:01.659091	out	udp:data	50	92
1970-01-01 01:00:01.681818	out	udp:data	42	84
1970-01-01 01:00:01.704545	out	udp:data	42	84
1970-01-01 01:00:01.727273	out	udp:data	48	90
1970-01-01 01:00:01.750000	out	udp:data	54	96
1970-01-01 01:00:01.750000	in	udp:data	626	668
1970-01-01 01:00:01.772727	out	udp:data	25	67
1970-01-01 01:00:01.795455	out	udp:data	43	85
1970-01-01 01:00:01.818182	out	udp:data	45	87
1970-01-01 01:00:01.840909	out	udp:data	45	87
1970-01-01 01:00:01.863636	out	udp:data	46	88
1970-01-01 01:00:01.875000	in	udp:data	460	502
1970-01-01 01:00:01.886364	out	udp:data	45	87
1970-01-01 01:00:01.909091	out	udp:data	46	88
1970-01-01 01:00:01.931818	out	udp:data	25	67
1970-01-01 01:00:01.954545	out	udp:data	41	83
1970-01-01 01:00:01.977273	out	udp:data	55	97
1970-01-01 01:00:02.000000	out	udp:data	44	86
1970-01-01 01:00:02.000000	in	udp:data	495	537
1970-01-01 01:00:02.025641	out	udp:data	46	88
1970-01-01 01:00:02.051282	out	udp:data	42	84
1970-01-01 01:00:02.076923	out	udp:data	32	74
1970-01-01 01:00:02.102564	out	udp:data	45	87
1970-01-01 01:00:02.125000	in	udp:data	473	515
1970-01-01 01:00:02.128205	out	udp:data	47	89
1970-01-01 01:00:02.153846	out	udp:data	37	79
1970-01-01 01:00:02.179487	out	udp:data	38	80
1970-01-01 01:00:02.205128	out	udp:data	50	92
1970-01-01 01:00:02.230769	out	udp:data	43	85
1970-01-01 01:00:02.250000	in	udp:data	614	656
1970-01-01 01:00:02.256410	out	udp:data	42	84
1970-01-01 01:00:02.282051	out	udp:data	35	77
1970-01-01 01:00:02.307692	out	udp:data	40	82
1970-01-01 01:00:02.333333	out	udp:data	51	93
1970-01-01 01:00:02.358974	out	udp:data	43	85
1970-01-01 01:00:02.375000	in	udp:data	501	543
1970-01-01 01:00:02.384615	out	udp:data	41	83
1970-01-01 01:00:02.410256	out	udp:data	46	88
1970-01-01 01:00:02.435897	out	udp:data	51	93
1970-01-01 01:00:02.461538	out	udp:data	23	65
1970-01-01 01:00:02.487179	out	udp:data	49	91
1970-01-01 01:00:02.500000	in	udp:data	492	534
1970-01-01 01:00:02.512821	out	udp:data	32	74
1970-01-01 01:00:02.538462	out	udp:data	55	97
1970-01-01 01:00:02.564103	out	udp:data	36	78
1970-01-01 01:00:02.589744	out	udp:data	47	89
1970-01-01 01:00:02.615385	out	udp:data	50	92
1970-01-01 01:00:02.625000	in	udp:data	507	549
1970-01-01 01:00:02.641026	out	udp:data	32	74
1970-01-01 01:00:02.666667	out	udp:data	39	81
1970-01-01 01:00:02.692308	out	udp:data	26	68
1970-01-01 01:00:02.717949	out	udp:data	46	88
1970-01-01 01:00:02.743590	out	udp:data	40	82
1970-01-01 01:00:02.750000	in	udp:data	534	576
1970-01-01 01:00:02.769231	out	udp:data	42	84
1970-01-01 01:00:02.794872	out	udp:data	43	85
1970-01-01 01:00:02.820513	out	udp:data	37	79
1970-01-01 01:00:02.846154	out	udp:data	32	74
1970-01-01 01:00:02.871795	out	udp:data	41	83
1970-01-01 01:00:02.875000	in	udp:data	407	449
1970-01-01 01:00:02.897436	out	udp:data	37	79
1970-01-01 01:00:02.923077	out	udp:data	47	89
1970-01-01 01:00:02.948718	out	udp:data	47	89
1970-01-01 01:00:02.974359	out	udp:data	49	91
1970-01-01 01:00:03.000000	out	udp:data	36	78
1970-01-01 01:00:03.000000	in	udp:data	603	645
1970-01-01 01:00:03.029412	out	udp:data	64	106
1970-01-01 01:00:03.058824	out	udp:data	38	80
1970-01-01 01:00:03.088235	out	udp:data	39	81
1970-01-01 01:00:03.111111	in	udp:data	571	613
1970-01-01 01:00:03.117647	out	udp:data	38	80
1970-01-01 01:00:03.147059	out	udp:data	53	95
1970-01-01 01:00:03.176471	out	udp:data	46	88
1970-01-01 01:00:03.205882	out	udp:data	49	91
1970-01-01 01:00:03.222222	in	udp:data	559	601
1970-01-01 01:00:03.235294	out	udp:data	44	86
1970-01-01 01:00:03.264706	out	udp:data	41	83
1970-01-01 01:00:03.294118	out	udp:data	37	79
1970-01-01 01:00:03.323529	out	udp:data	42	84
1970-01-01 01:00:03.333333	in	udp:data	566	608
1970-01-01 01:00:03.352941	out	udp:data	70	112
1970-01-01 01:00:03.382353	out	udp:data	35	77
1970-01-01 01:00:03.411765	out	udp:data	44	86
1970-01-01 01:00:03.441176	out	udp:data	54	96
1970-01-01 01:00:03.444444	in	udp:data	575	617
1970-01-01 01:00:03.470588	out	udp:data	39	81
1970-01-01 01:00:03.500000	out	udp:data	56	98
1970-01-01 01:00:03.529412	out	udp:data	42	84
1970-01-01 01:00:03.555556	in	udp:data	542	584
1970-01-01 01:00:03.558824	out	udp:data	49	91
1970-01-01 01:00:03.588235	out	udp:data	34	76
1970-01-01 01:00:03.617647	out	udp:data	46	88
1970-01-01 01:00:03.647059	out	udp:data	40	82
1970-01-01 01:00:03.666667	in	udp:data	539	581
1970-01-01 01:00:03.676471	out	udp:data	30	72
1970-01-01 01:00:03.705882	out	udp:data	38	80
1970-01-01 01:00:03.735294	out	udp:data	39	81
1970-01-01 01:00:03.764706	out	udp:data	55	97
1970-01-01 01:00:03.777778	in	udp:data	435	477
1970-01-01 01:00:03.794118	out	udp:data	47	89
1970-01-01 01:00:03.823529	out	udp:data	45	87
1970-01-01 01:00:03.852941	out	udp:data	43	85
1970-01-01 01:00:03.882353	out	udp:data	31	73
1970-01-01 01:00:03.888889	in	udp:data	559	601
1970-01-01 01:00:03.911765	out	udp:data	54	96
1970-01-01 01:00:03.941176	out	udp:data	39	81
1970-01-01 01:00:03.970588	out	udp:data	34	76
1970-01-01 01:00:04.000000	out	udp:data	53	95
1970-01-01 01:00:04.000000	in	udp:data	437	479
1970-01-01 01:00:04.030303	out	udp:data	53	95
1970-01-01 01:00:04.060606	out	udp:data	34	76
1970-01-01 01:00:04.090909	out	udp:data	45	87
1970-01-01 01:00:04.111111	in	udp:data	547	589
1970-01-01 01:00:04.121212	out	udp:data	48	90
1970-01-01 01:00:04.151515	out	udp:data	43	85
1970-01-01 01:00:04.181818	out	udp:data	67	109
1970-01-01 01:00:04.212121	out	udp:data	40	82
1970-01-01 01:00:04.222222	in	udp:data	472	514
1970-01-01 01:00:04.242424	out	udp:data	35	77
1970-01-01 01:00:04.272727	out	udp:data	50	92
1970-01-01 01:00:04.303030	out	udp:data	21	63
1970-01-01 01:00:04.333333	out	udp:data	28	70
1970-01-01 01:00:04.333333	in	udp:data	549	591
1970-01-01 01:00:04.363636	out	udp:data	41	83
1970-01-01 01:00:04.393939	out	udp:data	45	87
1970-01-01 01:00:04.424242	out	udp:data	56	98
1970-01-01 01:00:04.444444	in	udp:data	459	501
1970-01-01 01:00:04.454545	out	udp:data	53	95
1970-01-01 01:00:04.484848	out	udp:data	47	89
1970-01-01 01:00:04.515152	out	udp:data	36	78
1970-01-01 01:00:04.545455	out	udp:data	45	87
1970-01-01 01:00:04.555556	in	udp:data	496	538
1970-01-01 01:00:04.575758	out	udp:data	53	95
1970-01-01 01:00:04.606061	out	udp:data	57	99
1970-01-01 01:00:04.636364	out	udp:data	45	87
1970-01-01 01:00:04.666667	out	udp:data	32	74
1970-01-01 01:00:04.666667	in	udp:data	508	550
1970-01-01 01:00:04.696970	out	udp:data	41	83
1970-01-01 01:00:04.727273	out	udp:data	39	81
1970-01-01 01:00:04.757576	out	udp:data	36	78
1970-01-01 01:00:04.777778	in	udp:data	467	509
1970-01-01 01:00:04.787879	out	udp:data	42	84
1970-01-01 01:00:04.818182	out	udp:data	49	91
1970-01-01 01:00:04.848485	out	udp:data	40	82
1970-01-01 01:00:04.878788	out	udp:data	52	94
1970-01-01 01:00:04.888889	in	udp:data	547	589
1970-01-01 01:00:04.909091	out	udp:data	46	88
1970-01-01 01:00:04.939394	out	udp:data	28	70
1970-01-01 01:00:04.969697	out	udp:data	41	83
1970-01-01 01:00:05.000000	out	udp:data	38	80
1970-01-01 01:00:05.000000	in	udp:data	537	579
1970-01-01 01:00:05.025000	out	udp:data	49	91
1970-01-01 01:00:05.050000	out	udp:data	52	94
1970-01-01 01:00:05.075000	out	udp:data	38	80
1970-01-01 01:00:05.100000	out	udp:data	51	93
1970-01-01 01:00:05.125000	out	udp:data	56	98
1970-01-01 01:00:05.142857	in	udp:data	496	538
1970-01-01 01:00:05.150000	out	udp:data	36	78
1970-01-01 01:00:05.175000	out	udp:data	52	94
1970-01-01 01:00:05.200000	out	udp:data	43	85
1970-01-01 01:00:05.225000	out	udp:data	46	88
1970-01-01 01:00:05.250000	out	udp:data	32	74
1970-01-01 01:00:05.275000	out	udp:data	28	70
1970-01-01 01:00:05.285714	in	udp:data	457	499
1970-01-01 01:00:05.300000	out	udp:data	43	85
1970-01-01 01:00:05.325000	out	udp:data	48	90
1970-01-01 01:00:05.350000	out	udp:data	47	89
1970-01-01 01:00:05.375000	out	udp:data	32	74
1970-01-01 01:00:05.400000	out	udp:data	50	92
1970-01-01 01:00:05.425000	out	udp:data	50	92
1970-01-01 01:00:05.428571	in	udp:data	514	556
1970-01-01 01:00:05.450000	out	udp:data	33	75
1970-01-01 01:00:05.475000	out	udp:data	50	92
1970-01-01 01:00:05.500000	out	udp:data	45	87
1970-01-01 01:00:05.525000	out	udp:data	42	84
1970-01-01 01:00:05.550000	out	udp:data	44	86
1970-01-01 01:00:05.571429	in	udp:data	434	476
1970-01-01 01:00:05.575000	out	udp:data	51	93
1970-01-01 01:00:05.600000	out	udp:data	47	89
1970-01-01 01:00:05.625000	out	udp:data	46	88
1970-01-01 01:00:05.650000	out	udp:data	37	79
1970-01-01 01:00:05.675000	out	udp:data	36	78
1970-01-01 01:00:05.700000	out	udp:data	44	86
1970-01-01 01:00:05.714286	in	udp:data	491	533
1970-01-01 01:00:05.725000	out	udp:data	40	82
1970-01-01 01:00:05.750000	out	udp:data	31	73
1970-01-01 01:00:05.775000	out	udp:data	48	90
1970-01-01 01:00:05.800000	out	udp:data	34	76
1970-01-01 01:00:05.825000	out	udp:data	30	72
1970-01-01 01:00:05.850000	out	udp:data	39	81
1970-01-01 01:00:05.857143	in	udp:data	503	545
1970-01-01 01:00:05.875000	out	udp:data	27	69
1970-01-01 01:00:05.900000	out	udp:data	33	75
1970-01-01 01:00:05.925000	out	udp:data	43	85
1970-01-01 01:00:05.950000	out	udp:data	42	84
1970-01-01 01:00:05.975000	out	udp:data	49	91
1970-01-01 01:00:06.000000	out	udp:data	39	81
1970-01-01 01:00:06.000000	in	udp:data	548	590
1970-01-01 01:00:06.029412	out	udp:data	61	103
1970-01-01 01:00:06.058824	out	udp:data	46	88
1970-01-01 01:00:06.088235	out	udp:data	50	92
1970-01-01 01:00:06.111111	in	udp:data	519	561
1970-01-01 01:00:06.117647	out	udp:data	46	88
1970-01-01 01:00:06.147059	out	udp:data	42	84
1970-01-01 01:00:06.176471	out	udp:data	49	91
1970-01-01 01:00:06.205882	out	udp:data	48	90
1970-01-01 01:00:06.222222	in	udp:data	525	567
1970-01-01 01:00:06.235294	out	udp:data	37	79
1970-01-01 01:00:06.264706	out	udp:data	46	88
1970-01-01 01:00:06.294118	out	udp:data	54	96
1970-01-01 01:00:06.323529	out	udp:data	47	89
1970-01-01 01:00:06.333333	in	udp:data	569	611
1970-01-01 01:00:06.352941	out	udp:data	52	94
1970-01-01 01:00:06.382353	out	udp:data	47	89
1970-01-01 01:00:06.411765	out	udp:data	37	79
1970-01-01 01:00:06.441176	out	udp:data	39	81
1970-01-01 01:00:06.444444	in	udp:data	552	594
1970-01-01 01:00:06.470588	out	udp:data	40	82
1970-01-01 01:00:06.500000	out	udp:data	44	86
