time-point	#client-msg	#server-msg	client-bytes	server-bytes	avg-client-bytes	avg-server-bytes
1970-01-01 01:00:00	33	9	1400	4758	42.00	528.00
1970-01-01 01:00:01	42	11	1819	5999	43.00	545.00
1970-01-01 01:00:02	39	11	1623	6041	41.00	549.00
1970-01-01 01:00:03	35	13	1576	7140	45.00	549.00
1970-01-01 01:00:04	29	10	1390	5142	47.00	514.00
1970-01-01 01:00:05	34	10	1443	5541	42.00	554.00
1970-01-01 01:00:06	45	11	1914	5836	42.00	530.00
1970-01-01 01:00:07	32	7	1380	3563	43.00	509.00
1970-01-01 01:00:08	37	10	1649	4946	44.00	494.00
1970-01-01 01:00:09	37	12	1644	6341	44.00	528.00
1970-01-01 01:00:10	32	12	1257	6226	39.00	518.00
1970-01-01 01:00:11	38	12	1668	6256	43.00	521.00
1970-01-01 01:00:12	41	12	1802	5893	43.00	491.00
1970-01-01 01:00:13	34	12	1549	5943	45.00	495.00
1970-01-01 01:00:14	40	11	1764	5443	44.00	494.00
1970-01-01 01:00:15	31	11	1362	5430	43.00	493.00
1970-01-01 01:00:16	37	10	1584	5122	42.00	512.00
1970-01-01 01:00:17	36	8	1501	3883	41.00	485.00
1970-01-01 01:00:18	35	11	1502	5263	42.00	478.00
1970-01-01 01:00:19	39	10	1597	4553	40.00	455.00
1970-01-01 01:00:20	35	10	1499	4694	42.00	469.00
1970-01-01 01:00:21	40	7	1729	3152	43.00	450.00
1970-01-01 01:00:22	37	9	1559	3782	42.00	420.00
1970-01-01 01:00:23	29	11	1324	5241	45.00	476.00
1970-01-01 01:00:24	37	12	1646	5441	44.00	453.00
1970-01-01 01:00:25	36	10	1609	4511	44.00	451.00
1970-01-01 01:00:26	35	11	1566	5014	44.00	455.00
1970-01-01 01:00:27	29	14	1266	6278	43.00	448.00
1970-01-01 01:00:28	34	10	1431	4454	42.00	445.00
1970-01-01 01:00:29	38	11	1562	4753	41.00	432.00
1970-01-01 01:00:30	31	9	1383	4024	44.00	447.00
1970-01-01 01:00:31	35	13	1489	5781	42.00	444.00
1970-01-01 01:00:32	42	9	1845	3795	43.00	421.00
1970-01-01 01:00:33	32	9	1446	3729	45.00	414.00
1970-01-01 01:00:34	38	11	1680	4554	44.00	414.00
1970-01-01 01:00:35	38	11	1650	4385	43.00	398.00
1970-01-01 01:00:36	32	7	1410	3085	44.00	440.00
1970-01-01 01:00:37	35	13	1554	5094	44.00	391.00
1970-01-01 01:00:38	39	9	1651	3561	42.00	395.00
1970-01-01 01:00:39	30	11	1296	4521	43.00	411.00
1970-01-01 01:00:40	36	14	1533	5529	42.00	394.00
1970-01-01 01:00:41	30	10	1292	3932	43.00	393.00
1970-01-01 01:00:42	44	8	1893	3039	43.00	379.00
1970-01-01 01:00:43	41	8	1819	3330	44.00	416.00
1970-01-01 01:00:44	44	10	1925	3815	43.00	381.00
1970-01-01 01:00:45	25	12	1122	4467	44.00	372.00
1970-01-01 01:00:46	36	8	1514	3049	42.00	381.00
1970-01-01 01:00:47	37	10	1553	3207	41.00	320.00
1970-01-01 01:00:48	34	10	1415	3592	41.00	359.00
1970-01-01 01:00:49	38	11	1592	3999	41.00	363.00
1970-01-01 01:00:50	36	12	1497	4318	41.00	359.00
1970-01-01 01:00:51	32	12	1403	4387	43.00	365.00
1970-01-01 01:00:52	37	12	1613	4498	43.00	374.00
1970-01-01 01:00:53	33	8	1409	2604	42.00	325.00
1970-01-01 01:00:54	32	11	1395	3748	43.00	340.00
1970-01-01 01:00:55	32	13	1399	4452	43.00	342.00
1970-01-01 01:00:56	31	11	1327	3652	42.00	332.00
1970-01-01 01:00:57	35	12	1562	3803	44.00	316.00
1970-01-01 01:00:58	27	12	1184	3763	43.00	313.00
1970-01-01 01:00:59	36	14	1643	4704	45.00	336.00
1970-01-01 01:01:00	29	11	1182	3651	40.00	331.00
1970-01-01 01:01:01	37	11	1605	3251	43.00	295.00
1970-01-01 01:01:02	24	12	1007	3592	41.00	299.00
1970-01-01 01:01:03	39	12	1715	3553	43.00	296.00
1970-01-01 01:01:04	33	11	1417	3458	42.00	314.00
1970-01-01 01:01:05	41	11	1773	3326	43.00	302.00
1970-01-01 01:01:06	37	12	1661	3830	44.00	319.00
1970-01-01 01:01:07	29	13	1184	3827	40.00	294.00
1970-01-01 01:01:08	35	16	1484	4685	42.00	292.00
1970-01-01 01:01:09	36	13	1554	3781	43.00	290.00
1970-01-01 01:01:10	44	11	2001	3114	45.00	283.00
1970-01-01 01:01:11	27	9	1176	2290	43.00	254.00
1970-01-01 01:01:12	38	11	1617	3055	42.00	277.00
1970-01-01 01:01:13	37	12	1591	3104	43.00	258.00
