time-point	#client-msg	#server-msg	client-bytes	server-bytes	avg-client-bytes	avg-server-bytes
1970-01-01 01:00:00	39	12	1638	6398	42.00	533.00
1970-01-01 01:00:01	33	8	1393	4544	42.00	568.00
1970-01-01 01:00:02	30	9	1347	5346	44.00	594.00
1970-01-01 01:00:03	33	10	1435	5522	43.00	552.00
1970-01-01 01:00:04	32	9	1317	4910	41.00	545.00
1970-01-01 01:00:05	33	10	1406	4960	42.00	496.00
1970-01-01 01:00:06	37	8	1639	4138	44.00	517.00
1970-01-01 01:00:07	38	10	1625	5090	42.00	509.00
1970-01-01 01:00:08	37	9	1651	4696	44.00	521.00
1970-01-01 01:00:09	35	9	1523	4678	43.00	519.00
1970-01-01 01:00:10	36	9	1591	4534	44.00	503.00
1970-01-01 01:00:11	29	12	1212	6433	41.00	536.00
1970-01-01 01:00:12	36	12	1494	5878	41.00	489.00
1970-01-01 01:00:13	33	8	1451	4254	43.00	531.00
1970-01-01 01:00:14	38	10	1670	4686	43.00	468.00
1970-01-01 01:00:15	37	10	1580	5162	42.00	516.00
1970-01-01 01:00:16	30	12	1348	5649	44.00	470.00
1970-01-01 01:00:17	35	11	1543	5373	44.00	488.00
1970-01-01 01:00:18	37	10	1668	4871	45.00	487.00
1970-01-01 01:00:19	32	8	1436	3903	44.00	487.00
1970-01-01 01:00:20	28	13	1244	6322	44.00	486.00
1970-01-01 01:00:21	36	10	1599	4702	44.00	470.00
1970-01-01 01:00:22	34	11	1402	5139	41.00	467.00
1970-01-01 01:00:23	38	13	1691	5860	44.00	450.00
1970-01-01 01:00:24	40	11	1782	4864	44.00	442.00
1970-01-01 01:00:25	32	13	1404	5965	43.00	458.00
1970-01-01 01:00:26	39	9	1667	4183	42.00	464.00
1970-01-01 01:00:27	29	7	1193	3201	41.00	457.00
1970-01-01 01:00:28	37	9	1615	3953	43.00	439.00
1970-01-01 01:00:29	33	10	1478	4054	44.00	405.00
1970-01-01 01:00:30	40	11	1809	4822	45.00	438.00
1970-01-01 01:00:31	31	7	1320	3305	42.00	472.00
1970-01-01 01:00:32	39	11	1697	4731	43.00	430.00
1970-01-01 01:00:33	35	9	1454	4026	41.00	447.00
1970-01-01 01:00:34	41	12	1734	5249	42.00	437.00
1970-01-01 01:00:35	30	11	1207	4397	40.00	399.00
1970-01-01 01:00:36	34	12	1431	4825	42.00	402.00
1970-01-01 01:00:37	34	12	1421	4692	41.00	391.00
1970-01-01 01:00:38	36	11	1515	4693	42.00	426.00
1970-01-01 01:00:39	37	12	1639	4870	44.00	405.00
1970-01-01 01:00:40	38	11	1643	4416	43.00	401.00
1970-01-01 01:00:41	36	12	1556	4606	43.00	383.00
1970-01-01 01:00:42	37	13	1606	5092	43.00	391.00
1970-01-01 01:00:43	36	10	1533	3775	42.00	377.00
1970-01-01 01:00:44	26	11	1124	4304	43.00	391.00
1970-01-01 01:00:45	36	13	1512	4651	42.00	357.00
1970-01-01 01:00:46	39	9	1740	3384	44.00	376.00
1970-01-01 01:00:47	27	11	1147	4061	42.00	369.00
1970-01-01 01:00:48	33	12	1363	4406	41.00	367.00
1970-01-01 01:00:49	36	11	1489	3947	41.00	358.00
1970-01-01 01:00:50	38	13	1635	4638	43.00	356.00
1970-01-01 01:00:51	37	9	1556	3088	42.00	343.00
1970-01-01 01:00:52	31	10	1341	3557	43.00	355.00
1970-01-01 01:00:53	27	13	1202	4857	44.00	373.00
1970-01-01 01:00:54	37	11	1643	3792	44.00	344.00
1970-01-01 01:00:55	37	12	1603	3971	43.00	330.00
1970-01-01 01:00:56	41	8	1796	2600	43.00	325.00
1970-01-01 01:00:57	29	14	1235	4713	42.00	336.00
1970-01-01 01:00:58	36	11	1564	3375	43.00	306.00
1970-01-01 01:00:59	36	12	1485	4167	41.00	347.00
1970-01-01 01:01:00	31	10	1403	3069	45.00	306.00
1970-01-01 01:01:01	34	11	1443	3818	42.00	347.00
1970-01-01 01:01:02	31	13	1313	3933	42.00	302.00
1970-01-01 01:01:03	26	11	1167	3476	44.00	316.00
1970-01-01 01:01:04	42	15	1843	4716	43.00	314.00
1970-01-01 01:01:05	36	12	1503	3590	41.00	299.00
1970-01-01 01:01:06	38	14	1602	4588	42.00	327.00
1970-01-01 01:01:07	35	14	1445	4013	41.00	286.00
1970-01-01 01:01:08	41	12	1690	3583	41.00	298.00
1970-01-01 01:01:09	37	12	1642	3682	44.00	306.00
1970-01-01 01:01:10	37	11	1587	3244	42.00	294.00
1970-01-01 01:01:11	40	10	1717	2513	42.00	251.00
1970-01-01 01:01:12	40	11	1794	3309	44.00	300.00
1970-01-01 01:01:13	30	13	1299	3275	43.00	251.00
1970-01-01 01:01:14	38	11	1649	3157	43.00	287.00
1970-01-01 01:01:15	31	13	1337	3687	43.00	283.00
1970-01-01 01:01:16	36	12	1561	3021	43.00	251.00
1970-01-01 01:01:17	40	13	1812	3434	45.00	264.00
1970-01-01 01:01:18	41	12	1720	3217	41.00	268.00
1970-01-01 01:01:19	33	12	1390	3197	42.00	266.00
1970-01-01 01:01:20	39	14	1822	3533	46.00	252.00
1970-01-01 01:01:21	37	15	1560	3523	42.00	234.00
1970-01-01 01:01:22	41	13	1786	2877	43.00	221.00
1970-01-01 01:01:23	26	12	1124	2601	43.00	216.00
1970-01-01 01:01:24	26	13	1150	3167	44.00	243.00
1970-01-01 01:01:25	47	12	1987	2960	42.00	246.00
1970-01-01 01:01:26	39	18	1633	3970	41.00	220.00
1970-01-01 01:01:27	34	13	1450	2756	42.00	212.00
1970-01-01 01:01:28	45	13	1953	2722	43.00	209.00
1970-01-01 01:01:29	36	13	1532	2848	42.00	219.00
1970-01-01 01:01:30	31	15	1387	2999	44.00	199.00
1970-01-01 01:01:31	36	13	1551	3291	43.00	253.00
1970-01-01 01:01:32	39	14	1770	2738	45.00	195.00
1970-01-01 01:01:33	34	14	1410	2741	41.00	195.00
1970-01-01 01:01:34	36	12	1525	2346	42.00	195.00
1970-01-01 01:01:35	41	13	1769	2562	43.00	197.00
1970-01-01 01:01:36	37	15	1604	2630	43.00	175.00
1970-01-01 01:01:37	34	14	1431	2545	42.00	181.00
1970-01-01 01:01:38	29	15	1297	2054	44.00	136.00
1970-01-01 01:01:39	31	12	1360	2074	43.00	172.00
1970-01-01 01:01:40	38	14	1567	2231	41.00	159.00
1970-01-01 01:01:41	31	14	1287	2546	41.00	181.00
1970-01-01 01:01:42	38	13	1657	2430	43.00	186.00
1970-01-01 01:01:43	28	12	1254	1885	44.00	157.00
1970-01-01 01:01:44	30	14	1232	2423	41.00	173.00
1970-01-01 01:01:45	38	15	1733	2050	45.00	136.00
1970-01-01 01:01:46	39	15	1687	2621	43.00	174.00
1970-01-01 01:01:47	45	14	2102	2221	46.00	158.00
1970-01-01 01:01:48	32	13	1435	1692	44.00	130.00
1970-01-01 01:01:49	37	15	1540	1430	41.00	95.00
1970-01-01 01:01:50	38	12	1635	1555	43.00	129.00
1970-01-01 01:01:51	32	14	1362	1622	42.00	115.00
1970-01-01 01:01:52	27	16	1168	1761	43.00	110.00
1970-01-01 01:01:53	34	14	1460	1492	42.00	106.00
1970-01-01 01:01:54	33	13	1475	1689	44.00	129.00
1970-01-01 01:01:55	37	15	1664	1433	44.00	95.00
1970-01-01 01:01:56	31	15	1329	1818	42.00	121.00
1970-01-01 01:01:57	35	13	1572	1107	44.00	85.00
1970-01-01 01:01:58	36	14	1546	1178	42.00	84.00
1970-01-01 01:01:59	41	16	1750	1119	42.00	69.00
1970-01-01 01:02:00	34	14	1548	1043	45.00	74.00
1970-01-01 01:02:01	37	14	1609	1484	43.00	106.00
1970-01-01 01:02:02	30	18	1339	1347	44.00	74.00
1970-01-01 01:02:03	35	17	1484	1484	42.00	87.00
1970-01-01 01:02:04	38	17	1687	1762	44.00	103.00
1970-01-01 01:02:05	28	16	1132	1407	40.00	87.00
1970-01-01 01:02:06	33	15	1394	1078	42.00	71.00
1970-01-01 01:02:07	41	14	1903	1198	46.00	85.00
1970-01-01 01:02:08	33	16	1443	1189	43.00	74.00
1970-01-01 01:02:09	38	13	1654	1220	43.00	93.00
1970-01-01 01:02:10	38	16	1627	1480	42.00	92.00
1970-01-01 01:02:11	33	13	1459	1016	44.00	78.00
1970-01-01 01:02:12	35	16	1510	1194	43.00	74.00
1970-01-01 01:02:13	36	16	1561	1419	43.00	88.00
1970-01-01 01:02:14	36	16	1511	1292	41.00	80.00
1970-01-01 01:02:15	32	18	1424	1496	44.00	83.00
1970-01-01 01:02:16	39	18	1769	1427	45.00	79.00
1970-01-01 01:02:17	39	14	1615	1209	41.00	86.00
1970-01-01 01:02:18	37	14	1653	3731	44.00	266.00
1970-01-01 01:02:19	39	17	1654	4311	42.00	253.00
1970-01-01 01:02:20	41	12	1757	2920	42.00	243.00
1970-01-01 01:02:21	33	14	1517	4012	45.00	286.00
1970-01-01 01:02:22	39	16	1652	4096	42.00	256.00
1970-01-01 01:02:23	32	17	1435	1452	44.00	85.00
1970-01-01 01:02:24	34	18	1452	1670	42.00	92.00
1970-01-01 01:02:25	37	15	1654	1234	44.00	82.00
1970-01-01 01:02:26	38	18	1641	1292	43.00	71.00
1970-01-01 01:02:27	39	17	1784	1214	45.00	71.00
1970-01-01 01:02:28	34	14	1510	1273	44.00	90.00
1970-01-01 01:02:29	35	14	1472	951	42.00	67.00
1970-01-01 01:02:30	36	16	1571	1414	43.00	88.00
1970-01-01 01:02:31	40	19	1757	1623	43.00	85.00
1970-01-01 01:02:32	30	14	1326	1410	44.00	100.00
1970-01-01 01:02:33	32	16	1405	1249	43.00	78.00
1970-01-01 01:02:34	31	17	1284	1388	41.00	81.00
1970-01-01 01:02:35	32	15	1365	1118	42.00	74.00
1970-01-01 01:02:36	33	17	1335	1256	40.00	73.00
1970-01-01 01:02:37	26	14	1098	1188	42.00	84.00
1970-01-01 01:02:38	38	14	1565	1060	41.00	75.00
1970-01-01 01:02:39	35	15	1506	1177	43.00	78.00
