time-point	#client-msg	#server-msg	client-bytes	server-bytes	avg-client-bytes	avg-server-bytes
1970-01-01 01:00:00	39	9	1655	4810	42.00	534.00
1970-01-01 01:00:01	33	11	1422	6298	43.00	572.00
1970-01-01 01:00:02	35	8	1554	4335	44.00	541.00
1970-01-01 01:00:03	41	9	1786	5112	43.00	568.00
1970-01-01 01:00:04	34	10	1544	5653	45.00	565.00
1970-01-01 01:00:05	38	10	1601	5497	42.00	549.00
1970-01-01 01:00:06	37	7	1548	3776	41.00	539.00
1970-01-01 01:00:07	33	9	1483	4636	44.00	515.00
1970-01-01 01:00:08	29	9	1301	4928	44.00	547.00
1970-01-01 01:00:09	37	10	1663	5174	44.00	517.00
1970-01-01 01:00:10	38	10	1595	4742	41.00	474.00
1970-01-01 01:00:11	35	10	1594	4948	45.00	494.00
1970-01-01 01:00:12	34	9	1392	4125	40.00	458.00
1970-01-01 01:00:13	39	10	1706	5191	43.00	519.00
1970-01-01 01:00:14	31	10	1363	4709	43.00	470.00
1970-01-01 01:00:15	42	12	1864	6012	44.00	501.00
1970-01-01 01:00:16	35	13	1560	6562	44.00	504.00
1970-01-01 01:00:17	35	10	1568	4870	44.00	487.00
1970-01-01 01:00:18	44	12	1960	5697	44.00	474.00
1970-01-01 01:00:19	36	12	1528	5576	42.00	464.00
1970-01-01 01:00:20	42	12	1786	5540	42.00	461.00
1970-01-01 01:00:21	41	12	1755	5685	42.00	473.00
1970-01-01 01:00:22	38	13	1632	6011	42.00	462.00
1970-01-01 01:00:23	28	11	1187	4774	42.00	434.00
1970-01-01 01:00:24	35	11	1495	5014	42.00	455.00
1970-01-01 01:00:25	35	10	1549	4639	44.00	463.00
1970-01-01 01:00:26	40	11	1836	5005	45.00	455.00
1970-01-01 01:00:27	35	11	1568	4804	44.00	436.00
1970-01-01 01:00:28	41	11	1720	4514	41.00	410.00
1970-01-01 01:00:29	39	9	1680	3696	43.00	410.00
1970-01-01 01:00:30	29	8	1224	3315	42.00	414.00
1970-01-01 01:00:31	35	11	1485	4919	42.00	447.00
1970-01-01 01:00:32	33	11	1479	4685	44.00	425.00
1970-01-01 01:00:33	40	14	1699	6056	42.00	432.00
1970-01-01 01:00:34	41	13	1736	5623	42.00	432.00
1970-01-01 01:00:35	38	9	1583	3741	41.00	415.00
1970-01-01 01:00:36	42	10	1885	4268	44.00	426.00
1970-01-01 01:00:37	25	13	1060	5337	42.00	410.00
1970-01-01 01:00:38	37	12	1572	4708	42.00	392.00
1970-01-01 01:00:39	32	13	1351	5220	42.00	401.00
1970-01-01 01:00:40	38	10	1696	4184	44.00	418.00
1970-01-01 01:00:41	41	12	1880	4775	45.00	397.00
1970-01-01 01:00:42	36	9	1489	3282	41.00	364.00
1970-01-01 01:00:43	35	13	1465	4603	41.00	354.00
1970-01-01 01:00:44	31	12	1355	4610	43.00	384.00
1970-01-01 01:00:45	35	11	1444	3956	41.00	359.00
1970-01-01 01:00:46	36	11	1549	4231	43.00	384.00
1970-01-01 01:00:47	33	9	1484	2983	44.00	331.00
1970-01-01 01:00:48	42	11	1766	4063	42.00	369.00
1970-01-01 01:00:49	41	12	1813	4597	44.00	383.00
1970-01-01 01:00:50	31	9	1342	3128	43.00	347.00
1970-01-01 01:00:51	36	12	1548	4372	43.00	364.00
1970-01-01 01:00:52	35	13	1525	4792	43.00	368.00
1970-01-01 01:00:53	42	12	1808	3810	43.00	317.00
1970-01-01 01:00:54	43	10	1831	3032	42.00	303.00
1970-01-01 01:00:55	27	9	1236	2887	45.00	320.00
1970-01-01 01:00:56	35	12	1481	4299	42.00	358.00
1970-01-01 01:00:57	32	12	1483	3832	46.00	319.00
1970-01-01 01:00:58	42	12	1875	4271	44.00	355.00
1970-01-01 01:00:59	23	10	999	3236	43.00	323.00
1970-01-01 01:01:00	33	13	1423	3674	43.00	282.00
1970-01-01 01:01:01	29	16	1331	5294	45.00	330.00
1970-01-01 01:01:02	32	13	1391	4175	43.00	321.00
1970-01-01 01:01:03	32	14	1296	4753	40.00	339.00
1970-01-01 01:01:04	33	13	1440	3882	43.00	298.00
1970-01-01 01:01:05	40	9	1746	2979	43.00	331.00
1970-01-01 01:01:06	36	11	1518	3249	42.00	295.00
1970-01-01 01:01:07	36	16	1512	4622	42.00	288.00
1970-01-01 01:01:08	32	12	1450	3486	45.00	290.00
1970-01-01 01:01:09	31	18	1333	5493	43.00	305.00
1970-01-01 01:01:10	32	11	1326	2851	41.00	259.00
1970-01-01 01:01:11	29	12	1276	3080	44.00	256.00
1970-01-01 01:01:12	36	12	1559	3280	43.00	273.00
1970-01-01 01:01:13	36	14	1493	3628	41.00	259.00
1970-01-01 01:01:14	38	12	1635	3125	43.00	260.00
1970-01-01 01:01:15	35	12	1463	3437	41.00	286.00
1970-01-01 01:01:16	34	13	1505	3313	44.00	254.00
1970-01-01 01:01:17	37	13	1616	3160	43.00	243.00
1970-01-01 01:01:18	30	12	1227	2828	40.00	235.00
1970-01-01 01:01:19	37	11	1620	2902	43.00	263.00
1970-01-01 01:01:20	34	14	1507	3414	44.00	243.00
1970-01-01 01:01:21	35	13	1554	2939	44.00	226.00
1970-01-01 01:01:22	35	14	1508	3067	43.00	219.00
1970-01-01 01:01:23	33	15	1502	3364	45.00	224.00
1970-01-01 01:01:24	37	14	1561	3228	42.00	230.00
1970-01-01 01:01:25	31	12	1356	2843	43.00	236.00
1970-01-01 01:01:26	40	16	1789	3233	44.00	202.00
