time	in/out	protocol	payload-size	total-size
1970-01-01 01:00:00.000000	out	udp:data	36	78
1970-01-01 01:00:00.000000	in	udp:data	518	560
1970-01-01 01:00:00.041667	out	udp:data	42	84
1970-01-01 01:00:00.083333	out	udp:data	41	83
1970-01-01 01:00:00.090909	in	udp:data	528	570
1970-01-01 01:00:00.125000	out	udp:data	37	79
1970-01-01 01:00:00.166667	out	udp:data	30	72
1970-01-01 01:00:00.181818	in	udp:data	514	556
1970-01-01 01:00:00.208333	out	udp:data	53	95
1970-01-01 01:00:00.250000	out	udp:data	35	77
1970-01-01 01:00:00.272727	in	udp:data	484	526
1970-01-01 01:00:00.291667	out	udp:data	41	83
1970-01-01 01:00:00.333333	out	udp:data	54	96
1970-01-01 01:00:00.363636	in	udp:data	535	577
1970-01-01 01:00:00.375000	out	udp:data	30	72
1970-01-01 01:00:00.416667	out	udp:data	43	85
1970-01-01 01:00:00.454545	in	udp:data	582	624
1970-01-01 01:00:00.458333	out	udp:data	51	93
1970-01-01 01:00:00.500000	out	udp:data	45	87
1970-01-01 01:00:00.541667	out	udp:data	41	83
1970-01-01 01:00:00.545455	in	udp:data	467	509
1970-01-01 01:00:00.583333	out	udp:data	45	87
1970-01-01 01:00:00.625000	out	udp:data	53	95
1970-01-01 01:00:00.636364	in	udp:data	524	566
1970-01-01 01:00:00.666667	out	udp:data	45	87
1970-01-01 01:00:00.708333	out	udp:data	47	89
1970-01-01 01:00:00.727273	in	udp:data	576	618
1970-01-01 01:00:00.750000	out	udp:data	39	81
1970-01-01 01:00:00.791667	out	udp:data	53	95
1970-01-01 01:00:00.818182	in	udp:data	517	559
1970-01-01 01:00:00.833333	out	udp:data	42	84
1970-01-01 01:00:00.875000	out	udp:data	56	98
1970-01-01 01:00:00.909091	in	udp:data	478	520
1970-01-01 01:00:00.916667	out	udp:data	45	87
1970-01-01 01:00:00.958333	out	udp:data	39	81
1970-01-01 01:00:01.000000	out	udp:data	50	92
1970-01-01 01:00:01.000000	in	udp:data	646	688
1970-01-01 01:00:01.028571	out	udp:data	48	90
1970-01-01 01:00:01.057143	out	udp:data	41	83
1970-01-01 01:00:01.085714	out	udp:data	37	79
1970-01-01 01:00:01.114286	out	udp:data	36	78
1970-01-01 01:00:01.125000	in	udp:data	658	700
