time	in/out	protocol	payload-size	total-size
1970-01-01 01:00:00.000000	out	udp:data	54	96
1970-01-01 01:00:00.000000	in	udp:data	650	692
1970-01-01 01:00:00.025641	out	udp:data	45	87
1970-01-01 01:00:00.051282	out	udp:data	42	84
1970-01-01 01:00:00.076923	out	udp:data	31	73
1970-01-01 01:00:00.102564	out	udp:data	43	85
1970-01-01 01:00:00.111111	in	udp:data	618	660
1970-01-01 01:00:00.128205	out	udp:data	52	94
1970-01-01 01:00:00.153846	out	udp:data	61	103
1970-01-01 01:00:00.179487	out	udp:data	49	91
1970-01-01 01:00:00.205128	out	udp:data	37	79
1970-01-01 01:00:00.222222	in	udp:data	547	589
1970-01-01 01:00:00.230769	out	udp:data	49	91
1970-01-01 01:00:00.256410	out	udp:data	35	77
1970-01-01 01:00:00.282051	out	udp:data	38	80
1970-01-01 01:00:00.307692	out	udp:data	44	86
1970-01-01 01:00:00.333333	out	udp:data	44	86
1970-01-01 01:00:00.333333	in	udp:data	723	765
1970-01-01 01:00:00.358974	out	udp:data	56	98
1970-01-01 01:00:00.384615	out	udp:data	52	94
1970-01-01 01:00:00.410256	out	udp:data	42	84
1970-01-01 01:00:00.435897	out	udp:data	40	82
1970-01-01 01:00:00.444444	in	udp:data	462	504
1970-01-01 01:00:00.461538	out	udp:data	53	95
1970-01-01 01:00:00.487179	out	udp:data	28	70
1970-01-01 01:00:00.512821	out	udp:data	45	87
1970-01-01 01:00:00.538462	out	udp:data	41	83
1970-01-01 01:00:00.555556	in	udp:data	537	579
1970-01-01 01:00:00.564103	out	udp:data	42	84
1970-01-01 01:00:00.589744	out	udp:data	40	82
1970-01-01 01:00:00.615385	out	udp:data	53	95
1970-01-01 01:00:00.641026	out	udp:data	47	89
1970-01-01 01:00:00.666667	out	udp:data	28	70
1970-01-01 01:00:00.666667	in	udp:data	566	608
1970-01-01 01:00:00.692308	out	udp:data	36	78
1970-01-01 01:00:00.717949	out	udp:data	29	71
1970-01-01 01:00:00.743590	out	udp:data	33	75
1970-01-01 01:00:00.769231	out	udp:data	26	68
1970-01-01 01:00:00.777778	in	udp:data	648	690
1970-01-01 01:00:00.794872	out	udp:data	36	78
1970-01-01 01:00:00.820513	out	udp:data	45	87
1970-01-01 01:00:00.846154	out	udp:data	51	93
1970-01-01 01:00:00.871795	out	udp:data	33	75
1970-01-01 01:00:00.888889	in	udp:data	652	694
1970-01-01 01:00:00.897436	out	udp:data	28	70
1970-01-01 01:00:00.923077	out	udp:data	37	79
1970-01-01 01:00:00.948718	out	udp:data	43	85
1970-01-01 01:00:00.974359	out	udp:data	44	86
1970-01-01 01:00:01.000000	out	udp:data	37	79
1970-01-01 01:00:01.000000	in	udp:data	656	698
1970-01-01 01:00:01.034483	out	udp:data	57	99
1970-01-01 01:00:01.068966	out	udp:data	52	94
1970-01-01 01:00:01.090909	in	udp:data	585	627
1970-01-01 01:00:01.103448	out	udp:data	55	97
1970-01-01 01:00:01.137931	out	udp:data	41	83
1970-01-01 01:00:01.172414	out	udp:data	46	88
1970-01-01 01:00:01.181818	in	udp:data	524	566
1970-01-01 01:00:01.206897	out	udp:data	32	74
1970-01-01 01:00:01.241379	out	udp:data	56	98
1970-01-01 01:00:01.272727	in	udp:data	505	547
1970-01-01 01:00:01.275862	out	udp:data	49	91
1970-01-01 01:00:01.310345	out	udp:data	40	82
1970-01-01 01:00:01.344828	out	udp:data	33	75
1970-01-01 01:00:01.363636	in	udp:data	548	590
1970-01-01 01:00:01.379310	out	udp:data	44	86
1970-01-01 01:00:01.413793	out	udp:data	54	96
1970-01-01 01:00:01.448276	out	udp:data	44	86
1970-01-01 01:00:01.454545	in	udp:data	509	551
1970-01-01 01:00:01.482759	out	udp:data	26	68
1970-01-01 01:00:01.517241	out	udp:data	42	84
1970-01-01 01:00:01.545455	in	udp:data	547	589
1970-01-01 01:00:01.551724	out	udp:data	42	84
1970-01-01 01:00:01.586207	out	udp:data	36	78
1970-01-01 01:00:01.620690	out	udp:data	48	90
1970-01-01 01:00:01.636364	in	udp:data	497	539
1970-01-01 01:00:01.655172	out	udp:data	34	76
1970-01-01 01:00:01.689655	out	udp:data	39	81
1970-01-01 01:00:01.724138	out	udp:data	30	72
1970-01-01 01:00:01.727273	in	udp:data	594	636
1970-01-01 01:00:01.758621	out	udp:data	53	95
1970-01-01 01:00:01.793103	out	udp:data	40	82
1970-01-01 01:00:01.818182	in	udp:data	366	408
1970-01-01 01:00:01.827586	out	udp:data	55	97
1970-01-01 01:00:01.862069	out	udp:data	49	91
1970-01-01 01:00:01.896552	out	udp:data	46	88
1970-01-01 01:00:01.909091	in	udp:data	639	681
1970-01-01 01:00:01.931034	out	udp:data	40	82
1970-01-01 01:00:01.965517	out	udp:data	41	83
1970-01-01 01:00:02.000000	out	udp:data	62	104
1970-01-01 01:00:02.000000	in	udp:data	619	661
1970-01-01 01:00:02.025641	out	udp:data	34	76
1970-01-01 01:00:02.051282	out	udp:data	40	82
1970-01-01 01:00:02.076923	out	udp:data	48	90
1970-01-01 01:00:02.102564	out	udp:data	48	90
1970-01-01 01:00:02.125000	in	udp:data	548	590
1970-01-01 01:00:02.128205	out	udp:data	50	92
1970-01-01 01:00:02.153846	out	udp:data	48	90
1970-01-01 01:00:02.179487	out	udp:data	36	78
1970-01-01 01:00:02.205128	out	udp:data	60	102
1970-01-01 01:00:02.230769	out	udp:data	35	77
