time	in/out	protocol	payload-size	total-size
1970-01-01 01:00:00.000000	out	udp:data	27	69
1970-01-01 01:00:00.000000	in	udp:data	559	601
1970-01-01 01:00:00.027778	out	udp:data	45	87
1970-01-01 01:00:00.055556	out	udp:data	38	80
1970-01-01 01:00:00.083333	out	udp:data	32	74
1970-01-01 01:00:00.111111	out	udp:data	43	85
1970-01-01 01:00:00.125000	in	udp:data	463	505
1970-01-01 01:00:00.138889	out	udp:data	54	96
1970-01-01 01:00:00.166667	out	udp:data	46	88
1970-01-01 01:00:00.194444	out	udp:data	47	89
1970-01-01 01:00:00.222222	out	udp:data	41	83
1970-01-01 01:00:00.250000	out	udp:data	35	77
1970-01-01 01:00:00.250000	in	udp:data	473	515
1970-01-01 01:00:00.277778	out	udp:data	27	69
1970-01-01 01:00:00.305556	out	udp:data	49	91
1970-01-01 01:00:00.333333	out	udp:data	41	83
1970-01-01 01:00:00.361111	out	udp:data	42	84
1970-01-01 01:00:00.375000	in	udp:data	570	612
1970-01-01 01:00:00.388889	out	udp:data	41	83
1970-01-01 01:00:00.416667	out	udp:data	52	94
1970-01-01 01:00:00.444444	out	udp:data	43	85
1970-01-01 01:00:00.472222	out	udp:data	55	97
1970-01-01 01:00:00.500000	out	udp:data	57	99
1970-01-01 01:00:00.500000	in	udp:data	582	624
1970-01-01 01:00:00.527778	out	udp:data	40	82
1970-01-01 01:00:00.555556	out	udp:data	44	86
1970-01-01 01:00:00.583333	out	udp:data	48	90
1970-01-01 01:00:00.611111	out	udp:data	32	74
1970-01-01 01:00:00.625000	in	udp:data	635	677
1970-01-01 01:00:00.638889	out	udp:data	29	71
1970-01-01 01:00:00.666667	out	udp:data	40	82
1970-01-01 01:00:00.694444	out	udp:data	38	80
1970-01-01 01:00:00.722222	out	udp:data	34	76
1970-01-01 01:00:00.750000	out	udp:data	40	82
1970-01-01 01:00:00.750000	in	udp:data	664	706
1970-01-01 01:00:00.777778	out	udp:data	34	76
1970-01-01 01:00:00.805556	out	udp:data	52	94
1970-01-01 01:00:00.833333	out	udp:data	40	82
1970-01-01 01:00:00.861111	out	udp:data	57	99
1970-01-01 01:00:00.875000	in	udp:data	605	647
1970-01-01 01:00:00.888889	out	udp:data	59	101
1970-01-01 01:00:00.916667	out	udp:data	45	87
1970-01-01 01:00:00.944444	out	udp:data	46	88
1970-01-01 01:00:00.972222	out	udp:data	51	93
1970-01-01 01:00:01.000000	out	udp:data	43	85
1970-01-01 01:00:01.000000	in	udp:data	660	702
1970-01-01 01:00:01.030303	out	udp:data	60	102
1970-01-01 01:00:01.060606	out	udp:data	46	88
1970-01-01 01:00:01.090909	out	udp:data	45	87
1970-01-01 01:00:01.121212	out	udp:data	53	95
1970-01-01 01:00:01.125000	in	udp:data	519	561
1970-01-01 01:00:01.151515	out	udp:data	52	94
1970-01-01 01:00:01.181818	out	udp:data	30	72
1970-01-01 01:00:01.212121	out	udp:data	69	111
1970-01-01 01:00:01.242424	out	udp:data	41	83
1970-01-01 01:00:01.250000	in	udp:data	473	515
1970-01-01 01:00:01.272727	out	udp:data	44	86
1970-01-01 01:00:01.303030	out	udp:data	52	94
1970-01-01 01:00:01.333333	out	udp:data	47	89
1970-01-01 01:00:01.363636	out	udp:data	49	91
1970-01-01 01:00:01.375000	in	udp:data	537	579
1970-01-01 01:00:01.393939	out	udp:data	41	83
1970-01-01 01:00:01.424242	out	udp:data	49	91
1970-01-01 01:00:01.454545	out	udp:data	40	82
1970-01-01 01:00:01.484848	out	udp:data	50	92
1970-01-01 01:00:01.500000	in	udp:data	556	598
1970-01-01 01:00:01.515152	out	udp:data	42	84
1970-01-01 01:00:01.545455	out	udp:data	39	81
1970-01-01 01:00:01.575758	out	udp:data	50	92
1970-01-01 01:00:01.606061	out	udp:data	45	87
1970-01-01 01:00:01.625000	in	udp:data	509	551
1970-01-01 01:00:01.636364	out	udp:data	48	90
1970-01-01 01:00:01.666667	out	udp:data	52	94
1970-01-01 01:00:01.696970	out	udp:data	45	87
1970-01-01 01:00:01.727273	out	udp:data	51	93
1970-01-01 01:00:01.750000	in	udp:data	584	626
1970-01-01 01:00:01.757576	out	udp:data	43	85
1970-01-01 01:00:01.787879	out	udp:data	38	80
1970-01-01 01:00:01.818182	out	udp:data	59	101
1970-01-01 01:00:01.848485	out	udp:data	46	88
