time	in/out	protocol	payload-size	total-size
1970-01-01 01:00:00.000000	out	udp:data	40	82
1970-01-01 01:00:00.000000	in	udp:data	646	688
1970-01-01 01:00:00.028571	out	udp:data	58	100
1970-01-01 01:00:00.057143	out	udp:data	41	83
1970-01-01 01:00:00.085714	out	udp:data	35	77
1970-01-01 01:00:00.100000	in	udp:data	628	670
1970-01-01 01:00:00.114286	out	udp:data	49	91
1970-01-01 01:00:00.142857	out	udp:data	42	84
1970-01-01 01:00:00.171429	out	udp:data	45	87
1970-01-01 01:00:00.200000	out	udp:data	42	84
1970-01-01 01:00:00.200000	in	udp:data	489	531
1970-01-01 01:00:00.228571	out	udp:data	41	83
1970-01-01 01:00:00.257143	out	udp:data	54	96
1970-01-01 01:00:00.285714	out	udp:data	37	79
1970-01-01 01:00:00.300000	in	udp:data	476	518
1970-01-01 01:00:00.314286	out	udp:data	53	95
1970-01-01 01:00:00.342857	out	udp:data	53	95
1970-01-01 01:00:00.371429	out	udp:data	30	72
1970-01-01 01:00:00.400000	out	udp:data	36	78
1970-01-01 01:00:00.400000	in	udp:data	501	543
1970-01-01 01:00:00.428571	out	udp:data	51	93
1970-01-01 01:00:00.457143	out	udp:data	42	84
1970-01-01 01:00:00.485714	out	udp:data	27	69
1970-01-01 01:00:00.500000	in	udp:data	482	524
1970-01-01 01:00:00.514286	out	udp:data	43	85
1970-01-01 01:00:00.542857	out	udp:data	44	86
1970-01-01 01:00:00.571429	out	udp:data	54	96
1970-01-01 01:00:00.600000	out	udp:data	57	99
1970-01-01 01:00:00.600000	in	udp:data	639	681
1970-01-01 01:00:00.628571	out	udp:data	47	89
1970-01-01 01:00:00.657143	out	udp:data	49	91
1970-01-01 01:00:00.685714	out	udp:data	31	73
1970-01-01 01:00:00.700000	in	udp:data	603	645
1970-01-01 01:00:00.714286	out	udp:data	46	88
1970-01-01 01:00:00.742857	out	udp:data	43	85
1970-01-01 01:00:00.771429	out	udp:data	40	82
1970-01-01 01:00:00.800000	out	udp:data	55	97
1970-01-01 01:00:00.800000	in	udp:data	572	614
1970-01-01 01:00:00.828571	out	udp:data	42	84
1970-01-01 01:00:00.857143	out	udp:data	40	82
1970-01-01 01:00:00.885714	out	udp:data	38	80
1970-01-01 01:00:00.900000	in	udp:data	528	570
1970-01-01 01:00:00.914286	out	udp:data	39	81
1970-01-01 01:00:00.942857	out	udp:data	55	97
1970-01-01 01:00:00.971429	out	udp:data	36	78
1970-01-01 01:00:01.000000	out	udp:data	43	85
