time	in/out	protocol	payload-size	total-size
1970-01-01 01:00:00.000000	out	udp:data	43	85
1970-01-01 01:00:00.000000	in	udp:data	515	557
1970-01-01 01:00:00.027778	out	udp:data	42	84
1970-01-01 01:00:00.055556	out	udp:data	47	89
1970-01-01 01:00:00.083333	out	udp:data	51	93
1970-01-01 01:00:00.111111	out	udp:data	51	93
1970-01-01 01:00:00.125000	in	udp:data	516	558
1970-01-01 01:00:00.138889	out	udp:data	29	71
1970-01-01 01:00:00.166667	out	udp:data	43	85
1970-01-01 01:00:00.194444	out	udp:data	41	83
1970-01-01 01:00:00.222222	out	udp:data	51	93
1970-01-01 01:00:00.250000	out	udp:data	46	88
1970-01-01 01:00:00.250000	in	udp:data	533	575
1970-01-01 01:00:00.277778	out	udp:data	44	86
1970-01-01 01:00:00.305556	out	udp:data	40	82
1970-01-01 01:00:00.333333	out	udp:data	42	84
1970-01-01 01:00:00.361111	out	udp:data	37	79
1970-01-01 01:00:00.375000	in	udp:data	674	716
1970-01-01 01:00:00.388889	out	udp:data	41	83
1970-01-01 01:00:00.416667	out	udp:data	44	86
1970-01-01 01:00:00.444444	out	udp:data	37	79
1970-01-01 01:00:00.472222	out	udp:data	43	85
1970-01-01 01:00:00.500000	out	udp:data	29	71
1970-01-01 01:00:00.500000	in	udp:data	591	633
1970-01-01 01:00:00.527778	out	udp:data	49	91
1970-01-01 01:00:00.555556	out	udp:data	46	88
1970-01-01 01:00:00.583333	out	udp:data	43	85
1970-01-01 01:00:00.611111	out	udp:data	36	78
1970-01-01 01:00:00.625000	in	udp:data	625	667
1970-01-01 01:00:00.638889	out	udp:data	38	80
1970-01-01 01:00:00.666667	out	udp:data	47	89
1970-01-01 01:00:00.694444	out	udp:data	37	79
1970-01-01 01:00:00.722222	out	udp:data	41	83
1970-01-01 01:00:00.750000	out	udp:data	36	78
1970-01-01 01:00:00.750000	in	udp:data	422	464
1970-01-01 01:00:00.777778	out	udp:data	35	77
1970-01-01 01:00:00.805556	out	udp:data	42	84
1970-01-01 01:00:00.833333	out	udp:data	47	89
1970-01-01 01:00:00.861111	out	udp:data	45	87
1970-01-01 01:00:00.875000	in	udp:data	555	597
1970-01-01 01:00:00.888889	out	udp:data	46	88
1970-01-01 01:00:00.916667	out	udp:data	52	94
1970-01-01 01:00:00.944444	out	udp:data	43	85
1970-01-01 01:00:00.972222	out	udp:data	32	74
