time-point	#client-msg	#server-msg	client-bytes	server-bytes	avg-client-bytes	avg-server-bytes
1970-01-01 01:00:00	34	10	1513	5325	44.00	532.00
1970-01-01 01:00:01	28	8	1159	4287	41.00	535.00
1970-01-01 01:00:02	33	12	1369	6428	41.00	535.00
1970-01-01 01:00:03	31	12	1261	6438	40.00	536.00
1970-01-01 01:00:04	37	11	1615	5847	43.00	531.00
1970-01-01 01:00:05	39	12	1588	6291	40.00	524.00
1970-01-01 01:00:06	35	9	1519	4711	43.00	523.00
1970-01-01 01:00:07	34	10	1505	5323	44.00	532.00
1970-01-01 01:00:08	31	10	1295	5272	41.00	527.00
1970-01-01 01:00:09	34	9	1521	4638	44.00	515.00
1970-01-01 01:00:10	31	9	1361	4637	43.00	515.00
1970-01-01 01:00:11	38	8	1739	3971	45.00	496.00
1970-01-01 01:00:12	36	9	1647	4525	45.00	502.00
1970-01-01 01:00:13	35	8	1480	3664	42.00	458.00
1970-01-01 01:00:14	31	9	1299	4646	41.00	516.00
1970-01-01 01:00:15	30	9	1319	4495	43.00	499.00
1970-01-01 01:00:16	35	11	1527	5352	43.00	486.00
1970-01-01 01:00:17	41	10	1759	4766	42.00	476.00
1970-01-01 01:00:18	37	8	1553	3746	41.00	468.00
1970-01-01 01:00:19	37	9	1660	4087	44.00	454.00
1970-01-01 01:00:20	33	11	1426	5059	43.00	459.00
1970-01-01 01:00:21	42	9	1892	4318	45.00	479.00
1970-01-01 01:00:22	39	10	1724	4453	44.00	445.00
1970-01-01 01:00:23	42	9	1736	3996	41.00	444.00
1970-01-01 01:00:24	35	11	1525	5073	43.00	461.00
1970-01-01 01:00:25	42	12	1769	5505	42.00	458.00
1970-01-01 01:00:26	32	12	1358	5500	42.00	458.00
1970-01-01 01:00:27	38	9	1652	4089	43.00	454.00
1970-01-01 01:00:28	34	11	1545	4662	45.00	423.00
1970-01-01 01:00:29	34	11	1467	4793	43.00	435.00
1970-01-01 01:00:30	34	13	1517	5753	44.00	442.00
1970-01-01 01:00:31	35	10	1581	4133	45.00	413.00
1970-01-01 01:00:32	34	11	1513	4851	44.00	441.00
1970-01-01 01:00:33	37	12	1628	4777	44.00	398.00
1970-01-01 01:00:34	35	11	1540	4653	44.00	423.00
1970-01-01 01:00:35	34	10	1448	4351	42.00	435.00
1970-01-01 01:00:36	39	7	1673	2562	42.00	366.00
1970-01-01 01:00:37	34	13	1481	4963	43.00	381.00
1970-01-01 01:00:38	41	13	1816	4857	44.00	373.00
1970-01-01 01:00:39	32	12	1399	4584	43.00	382.00
1970-01-01 01:00:40	34	9	1444	3541	42.00	393.00
1970-01-01 01:00:41	37	11	1544	4224	41.00	384.00
1970-01-01 01:00:42	31	12	1234	5100	39.00	425.00
1970-01-01 01:00:43	32	10	1364	3681	42.00	368.00
1970-01-01 01:00:44	38	11	1646	4430	43.00	402.00
1970-01-01 01:00:45	34	13	1572	4581	46.00	352.00
1970-01-01 01:00:46	40	15	1621	5813	40.00	387.00
1970-01-01 01:00:47	34	10	1525	3927	44.00	392.00
1970-01-01 01:00:48	30	11	1315	4049	43.00	368.00
1970-01-01 01:00:49	32	12	1446	4213	45.00	351.00
1970-01-01 01:00:50	40	12	1736	4172	43.00	347.00
1970-01-01 01:00:51	36	10	1584	3680	44.00	368.00
1970-01-01 01:00:52	32	11	1248	3725	39.00	338.00
1970-01-01 01:00:53	37	11	1553	3958	41.00	359.00
1970-01-01 01:00:54	39	15	1679	5150	43.00	343.00
1970-01-01 01:00:55	38	14	1576	4743	41.00	338.00
1970-01-01 01:00:56	33	14	1479	4822	44.00	344.00
1970-01-01 01:00:57	37	16	1664	5409	44.00	338.00
1970-01-01 01:00:58	34	13	1485	4550	43.00	350.00
1970-01-01 01:00:59	39	12	1689	3861	43.00	321.00
1970-01-01 01:01:00	31	15	1358	4680	43.00	312.00
1970-01-01 01:01:01	36	11	1601	3440	44.00	312.00
1970-01-01 01:01:02	40	14	1758	4469	43.00	319.00
1970-01-01 01:01:03	40	13	1704	3981	42.00	306.00
1970-01-01 01:01:04	31	12	1340	4139	43.00	344.00
1970-01-01 01:01:05	35	13	1534	3820	43.00	293.00
1970-01-01 01:01:06	32	11	1455	3318	45.00	301.00
