time	in/out	protocol	payload-size	total-size
1970-01-01 01:00:00.000000	out	udp:data	41	83
1970-01-01 01:00:00.000000	in	udp:data	517	559
1970-01-01 01:00:00.025641	out	udp:data	52	94
1970-01-01 01:00:00.051282	out	udp:data	47	89
1970-01-01 01:00:00.076923	out	udp:data	48	90
1970-01-01 01:00:00.083333	in	udp:data	578	620
1970-01-01 01:00:00.102564	out	udp:data	48	90
1970-01-01 01:00:00.128205	out	udp:data	51	93
1970-01-01 01:00:00.153846	out	udp:data	17	59
1970-01-01 01:00:00.166667	in	udp:data	508	550
1970-01-01 01:00:00.179487	out	udp:data	34	76
1970-01-01 01:00:00.205128	out	udp:data	41	83
1970-01-01 01:00:00.230769	out	udp:data	42	84
1970-01-01 01:00:00.250000	in	udp:data	470	512
1970-01-01 01:00:00.256410	out	udp:data	35	77
1970-01-01 01:00:00.282051	out	udp:data	39	81
1970-01-01 01:00:00.307692	out	udp:data	51	93
1970-01-01 01:00:00.333333	out	udp:data	48	90
1970-01-01 01:00:00.333333	in	udp:data	535	577
1970-01-01 01:00:00.358974	out	udp:data	27	69
1970-01-01 01:00:00.384615	out	udp:data	43	85
1970-01-01 01:00:00.410256	out	udp:data	52	94
1970-01-01 01:00:00.416667	in	udp:data	354	396
1970-01-01 01:00:00.435897	out	udp:data	28	70
1970-01-01 01:00:00.461538	out	udp:data	47	89
1970-01-01 01:00:00.487179	out	udp:data	41	83
1970-01-01 01:00:00.500000	in	udp:data	623	665
1970-01-01 01:00:00.512821	out	udp:data	34	76
1970-01-01 01:00:00.538462	out	udp:data	49	91
1970-01-01 01:00:00.564103	out	udp:data	34	76
1970-01-01 01:00:00.583333	in	udp:data	495	537
1970-01-01 01:00:00.589744	out	udp:data	52	94
1970-01-01 01:00:00.615385	out	udp:data	56	98
1970-01-01 01:00:00.641026	out	udp:data	31	73
1970-01-01 01:00:00.666667	out	udp:data	44	86
1970-01-01 01:00:00.666667	in	udp:data	660	702
1970-01-01 01:00:00.692308	out	udp:data	56	98
1970-01-01 01:00:00.717949	out	udp:data	51	93
1970-01-01 01:00:00.743590	out	udp:data	28	70
1970-01-01 01:00:00.750000	in	udp:data	519	561
1970-01-01 01:00:00.769231	out	udp:data	49	91
1970-01-01 01:00:00.794872	out	udp:data	36	78
1970-01-01 01:00:00.820513	out	udp:data	28	70
1970-01-01 01:00:00.833333	in	udp:data	494	536
1970-01-01 01:00:00.846154	out	udp:data	48	90
1970-01-01 01:00:00.871795	out	udp:data	38	80
1970-01-01 01:00:00.897436	out	udp:data	53	95
1970-01-01 01:00:00.916667	in	udp:data	645	687
1970-01-01 01:00:00.923077	out	udp:data	43	85
1970-01-01 01:00:00.948718	out	udp:data	26	68
1970-01-01 01:00:00.974359	out	udp:data	50	92
1970-01-01 01:00:01.000000	out	udp:data	33	75
1970-01-01 01:00:01.000000	in	udp:data	629	671
