time-point	#client-msg	#server-msg	client-bytes	server-bytes	avg-client-bytes	avg-server-bytes
1970-01-01 01:00:00	41	8	1794	4186	43.00	523.00
1970-01-01 01:00:01	30	10	1324	5335	44.00	533.00
1970-01-01 01:00:02	43	10	1842	5618	42.00	561.00
1970-01-01 01:00:03	41	10	1810	5286	44.00	528.00
1970-01-01 01:00:04	32	8	1482	4008	46.00	501.00
1970-01-01 01:00:05	38	10	1585	5504	41.00	550.00
1970-01-01 01:00:06	33	8	1371	4446	41.00	555.00
1970-01-01 01:00:07	40	10	1650	4866	41.00	486.00
1970-01-01 01:00:08	39	7	1754	3638	44.00	519.00
1970-01-01 01:00:09	43	11	1875	5424	43.00	493.00
1970-01-01 01:00:10	37	12	1650	6135	44.00	511.00
1970-01-01 01:00:11	38	10	1587	5200	41.00	520.00
1970-01-01 01:00:12	30	8	1428	4131	47.00	516.00
1970-01-01 01:00:13	39	9	1728	4476	44.00	497.00
1970-01-01 01:00:14	44	11	1938	5690	44.00	517.00
1970-01-01 01:00:15	31	7	1338	3590	43.00	512.00
1970-01-01 01:00:16	35	11	1523	5449	43.00	495.00
1970-01-01 01:00:17	36	13	1510	6213	41.00	477.00
1970-01-01 01:00:18	34	10	1444	4867	42.00	486.00
1970-01-01 01:00:19	46	11	2129	5223	46.00	474.00
1970-01-01 01:00:20	36	8	1655	3973	45.00	496.00
1970-01-01 01:00:21	35	10	1483	4381	42.00	438.00
1970-01-01 01:00:22	31	10	1412	4731	45.00	473.00
1970-01-01 01:00:23	35	13	1590	5925	45.00	455.00
1970-01-01 01:00:24	45	13	1977	5931	43.00	456.00
1970-01-01 01:00:25	33	13	1423	5753	43.00	442.00
1970-01-01 01:00:26	37	10	1595	4295	43.00	429.00
1970-01-01 01:00:27	30	9	1404	3870	46.00	430.00
1970-01-01 01:00:28	39	13	1717	5647	44.00	434.00
1970-01-01 01:00:29	34	11	1543	4957	45.00	450.00
1970-01-01 01:00:30	34	9	1416	3804	41.00	422.00
1970-01-01 01:00:31	40	9	1708	3961	42.00	440.00
1970-01-01 01:00:32	33	10	1432	4076	43.00	407.00
1970-01-01 01:00:33	34	12	1440	5182	42.00	431.00
1970-01-01 01:00:34	36	12	1557	4998	43.00	416.00
1970-01-01 01:00:35	35	14	1472	5800	42.00	414.00
1970-01-01 01:00:36	32	14	1442	6075	45.00	433.00
1970-01-01 01:00:37	34	11	1391	4317	40.00	392.00
1970-01-01 01:00:38	38	11	1644	4233	43.00	384.00
1970-01-01 01:00:39	28	13	1169	5286	41.00	406.00
1970-01-01 01:00:40	35	15	1589	5908	45.00	393.00
1970-01-01 01:00:41	33	11	1473	4457	44.00	405.00
1970-01-01 01:00:42	41	11	1722	4141	42.00	376.00
1970-01-01 01:00:43	33	14	1395	5508	42.00	393.00
1970-01-01 01:00:44	37	12	1628	4414	44.00	367.00
1970-01-01 01:00:45	34	12	1452	4392	42.00	366.00
1970-01-01 01:00:46	34	12	1541	4519	45.00	376.00
1970-01-01 01:00:47	34	12	1415	4129	41.00	344.00
1970-01-01 01:00:48	40	12	1687	4288	42.00	357.00
1970-01-01 01:00:49	28	13	1177	4578	42.00	352.00
1970-01-01 01:00:50	40	13	1784	4531	44.00	348.00
1970-01-01 01:00:51	32	12	1416	4375	44.00	364.00
1970-01-01 01:00:52	34	15	1585	5444	46.00	362.00
1970-01-01 01:00:53	39	12	1681	4120	43.00	343.00
1970-01-01 01:00:54	35	13	1592	4385	45.00	337.00
1970-01-01 01:00:55	33	13	1357	4394	41.00	338.00
1970-01-01 01:00:56	34	12	1526	4155	44.00	346.00
1970-01-01 01:00:57	35	10	1507	3087	43.00	308.00
1970-01-01 01:00:58	42	12	1903	3753	45.00	312.00
1970-01-01 01:00:59	37	14	1582	4386	42.00	313.00
1970-01-01 01:01:00	39	12	1746	3850	44.00	320.00
1970-01-01 01:01:01	41	11	1648	3441	40.00	312.00
1970-01-01 01:01:02	36	12	1541	3400	42.00	283.00
1970-01-01 01:01:03	40	11	1758	3471	43.00	315.00
1970-01-01 01:01:04	42	11	1791	3185	42.00	289.00
1970-01-01 01:01:05	41	11	1884	3651	45.00	331.00
1970-01-01 01:01:06	30	12	1342	3611	44.00	300.00
1970-01-01 01:01:07	37	11	1612	3430	43.00	311.00
1970-01-01 01:01:08	32	14	1488	4180	46.00	298.00
1970-01-01 01:01:09	32	13	1449	3770	45.00	290.00
1970-01-01 01:01:10	33	11	1451	3107	43.00	282.00
1970-01-01 01:01:11	26	15	1100	4649	42.00	309.00
1970-01-01 01:01:12	33	10	1356	2934	41.00	293.00
1970-01-01 01:01:13	33	10	1453	2499	44.00	249.00
1970-01-01 01:01:14	37	13	1684	3385	45.00	260.00
1970-01-01 01:01:15	38	13	1607	3203	42.00	246.00
1970-01-01 01:01:16	43	14	1875	3228	43.00	230.00
1970-01-01 01:01:17	36	13	1594	3262	44.00	250.00
1970-01-01 01:01:18	29	9	1256	2153	43.00	239.00
1970-01-01 01:01:19	38	13	1798	3576	47.00	275.00
1970-01-01 01:01:20	38	11	1509	2801	39.00	254.00
1970-01-01 01:01:21	29	13	1278	3533	44.00	271.00
1970-01-01 01:01:22	38	15	1705	3850	44.00	256.00
1970-01-01 01:01:23	37	11	1506	2558	40.00	232.00
1970-01-01 01:01:24	27	11	1202	2578	44.00	234.00
1970-01-01 01:01:25	30	14	1271	3382	42.00	241.00
1970-01-01 01:01:26	31	12	1336	2798	43.00	233.00
1970-01-01 01:01:27	39	14	1636	2704	41.00	193.00
1970-01-01 01:01:28	27	13	1196	2837	44.00	218.00
1970-01-01 01:01:29	39	14	1644	2661	42.00	190.00
1970-01-01 01:01:30	36	16	1502	3594	41.00	224.00
1970-01-01 01:01:31	32	16	1364	2934	42.00	183.00
1970-01-01 01:01:32	34	16	1507	3235	44.00	202.00
1970-01-01 01:01:33	35	13	1408	2539	40.00	195.00
1970-01-01 01:01:34	32	13	1435	2392	44.00	184.00
1970-01-01 01:01:35	34	13	1515	2698	44.00	207.00
1970-01-01 01:01:36	36	11	1584	2258	44.00	205.00
1970-01-01 01:01:37	36	15	1535	2572	42.00	171.00
1970-01-01 01:01:38	35	17	1486	3147	42.00	185.00
1970-01-01 01:01:39	35	14	1467	2332	41.00	166.00
1970-01-01 01:01:40	40	14	1716	2284	42.00	163.00
1970-01-01 01:01:41	26	11	1110	2010	42.00	182.00
1970-01-01 01:01:42	36	14	1578	2352	43.00	168.00
1970-01-01 01:01:43	41	13	1746	2220	42.00	170.00
1970-01-01 01:01:44	36	14	1431	2302	39.00	164.00
1970-01-01 01:01:45	32	13	1458	2176	45.00	167.00
1970-01-01 01:01:46	32	14	1405	1782	43.00	127.00
1970-01-01 01:01:47	43	14	1847	1601	42.00	114.00
1970-01-01 01:01:48	31	14	1292	2065	41.00	147.00
1970-01-01 01:01:49	38	12	1549	1277	40.00	106.00
1970-01-01 01:01:50	45	13	1934	2063	42.00	158.00
1970-01-01 01:01:51	34	14	1476	1995	43.00	142.00
1970-01-01 01:01:52	39	15	1650	1400	42.00	93.00
1970-01-01 01:01:53	33	15	1473	1632	44.00	108.00
1970-01-01 01:01:54	35	16	1540	1876	44.00	117.00
1970-01-01 01:01:55	34	15	1463	1734	43.00	115.00
1970-01-01 01:01:56	40	14	1737	1417	43.00	101.00
1970-01-01 01:01:57	34	16	1495	1699	43.00	106.00
1970-01-01 01:01:58	45	14	1978	1342	43.00	95.00
1970-01-01 01:01:59	30	14	1340	1073	44.00	76.00
1970-01-01 01:02:00	36	14	1573	1067	43.00	76.00
1970-01-01 01:02:01	40	14	1724	1086	43.00	77.00
1970-01-01 01:02:02	38	15	1742	1088	45.00	72.00
1970-01-01 01:02:03	37	16	1593	1144	43.00	71.00
1970-01-01 01:02:04	37	13	1602	1054	43.00	81.00
1970-01-01 01:02:05	39	14	1689	1003	43.00	71.00
1970-01-01 01:02:06	38	19	1568	1531	41.00	80.00
1970-01-01 01:02:07	36	15	1543	1290	42.00	86.00
1970-01-01 01:02:08	38	15	1610	1458	42.00	97.00
1970-01-01 01:02:09	31	15	1364	1106	44.00	73.00
1970-01-01 01:02:10	42	15	1858	1410	44.00	94.00
1970-01-01 01:02:11	33	13	1362	945	41.00	72.00
1970-01-01 01:02:12	40	17	1706	1233	42.00	72.00
