time-point	#client-msg	#server-msg	client-bytes	server-bytes	avg-client-bytes	avg-server-bytes
1970-01-01 01:00:00	41	9	1776	4737	43.00	526.00
1970-01-01 01:00:01	37	9	1655	4981	44.00	553.00
1970-01-01 01:00:02	34	7	1443	3857	42.00	551.00
1970-01-01 01:00:03	37	6	1574	3304	42.00	550.00
1970-01-01 01:00:04	33	6	1516	3267	45.00	544.00
1970-01-01 01:00:05	35	11	1497	6077	42.00	552.00
1970-01-01 01:00:06	33	8	1372	3805	41.00	475.00
1970-01-01 01:00:07	35	10	1482	5584	42.00	558.00
1970-01-01 01:00:08	41	12	1776	6480	43.00	540.00
1970-01-01 01:00:09	31	8	1395	4286	45.00	535.00
1970-01-01 01:00:10	43	11	1848	5763	42.00	523.00
1970-01-01 01:00:11	36	9	1596	4377	44.00	486.00
1970-01-01 01:00:12	44	10	1860	5049	42.00	504.00
1970-01-01 01:00:13	41	9	1805	4978	44.00	553.00
1970-01-01 01:00:14	41	10	1742	4588	42.00	458.00
1970-01-01 01:00:15	36	8	1493	3878	41.00	484.00
1970-01-01 01:00:16	32	12	1404	5819	43.00	484.00
1970-01-01 01:00:17	41	11	1726	5276	42.00	479.00
1970-01-01 01:00:18	35	11	1495	4976	42.00	452.00
1970-01-01 01:00:19	36	12	1678	5740	46.00	478.00
1970-01-01 01:00:20	29	13	1251	6609	43.00	508.00
1970-01-01 01:00:21	34	11	1461	4974	42.00	452.00
1970-01-01 01:00:22	28	12	1258	5483	44.00	456.00
1970-01-01 01:00:23	30	13	1292	5893	43.00	453.00
1970-01-01 01:00:24	32	10	1475	4221	46.00	422.00
1970-01-01 01:00:25	38	12	1620	5520	42.00	460.00
1970-01-01 01:00:26	29	7	1259	3289	43.00	469.00
1970-01-01 01:00:27	40	11	1744	5052	43.00	459.00
1970-01-01 01:00:28	34	11	1447	4906	42.00	446.00
1970-01-01 01:00:29	34	6	1425	2733	41.00	455.00
1970-01-01 01:00:30	38	8	1623	3497	42.00	437.00
1970-01-01 01:00:31	37	9	1562	3810	42.00	423.00
1970-01-01 01:00:32	42	10	1797	4080	42.00	408.00
1970-01-01 01:00:33	27	11	1141	4682	42.00	425.00
1970-01-01 01:00:34	35	13	1526	5619	43.00	432.00
1970-01-01 01:00:35	35	12	1471	4981	42.00	415.00
1970-01-01 01:00:36	36	10	1569	4349	43.00	434.00
1970-01-01 01:00:37	32	10	1451	4210	45.00	421.00
