time-point	#client-msg	#server-msg	client-bytes	server-bytes	avg-client-bytes	avg-server-bytes
1970-01-01 01:00:00	40	7	1707	3916	42.00	559.00
1970-01-01 01:00:01	34	8	1442	4470	42.00	558.00
1970-01-01 01:00:02	39	8	1670	4050	42.00	506.00
1970-01-01 01:00:03	46	9	1983	4878	43.00	542.00
1970-01-01 01:00:04	30	9	1336	4709	44.00	523.00
1970-01-01 01:00:05	40	9	1781	4698	44.00	522.00
1970-01-01 01:00:06	36	11	1533	5872	42.00	533.00
1970-01-01 01:00:07	27	10	1217	5147	45.00	514.00
1970-01-01 01:00:08	33	8	1417	4235	42.00	529.00
1970-01-01 01:00:09	38	11	1604	5501	42.00	500.00
1970-01-01 01:00:10	32	8	1426	4189	44.00	523.00
1970-01-01 01:00:11	39	9	1701	4572	43.00	508.00
1970-01-01 01:00:12	37	9	1522	4588	41.00	509.00
1970-01-01 01:00:13	30	12	1364	6300	45.00	525.00
1970-01-01 01:00:14	43	9	1848	4449	42.00	494.00
1970-01-01 01:00:15	33	12	1404	5915	42.00	492.00
1970-01-01 01:00:16	33	12	1426	6230	43.00	519.00
1970-01-01 01:00:17	40	9	1729	4189	43.00	465.00
1970-01-01 01:00:18	33	11	1387	5234	42.00	475.00
1970-01-01 01:00:19	28	11	1178	5149	42.00	468.00
1970-01-01 01:00:20	31	7	1366	3322	44.00	474.00
1970-01-01 01:00:21	35	10	1556	4736	44.00	473.00
1970-01-01 01:00:22	42	14	1929	6233	45.00	445.00
1970-01-01 01:00:23	39	11	1674	5156	42.00	468.00
1970-01-01 01:00:24	37	9	1556	3985	42.00	442.00
1970-01-01 01:00:25	31	11	1376	4926	44.00	447.00
1970-01-01 01:00:26	22	9	947	4222	43.00	469.00
1970-01-01 01:00:27	34	10	1429	4363	42.00	436.00
1970-01-01 01:00:28	35	12	1572	5699	44.00	474.00
1970-01-01 01:00:29	29	11	1263	4705	43.00	427.00
1970-01-01 01:00:30	42	11	1787	4890	42.00	444.00
1970-01-01 01:00:31	35	13	1469	5624	41.00	432.00
1970-01-01 01:00:32	36	11	1511	4694	41.00	426.00
1970-01-01 01:00:33	35	12	1590	5125	45.00	427.00
1970-01-01 01:00:34	28	11	1332	4948	47.00	449.00
1970-01-01 01:00:35	31	11	1258	4528	40.00	411.00
