1970-01-01 01:00:00	0	0	100		alive	34	9	1421	5262	41.00	584.00
1970-01-01 01:00:01	1	1	100		alive	35	8	1512	4477	43.00	559.00
1970-01-01 01:00:02	2	2	100		alive	30	11	1318	5776	43.00	525.00
1970-01-01 01:00:03	3	3	100		alive	39	11	1683	5907	43.00	537.00
1970-01-01 01:00:04	4	4	100		alive	31	10	1344	5355	43.00	535.00
1970-01-01 01:00:05	5	5	100		alive	39	9	1715	4595	43.00	510.00
1970-01-01 01:00:06	6	6	100		alive	34	12	1441	6353	42.00	529.00
1970-01-01 01:00:07	7	7	100		alive	33	13	1388	6700	42.00	515.00
1970-01-01 01:00:08	8	8	100		alive	34	9	1409	4825	41.00	536.00
1970-01-01 01:00:09	9	9	100		alive	43	10	1794	4748	41.00	474.00
1970-01-01 01:00:10	10	10	100		alive	38	11	1713	5592	45.00	508.00
1970-01-01 01:00:11	11	11	100		alive	35	12	1483	6151	42.00	512.00
1970-01-01 01:00:12	12	12	100		alive	46	10	1912	4959	41.00	495.00
1970-01-01 01:00:13	13	13	100		alive	38	10	1610	4787	42.00	478.00
1970-01-01 01:00:14	14	14	100		alive	40	10	1658	4731	41.00	473.00
1970-01-01 01:00:15	15	15	100		alive	41	10	1789	4549	43.00	454.00
1970-01-01 01:00:16	16	16	100		alive	39	10	1582	4673	40.00	467.00
1970-01-01 01:00:17	17	17	100		alive	36	11	1561	5269	43.00	479.00
1970-01-01 01:00:18	18	18	100		alive	33	8	1454	3765	44.00	470.00
1970-01-01 01:00:19	19	19	100		alive	35	11	1526	5256	43.00	477.00
1970-01-01 01:00:20	20	20	100		alive	34	10	1581	4951	46.00	495.00
1970-01-01 01:00:21	21	21	100		alive	34	12	1537	5487	45.00	457.00
1970-01-01 01:00:22	22	22	100		alive	45	13	1973	5897	43.00	453.00
1970-01-01 01:00:23	23	23	100		alive	32	10	1325	4986	41.00	498.00
1970-01-01 01:00:24	24	24	100		alive	37	9	1680	3871	45.00	430.00
1970-01-01 01:00:25	25	25	100		alive	34	12	1465	5557	43.00	463.00
1970-01-01 01:00:26	26	26	100		alive	35	9	1438	3924	41.00	436.00
1970-01-01 01:00:27	27	27	100		alive	33	11	1449	5109	43.00	464.00
1970-01-01 01:00:28	28	28	100		alive	35	10	1570	4421	44.00	442.00
1970-01-01 01:00:29	29	29	100		alive	34	13	1393	5906	40.00	454.00
1970-01-01 01:00:30	30	30	100		alive	36	9	1484	3683	41.00	409.00
1970-01-01 01:00:31	31	31	99		alive	37	10	670	4357	18.00	435.00
1970-01-01 01:00:32	32	32	99		dead	43	15	817	6776	19.00	451.00
1970-01-01 01:00:33	33	33	99		dead	39	9	729	4018	18.00	446.00
1970-01-01 01:00:34	34	34	99		dead	36	11	674	4120	18.00	374.00
1970-01-01 01:00:35	35	35	99		dead	36	15	673	6132	18.00	408.00
1970-01-01 01:00:36	36	36	99		dead	36	9	708	3575	19.00	397.00
1970-01-01 01:00:37	37	37	99		dead	48	10	910	4221	18.00	422.00
1970-01-01 01:00:38	38	38	99		dead	41	12	771	4950	18.00	412.00
1970-01-01 01:00:39	39	39	99		dead	39	10	755	4063	19.00	406.00
1970-01-01 01:00:40	40	40	99		dead	44	10	812	4018	18.00	401.00
1970-01-01 01:00:41	41	41	99		dead	37	9	715	3472	19.00	385.00
1970-01-01 01:00:42	42	42	99		dead	33	11	637	4178	19.00	379.00
1970-01-01 01:00:43	43	43	99		dead	36	12	679	4913	18.00	409.00
1970-01-01 01:00:44	44	44	99		dead	32	12	589	4170	18.00	347.00
1970-01-01 01:00:45	45	45	98		dead	41	10	768	3910	18.00	391.00
1970-01-01 01:00:46	46	46	98		dead	32	11	637	3991	19.00	362.00
1970-01-01 01:00:47	47	47	97		dead	40	13	757	4917	18.00	378.00
1970-01-01 01:00:48	48	48	97		dead	35	8	649	2816	18.00	352.00
1970-01-01 01:00:49	49	49	96		dead	38	15	726	5280	19.00	352.00
1970-01-01 01:00:50	50	50	96		dead	37	10	715	3500	19.00	350.00
1970-01-01 01:00:51	51	51	96		dead	27	11	512	3990	18.00	362.00
1970-01-01 01:00:52	52	52	95		dead	32	12	596	4492	18.00	374.00
1970-01-01 01:00:53	53	53	94		dead	31	10	582	3350	18.00	335.00
1970-01-01 01:00:54	54	54	94		dead	36	10	676	3812	18.00	381.00
1970-01-01 01:00:55	55	55	94		dead	42	14	805	5221	19.00	372.00
1970-01-01 01:00:56	56	56	94		dead	42	11	813	3871	19.00	351.00
1970-01-01 01:00:57	57	57	94		dead	33	13	637	4317	19.00	332.00
1970-01-01 01:00:58	58	58	94		dead	31	11	566	3375	18.00	306.00
1970-01-01 01:00:59	59	59	94		dead	36	10	668	3104	18.00	310.00
1970-01-01 01:01:00	60	60	93		dead	34	11	619	3622	18.00	329.00
1970-01-01 01:01:01	61	61	93		dead	32	14	586	4541	18.00	324.00
1970-01-01 01:01:02	62	62	93		dead	33	13	634	3963	19.00	304.00
1970-01-01 01:01:03	63	63	93		dead	39	13	751	3791	19.00	291.00
1970-01-01 01:01:04	64	64	93		dead	40	13	744	3756	18.00	288.00
1970-01-01 01:01:05	65	65	93		dead	38	12	695	3334	18.00	277.00
1970-01-01 01:01:06	66	66	93		dead	39	13	765	3944	19.00	303.00
1970-01-01 01:01:07	67	67	93		dead	34	12	657	3919	19.00	326.00
